session,modelname_new,body_mass_kg,height_m,rta_mass_kg,rta_length_m,rta_depth_radius_m,rta_shoulder_radius_m,rta_ixx_kg_m2,rta_iyy_kg_m2,rta_izz_kg_m2,rta_izz_frame_mean_kg_m2,rta_izz_frame_sd_kg_m2,rta_izz_frame_range_kg_m2,rta_izz_max_frame_deviation_pct,rta_izz_mean_coordinate_difference_pct,max_static_marker_spread_m,izz_pred_constant_kz_loocv,izz_ape_constant_kz_loocv_pct,izz_pred_mass_height_sq_loocv,izz_ape_mass_height_sq_loocv_pct,izz_pred_mass_power_loocv,izz_ape_mass_power_loocv_pct,izz_pred_mass_height_power_loocv,izz_ape_mass_height_power_loocv_pct,izz_pred_mass_height_both_power_loocv,izz_ape_mass_height_both_power_loocv_pct
2753,001552_002753_model.c3d,84.3696,1.8542,29.951208,0.27173964642379056,0.07520256424406359,0.12605423750432992,0.22665255288813355,0.3032845539954783,0.16132541637596437,0.16132543806462604,4.2629854603078016e-05,0.00012287841588554116,0.04102901096247768,-1.3444045060845451e-05,0.0002694221199143378,0.21036321756120094,30.396822947572836,0.20777666043616527,28.79350638212368,0.19800223188657062,22.734678970319198,0.20590971014613496,27.6362490001378,0.19761424349529827,22.4941784961917
2760,001557_002760_model.c3d,82.5552,1.8542,29.307095999999998,0.2546350932406687,0.07813491648817804,0.14807821347859734,0.20308407425264288,0.3190089675139047,0.20538575884060456,0.20538576326633445,1.9888011402342805e-05,5.982068383167394e-05,0.01584659062865275,-2.1548377641462164e-06,0.00014135959502284455,0.2054298800303247,0.021482107605317498,0.20290870377599116,1.2060500584832625,0.1905504921511022,7.223123342751182,0.2009457005043069,2.1618141205902623,0.18998565838726314,7.498134505661176
2761,001558_002761_model.c3d,88.9056,1.8542,31.561488,0.25074691165284774,0.08473009412055033,0.14772884224198882,0.22201292309995527,0.33756443832532795,0.22884445658978486,0.2288447893580926,2.8541494503027797e-05,8.580992760567896e-05,0.019166763247443812,-0.00014541243982983638,0.0005834969116675973,0.22115891155975426,3.3584143328441334,0.2184418812038132,4.545696907405892,0.21433282746234056,6.341263119804175,0.2163285337089253,5.469183334117191,0.2141815549983192,6.407365863246425
2806,001584_002806_model.c3d,82.1016,1.778,29.146068,0.2568759504346846,0.08354172958269898,0.1457338774710771,0.21112176754077386,0.31502125148889965,0.205607902778285,0.20560790999662967,8.899986838309607e-06,3.091858428336258e-05,0.0080762733464833,-3.510733086836889e-06,9.617396077405408e-05,0.2042901292698667,0.6409157870937033,0.18543196789217617,9.812820720157497,0.18885523357079972,8.147872227241349,0.1950011343896062,5.158735751571033,0.18968544009634672,7.744090799422283
2811,001589_002811_model.c3d,85.2768,1.9304,30.273263999999998,0.27388165866762026,0.07411825787661186,0.15062081939369043,0.23081272776844586,0.36093565574975633,0.21327626033996702,0.21327636167484243,0.00017834344583317005,0.0004996901951492272,0.13847533743268156,-4.751343409998033e-05,0.0003481216192047727,0.21219246572672038,0.5081646740800193,0.22734248504636712,6.5953072714132475,0.2006596810255391,5.915604153184613,0.21236090461810306,0.42918781509243786,0.1984950188862521,6.930561062048493
2812,001590_002812_model.c3d,76.2048,1.905,27.052704000000002,0.2752039726205441,0.0739223652987525,0.13362210128095742,0.20769888170849593,0.2914969985090326,0.15771308496196612,0.15771310480336548,3.942404253110969e-05,0.00012586806095654657,0.044533537771156796,-1.2580693200967275e-05,0.0002654777849973488,0.18985114671006686,20.37754936811433,0.19802950820898665,25.56314414669093,0.1684979561795941,6.838285624955493,0.18889878752178277,19.77369383608047,0.1670058643435285,5.892205699865297
2815,001592_002815_model.c3d,97.0704,1.905,34.459992,0.27165473174490296,0.07645993855504565,0.16980929982322898,0.26228263743031655,0.46033348207618324,0.29877950683356447,0.2987795200220376,3.504663855078578e-05,0.00012189301896115001,0.02367272945298537,-4.414115709165592e-06,0.00020181846914635616,0.24089465330623192,19.37376968748308,0.2512763221461605,15.8990772797097,0.24570817201134496,17.762709157888455,0.2391354016146948,19.962582390931686,0.2448001882617766,18.066606757556876
2818,001595_002818_model.c3d,96.1632,1.9558,34.137935999999996,0.2885423855741058,0.07901364929895316,0.1426063613005158,0.2901331364926018,0.4104131827185418,0.22684428944658075,0.22684432560102358,9.068909106191105e-05,0.00023285682617169012,0.05467282048782332,-1.5937999989620633e-05,0.000317014675828364,0.23943116540924975,5.548685397096172,0.26348484389690247,16.15229307279968,0.24299909501523,7.12153945248577,0.2417199317523692,6.557644603741056,0.24122277132971146,6.338480866416818
2833,001606_002833_model.c3d,83.916,1.8034,29.790179999999996,0.25569963725584,0.07881565430198896,0.14064675528939768,0.20857601126001526,0.3096362358434666,0.19358714382775316,0.1935871542581441,1.3879279130849149e-05,4.300758326772347e-05,0.01132039692822142,-5.3879564177682975e-06,0.000285296033918398,0.2089454678079947,7.933545418649709,0.19513713778518943,0.8006698827146277,0.19580749689459548,1.146952748483085,0.20124313101508387,3.9548014583771796,0.19636338968263298,1.434106521737838
2840,001562_002840_model.c3d,84.8232,1.9304,30.112236,0.2651975014687167,0.08114859886586015,0.1522904066143121,0.2260550652030553,0.3510755950383732,0.2241664986704056,0.22416650924051443,2.9161171922605683e-05,8.710576211623522e-05,0.01988753376267534,-4.715293711903238e-06,9.78507967648965e-05,0.210959186067341,5.891742379615554,0.22601119524299856,0.8229135858990371,0.1988167235699937,11.308458333769117,0.21097582812322013,5.884318408603893,0.19637534884402472,12.39754824704762
