session_pitch,pitch_speed_mph,session_height_m,p_throws,fp_poi_time,BR_time,n_frames,sjm,sjm_x,sjm_y,sjm_z,fp_local_x,fp_local_y,fp_local_z,br_local_x,br_local_y,br_local_z,pattern,peak_disp_m,peak_tau,final_disp_m,max_disp_norm_height,final_disp_norm_height,late_extra_norm_height,recovery_ratio
1729_2,90.5,2.0066,R,1.8167,1.9639,54,0.07825637780298116,0.03299681885897393,0.043766335419933126,0.05585497736049035,-6.317450147676576e-17,0.14548052106431764,0.6512823431437818,5.5285742117316164e-17,0.17751068256266947,0.5252843635366803,late_pull,0.13280214888136646,0.9055706521739129,0.13000546954140835,0.06618267162432295,0.06478893129742268,0.024382771138071777,0.02105899161659211
1729_3,90.4,2.0066,R,1.9528,2.0944,52,0.07356526631007858,0.028631904108171447,0.04081100122960668,0.0540973627180688,-2.5633894950167248e-17,0.14426154351261022,0.6516542753357483,-8.774786171402178e-17,0.17846348612372526,0.5284479270662029,late_pull,0.12975989957506917,0.9216101694915261,0.12786546497115828,0.06466655017196708,0.06372244840583986,0.022407615693354865,0.01459953814787687
1759_1,83.9,1.8034,R,1.3917,1.5194,47,0.05164779495073399,0.020297042693144418,0.03338132390610325,0.03378182936819076,1.7201229116364515e-18,0.13556386121172084,0.5864575918456247,7.732699410657367e-17,0.16580359981177528,0.47879105180595916,late_pull,0.11369439776317902,0.9130775254502733,0.11183257859278992,0.06304447031339638,0.0620120764072252,0.026709279268114474,0.01637564565201535
1759_2,83.4,1.8034,R,1.4639,1.5889,46,0.05031190687386729,0.019107111545857168,0.03399870325771982,0.03178512920301532,-2.511336668214211e-18,0.13765762857577957,0.583646667338119,-3.576561874222108e-17,0.16567445085369284,0.4768366898995161,late_pull,0.11136233073512222,0.9336000000000002,0.11042333816266847,0.06175132013703129,0.061230641101623864,0.02380395094843759,0.008431868893685112
1759_3,83.5,1.8034,R,2.2,2.3306,48,0.05011986522905012,0.020042018042401404,0.03367273450343584,0.031248445632180266,2.996892949096978e-17,0.13717975912230648,0.5834529854128317,-9.086437916029791e-17,0.16452558407882284,0.4784548225104665,late_pull,0.11139529419353801,0.8935681470137822,0.10850072974604393,0.06176959864341689,0.060164539062905587,0.022647471219547317,0.02598462052144747
1778_1,83.3,1.8034,R,0.7611,0.9,51,0.0808902109257858,0.03522056703411923,0.0573669908386432,0.0448527172368883,6.048769946892732e-17,0.13174152856084834,0.5964154044392642,-9.83412861203087e-17,0.14824575046751134,0.5007218813556327,late_pull,0.0971063319300132,1.0,0.0971063319300132,0.05384625259510547,0.05384625259510547,0.034617788941188436,0.0
1778_2,83.4,1.8034,R,0.7278,0.875,54,0.08513486763491461,0.03812257828962409,0.05918783884983474,0.04786872093603408,-3.6129633059709803e-17,0.13213301471861608,0.5928606193038715,-1.0015568106602323e-16,0.1480339777182503,0.49677478190917923,late_pull,0.09739265255734117,1.0,0.09739265255734117,0.054005019716835516,0.054005019716835516,0.03466673974147808,0.0
1779_1,83.7,2.0066,L,0.95,1.1,55,0.06897696226722891,0.03062928367137352,0.03942467756920329,0.04759583074133292,6.049782206443949e-18,-0.14675151369815587,0.5823687304683349,-1.6374623472246837e-16,-0.15841161623380537,0.4750628430452056,late_pull,0.11146898223923268,0.8886666666666657,0.10793753502284167,0.05555117225118742,0.053791256365414965,0.027460886359586895,0.03168098555714703
1779_2,85.2,2.0066,L,0.9083,1.0556,54,0.06631238517322842,0.027747525019557556,0.03759851849112576,0.04705059712611633,-1.1687377617832199e-17,-0.14602380338206608,0.5797285712692065,-1.6163750075853094e-16,-0.15667449433591443,0.4766137170965451,late_pull,0.10795369807895487,0.8866259334691097,0.10366344760253547,0.053799311312147345,0.0516612417036457,0.023774475211495408,0.039741579517559536
1779_3,83.5,2.0066,L,0.9306,1.0861,57,0.07439166871766291,0.034603656829102845,0.04227598344519732,0.050492064053607406,2.5858779392362447e-17,-0.14573098365177897,0.5795630965683416,2.1398673530311894e-17,-0.15681912286015645,0.47245479699688847,late_pull,0.10992793636507325,0.8926045016077161,0.10768070703794855,0.05478318367640449,0.05366326474531473,0.029277841233716236,0.02044275005455942
1782_1,73.8,1.8288,L,1.4722,1.6,47,0.05372601211747849,0.02383271232956879,0.03523074221694578,0.03282195917227642,4.0010931977771086e-17,-0.14405445622118743,0.5678063412316017,-2.9459000051540002e-18,-0.1773389933418349,0.49299007742601136,mixed,0.10010452921239645,0.760563380281689,0.0818861022467393,0.05473782218525615,0.04477586518303767,0.0022025463224932588,0.18199403272755282
1782_2,74.0,1.8288,L,1.6444,1.7778,49,0.05761968509408252,0.03032159242859144,0.03308131484846711,0.03614216029559124,-5.301795728465835e-17,-0.13979317421661525,0.5648637034209607,1.5421156558990753e-18,-0.17244967891851976,0.4750097085754138,mixed,0.11101661160450636,0.7706146926536734,0.09560432881961507,0.06070462139354023,0.052277082687891004,0.005536999182536777,0.13882861818731349
1782_3,74.3,1.8288,L,1.3972,1.5333,50,0.0599439690524108,0.03135488882852984,0.031603943481884375,0.04014151378187893,6.581041007843054e-17,-0.1396044645969333,0.5686820451399917,-1.3626512377594983e-16,-0.17331384379784537,0.47103137798666467,late_pull,0.11515956984917042,0.7964731814842025,0.10330525176195418,0.06297001850895145,0.056487998557499,0.008142329180141987,0.10293819352349406
1782_4,75.2,1.8288,L,1.4389,1.5694,48,0.05216664619199129,0.025269362874814866,0.033283414046836456,0.031225512393044524,5.503548756257287e-18,-0.1428819766512645,0.5656816492058299,-1.9627856664056574e-17,-0.1733985182220578,0.4856766685547027,mixed,0.10814273422848131,0.7448275862068972,0.08562742690533906,0.05913316613543378,0.04682164638305942,0.0,0.2081999080545944
1783_2,79.6,1.8034,R,1.1278,1.3083,66,0.11632860673450326,0.06999326803212533,0.06264325166004187,0.0686229567741761,4.363596717475247e-17,0.13009620893917787,0.5782813017205845,1.056797580585452e-16,0.14740330433136567,0.4656717710707776,late_pull,0.11631079361104084,0.9385041551246531,0.11393174247804723,0.06449528313798428,0.06317607989245161,0.04587806780590242,0.020454259309324988
1783_3,79.8,1.8034,R,1.1472,1.3222,64,0.11412728201730515,0.06922249066567433,0.05804861327032313,0.06973981491293622,5.1417070537680305e-17,0.1320419602383564,0.5770019612067296,7.025967286549421e-17,0.14743365784279144,0.46289934546842315,late_pull,0.11626784363988123,0.9525714285714287,0.11513605548858272,0.06447146702887947,0.06384388127347385,0.04539265775229033,0.009734317897939354
1783_4,80.2,1.8034,R,0.9583,1.1389,66,0.11856618618096083,0.07270828358533214,0.061449731960304156,0.07067797709032118,-4.60951939012775e-18,0.12851254477071947,0.5820537138757503,-9.11711656721124e-17,0.14750719080023902,0.46533817397912014,late_pull,0.12108733364567811,0.9385382059800659,0.11825106270621256,0.06714391352205729,0.06557117816691392,0.04684900993019413,0.023423349528572116
1783_5,80.6,1.8034,R,1.1389,1.3194,66,0.1213011891582587,0.07242299991699379,0.06534760786841046,0.07210116309815838,1.3922361971052607e-18,0.13021910403877546,0.5761613532191642,-1.0345829304436315e-18,0.14866345533512954,0.4708107709556143,late_pull,0.10970118331447494,0.9385041551246543,0.10695297694787324,0.06083020035182153,0.05930629752016926,0.044500766682403076,0.025051747698322902
1808_1,81.1,1.8288,R,1.2444,1.3667,45,0.0619349838180586,0.014340738730706341,0.04481217494915043,0.04027597807040242,3.441366698825546e-17,0.17601772881301153,0.5647372058254257,3.017182437419175e-17,0.19461841961172643,0.45769911595701607,late_pull,0.10864224952046576,1.0,0.10864224952046576,0.05940630441845241,0.05940630441845241,0.023630353537118294,0.0
1808_2,80.8,1.8288,R,1.1222,1.2389,43,0.061007449379905536,0.013067434001493659,0.04417438136362231,0.039997188396181084,1.7936451171129686e-18,0.17783690034071117,0.5611241635121481,5.0967883842556956e-17,0.19507249996349849,0.46214733825695775,late_pull,0.10046630197212156,1.0,0.10046630197212156,0.05493564193576201,0.05493564193576201,0.026155394531849858,0.0
1808_3,81.3,1.8288,R,1.1417,1.2556,42,0.0565965078070525,0.011061802931449151,0.04049226463693527,0.037962846526991875,3.025188517945261e-17,0.1788491564086858,0.5578217853866065,1.4802918423994098e-16,0.19410460140609795,0.4564456771763533,late_pull,0.10251752980796035,1.0,0.10251752980796035,0.0560572669553589,0.0560572669553589,0.027608337796565467,0.0
1808_4,81.2,1.8288,R,1.0444,1.1556,41,0.054671096980210145,0.010686408663737972,0.03895317067047901,0.036842638472395856,1.6434682168565524e-17,0.17983247872489033,0.5534172450291568,-1.542250251078297e-16,0.19469469883463314,0.46226707296290487,late_pull,0.0923538816417468,1.0,0.0923538816417468,0.05049971655826049,0.05049971655826049,0.02481603892048658,0.0
1808_5,81.2,1.8288,R,1.1,1.2056,39,0.04988565478614067,0.00822699026606049,0.032678159061708435,0.03678359831421917,8.241960033314383e-18,0.18048388491079284,0.5492218971303926,9.638284710037958e-17,0.19239494070325755,0.4527119495791888,late_pull,0.09724218851109488,1.0,0.09724218851109488,0.053172675257597814,0.053172675257597814,0.028075189646216164,0.0
1826_1,89.3,1.905,R,1.2778,1.425,54,0.0738028294229192,0.03410685105305769,0.047890734390076864,0.044610065026316134,-1.1438048971821475e-18,0.13197933531702297,0.5851470264380368,-3.1619019685884253e-17,0.16054799638126124,0.4702700430156726,late_pull,0.11915603328639614,0.96195652173913,0.11837605211876882,0.06254909883800322,0.06213965990486552,0.024338039597635693,0.006545880608098114
1826_2,88.9,1.905,R,1.1639,1.3,50,0.06402036139066324,0.022555850873074428,0.04380098942083911,0.04088170238307464,9.506011661053992e-18,0.1414204098995066,0.5770294101376944,-7.183914804722744e-18,0.16271599759248193,0.4659460152501398,late_pull,0.1131062450748569,1.0,0.1131062450748569,0.05937335699467554,0.05937335699467554,0.024046962117085315,0.0
1826_3,88.8,1.905,R,1.175,1.3194,53,0.07279641267742967,0.030314184441884533,0.047895583949208904,0.04567691931917398,-9.842212333947404e-19,0.13512793430349407,0.5784432784386647,2.3354826494235385e-17,0.1618870341955496,0.4621771015091174,late_pull,0.11930579753241587,1.0,0.11930579753241587,0.06262771524011332,0.06262771524011332,0.026818001994671683,0.0
1826_4,89.6,1.905,R,1.1972,1.3444,54,0.07353979457674766,0.03145387804902804,0.04884253227550865,0.0450905975008428,1.2570005067452463e-17,0.1369148040520732,0.5762290420756162,2.3859597814420956e-17,0.1605945485761058,0.46241535005624207,late_pull,0.1192122283414632,0.9245923913043471,0.11625096469193019,0.06257859755457386,0.06102412844720745,0.023431688203079816,0.024840267569287987
1826_5,89.1,1.905,R,1.2361,1.3778,52,0.07098451923133205,0.027505991928233164,0.04623364898718916,0.04631060439982083,5.211491744907065e-17,0.13909569683601436,0.5774632106218573,-1.1053462059906082e-17,0.1620878041294852,0.46208542094777416,late_pull,0.11919770248014062,0.9407198306280877,0.11764638263827516,0.06257097243052001,0.061756631306181184,0.024297477942577674,0.013014679054941726
1830_1,83.5,1.6764,R,1.5167,1.6667,55,0.08160923192059534,0.04429842626707011,0.059645056104198874,0.03376660254241516,-2.118577938699929e-18,0.12404187842301446,0.5483187985992183,1.2835354284353627e-17,0.1714145404497002,0.4727586808535811,late_pull,0.08918240017643139,1.0,0.08918240017643139,0.05319875935124755,0.05319875935124755,0.025461740381250177,0.0
1830_2,83.4,1.6764,R,1.3944,1.5444,55,0.08194815132490117,0.04455119407532954,0.05690767347041764,0.03862909929335071,1.5924295599957165e-17,0.12380637027107459,0.5499191624050772,9.583636693313329e-17,0.170069355129885,0.4680099966300988,late_pull,0.09407111780987519,1.0,0.09407111780987519,0.056114959323476016,0.056114959323476016,0.02690138358282335,0.0
1830_3,83.4,1.6764,R,1.3111,1.4583,54,0.08033201950530126,0.04275166765040235,0.05771335784454807,0.03598189262972119,-4.883526381526149e-18,0.12308374705538964,0.5506863864404175,-8.637295584307489e-18,0.1709017478484932,0.4679784771571553,late_pull,0.09553616832308891,1.0,0.09553616832308891,0.056988885900196205,0.056988885900196205,0.024269312807049383,0.0
1830_4,83.7,1.6764,R,1.3444,1.4861,52,0.07546024247329419,0.038779656999534264,0.0525547280163278,0.03779400693571187,-4.921147689429194e-18,0.12015764550847807,0.5558175736928971,-2.3647533074221788e-17,0.1700603790368221,0.47289800431155604,late_pull,0.09677777534118018,1.0,0.09677777534118018,0.05772952477999295,0.05772952477999295,0.01926874281241998,0.0
1830_5,83.5,1.6764,R,1.2972,1.4472,55,0.081224720671731,0.04151093213959989,0.05893763571791042,0.037425297020667006,-3.793743542987331e-17,0.12573013523019994,0.5458831794395167,5.045764886883486e-18,0.16977006643231643,0.4650826158260131,late_pull,0.09202307656532133,1.0,0.09202307656532133,0.05489326924679154,0.05489326924679154,0.023005109058739773,0.0
1845_1,87.5,1.905,R,0.7806,0.9111,48,0.07070749999337078,0.04128615028960595,0.040798058513858156,0.04037973218183111,2.917073475700337e-17,0.11249602009037359,0.5923323184360502,6.102662353225378e-17,0.14282333812491343,0.4759734463043676,late_pull,0.12062293855810491,0.9578544061302677,0.12024613649895524,0.06331912785202358,0.06312133149551456,0.01583744508414345,0.003123801025359357
1845_2,87.0,1.905,R,0.8556,0.9944,51,0.07549338218744595,0.046947671447361915,0.04029986025695678,0.043256076602485524,-4.75295021558256e-18,0.11172257066451399,0.596390117460134,-2.28175626176519e-17,0.14193617930192048,0.47476592232928133,late_pull,0.1258750426270567,0.9603746397694528,0.12532081626019717,0.06607613786197203,0.06578520538593027,0.018604838735128686,0.004402988513788224
1845_3,87.5,1.905,R,0.9389,1.0778,51,0.07643856102919601,0.04614556805131686,0.0409612595850206,0.045117794434612675,-3.620763540428903e-17,0.11223126054068974,0.5824242368389626,-3.952190499161458e-18,0.14246580164325878,0.4710286062036399,late_pull,0.11582528953161375,0.9798416126709854,0.11542579434564955,0.06080067691948228,0.06059096816044596,0.019127698518111295,0.003449118820075667
2653_1,90.9,1.905,R,1.3306,1.4611,48,0.06878927672314024,0.01940316661193959,0.042900834067856504,0.050149777205929044,-9.026297158534343e-18,0.1629103497256308,0.5839885790426664,3.181795919993375e-17,0.17774815934455493,0.44108890186630484,late_pull,0.1436679446898152,1.0,0.1436679446898152,0.07541624393166152,0.07541624393166152,0.035118414001608755,0.0
2653_2,89.4,1.905,R,1.1889,1.3167,47,0.07029110954943182,0.020086343880447978,0.046443655414176575,0.04878899202664305,-1.0306024384744542e-17,0.16494509840157895,0.5794410837292204,1.0558256980575795e-16,0.17841458044013841,0.442417065659056,late_pull,0.1376844525517672,1.0,0.1376844525517672,0.07227530317678069,0.07227530317678069,0.03555512526884466,0.0
2653_3,89.1,1.905,R,1.125,1.25,46,0.06749983615685169,0.02038548600611983,0.04333539093970531,0.0475678855279381,2.5712249233351697e-17,0.1641653425839873,0.5778870372263788,1.661822707805758e-16,0.17701889152997988,0.4392551872676032,late_pull,0.13922644699732695,1.0,0.13922644699732695,0.07308474907996165,0.07308474907996165,0.03529096521506786,0.0
2653_4,87.8,1.905,R,1.1778,1.3139,50,0.07470002099639483,0.023163410195738296,0.05067405354085684,0.0497563047533091,1.3538758981563341e-18,0.1651613514963244,0.5805411208277221,-3.0646873190443357e-17,0.1773769120222726,0.44099104988813886,late_pull,0.14008369718923694,1.0,0.14008369718923694,0.0735347491807018,0.0735347491807018,0.03842063033831509,0.0
2653_5,87.7,1.905,R,1.1333,1.2611,47,0.06615055643677227,0.0200932522236539,0.04386465871668731,0.04525537589767395,-7.56565464903503e-21,0.16663147692136349,0.579570777299033,1.460849389761979e-16,0.1762294380868618,0.440201127499225,late_pull,0.13969974997778456,1.0,0.13969974997778456,0.07333320208807588,0.07333320208807588,0.03482133278691373,0.0
2655_1,84.8,1.8034,L,1.0722,1.2028,48,0.07266942847771768,0.03960145579427433,0.04683754994530017,0.03897197004737857,1.770563307769742e-17,-0.13879692234031252,0.5721111512187621,6.986369307073262e-17,-0.1786915228369227,0.4524345169924831,late_pull,0.126151004468909,1.0,0.126151004468909,0.069951760268886,0.069951760268886,0.03620640285151803,0.0
2655_2,85.8,1.8034,L,1.0111,1.1333,45,0.06283820766412943,0.029221916679893902,0.03879326661588224,0.03987232615815973,-3.977240918780252e-17,-0.1381601794720853,0.5790175427465399,-2.0720978949886226e-17,-0.1773643237582734,0.44860310872504033,late_pull,0.13617962230216504,1.0,0.13617962230216504,0.07551271060339639,0.07551271060339639,0.030087336296641565,0.0
2655_3,85.1,1.8034,L,1.2056,1.3306,46,0.06439047432354437,0.03181380815502478,0.040200304536980536,0.03896088178442998,2.9968294014491536e-17,-0.13747458343996358,0.5741594564300133,7.236292125186112e-18,-0.17819834972965007,0.45114334823161184,late_pull,0.1295815882642971,1.0,0.1295815882642971,0.07185404694704288,0.07185404694704288,0.0305026535569531,0.0
2655_4,84.8,1.8034,L,1.0556,1.1917,50,0.08001771549484131,0.04252776522274771,0.05040615158160198,0.04531494081321063,1.552008759595971e-17,-0.13751385838183802,0.5697991345666823,-9.623003378845799e-18,-0.17775228823987999,0.44262228991035524,late_pull,0.13339070827527721,1.0,0.13339070827527721,0.07396623504229634,0.07396623504229634,0.039020598617375835,0.0
2655_5,84.9,1.8034,L,1.075,1.1944,44,0.06326373735667228,0.02852401071851021,0.03596831985379113,0.04353115256640583,-1.5254668546085716e-17,-0.13955096137721298,0.5811469987694127,-8.199824360398431e-17,-0.17713363278487243,0.45062903661041864,late_pull,0.13582118993836234,1.0,0.13582118993836234,0.07531395693598888,0.07531395693598888,0.02862482941265328,0.0
2730_1,81.8,1.8796,R,1.0333,1.1639,48,0.07225681749318948,0.03694674980728554,0.04626394116514402,0.04142020160247934,2.4162789651260184e-17,0.15863382959888417,0.5712364949010105,3.728903637135147e-17,0.17634133805245797,0.490676517671132,late_pull,0.08248312425527977,1.0,0.08248312425527977,0.04388333914411565,0.04388333914411565,0.01883482470229086,0.0
2730_2,82.6,1.8796,R,1.1167,1.2694,56,0.09477156081823826,0.05857945868286958,0.06075533108906989,0.04311479449799698,-8.735034793326506e-18,0.15671184075709807,0.5575547945866145,7.89696459674632e-17,0.17480635759063679,0.484858706063833,late_pull,0.07491416972743739,1.0,0.07491416972743739,0.03985644271517205,0.03985644271517205,0.02563125729895251,0.0
2730_3,82.8,1.8796,R,1.1167,1.2472,48,0.07269328064105954,0.035946122304781336,0.05044919724258904,0.038040344887867256,1.746736658998523e-17,0.16081375227467495,0.5669303282409043,1.716188739264643e-17,0.17680064637281726,0.4924984227813872,late_pull,0.07612942488446699,1.0,0.07612942488446699,0.04050299259654554,0.04050299259654554,0.01785353444375532,0.0
2730_5,81.6,1.8796,R,1.0778,1.2139,50,0.07686075076271955,0.04210752056447918,0.05071408286618608,0.03952990663741144,-7.76131102445643e-18,0.15811752386282404,0.565723619488783,-2.1548249373494207e-17,0.17384866778783653,0.4916589806038271,late_pull,0.07571683843339194,1.0,0.07571683843339194,0.04028348501457328,0.04028348501457328,0.01887885333450681,0.0
2734_1,87.9,1.8288,R,1.3806,1.5389,58,0.10127476494431067,0.05378095275530002,0.07473879167528602,0.042169896302644165,7.303830713824822e-17,0.14421709016432194,0.5733398280291853,3.082432082416931e-17,0.16032406930005913,0.4737299101841363,late_pull,0.10090376856181575,1.0,0.10090376856181575,0.05517485157579601,0.05517485157579601,0.052206313848932116,0.0
2734_2,88.1,1.8288,R,1.3639,1.5306,61,0.1101757121281533,0.06070278042976286,0.07920171094280183,0.046700631417300624,-5.117930217684881e-17,0.14674414618881323,0.5667585293220704,-1.5036623680746818e-16,0.1605199831026477,0.46750974591416355,late_pull,0.10020027290694454,1.0,0.10020027290694454,0.05479017547405104,0.05479017547405104,0.05133183179415864,0.0
2734_3,87.8,1.8288,R,1.1806,1.3444,60,0.1154811776210114,0.06377839891000635,0.08099660439013068,0.05203622098577439,-7.884564525563498e-17,0.1510514895547291,0.5688640786719595,1.871787361723153e-18,0.17899723631605136,0.47946947180317506,late_pull,0.09366088030374517,1.0,0.09366088030374517,0.051214392117096004,0.051214392117096004,0.04472860124489764,0.0
2734_4,88.4,1.8288,R,1.4556,1.6111,57,0.09202025143065945,0.04587709187689033,0.06884499562204179,0.040291260740788336,3.02754841995336e-17,0.14034144880343055,0.5824962684410553,-2.4476884483251043e-17,0.1661347987919027,0.48347713092800365,late_pull,0.10286904244764009,0.9646302250803854,0.1023234406060334,0.05624947640400267,0.055951137689213365,0.04758250901006729,0.005303848744236042
2734_5,86.8,1.8288,R,1.3528,1.5194,61,0.10376694430925838,0.05469861954917529,0.07723392767066238,0.04255067763571109,5.1011868450741645e-17,0.15474989473165582,0.570235938082248,-2.0497638297751682e-17,0.1660490578624171,0.46744250756965133,late_pull,0.10367441212271371,0.9669867947178868,0.10341257391634541,0.05668985789737189,0.05654668302512326,0.04713582278980584,0.0025255817805687124
2742_1,87.7,1.905,R,1.225,1.3639,51,0.0818629631804126,0.03578432815739605,0.06497294492235497,0.03463441968790597,5.5251678078377184e-17,0.14719985803391789,0.6319456418829031,-1.3846493648498676e-16,0.1739055693577462,0.567292795165211,late_pull,0.07499640077866059,0.8200143988480926,0.06995130882273072,0.03936818938512367,0.03671984715103975,0.015603128000480788,0.06727112106112419
2742_2,87.6,1.905,R,1.1361,1.2583,45,0.06477538336719627,0.024472867786925083,0.04938573884716019,0.0340290733222494,-3.910042813661676e-17,0.15146405305777672,0.6360616661388352,-1.3982860134787213e-17,0.1742312298724856,0.5669955983401644,late_pull,0.07724300331863729,0.7954173486088385,0.07272184033206806,0.04054750830374661,0.03817419440003573,0.009394464691027553,0.058531683030485594
2742_3,87.4,1.905,R,1.1833,1.3083,46,0.06706411884177582,0.026518973089319185,0.05021899366827327,0.03567061503896063,-1.8512509503773934e-17,0.15129639750317234,0.6393521370125872,1.0370108078398423e-16,0.17389412682928798,0.5692836003735569,mixed,0.07795314752043254,0.7783999999999995,0.07362239603158488,0.04092028741230055,0.038646927050700726,0.007332467356053803,0.05555582585953335
2742_4,87.8,1.905,R,1.0722,1.2139,52,0.08424404587889221,0.03914616378906739,0.0652477624838571,0.03615752504658713,6.892444441649641e-18,0.14737245489083695,0.6267856846956926,4.637550980158098e-17,0.1743450256081565,0.5665121486302753,late_pull,0.07003730892683514,0.8623853211009168,0.06603346667357367,0.036764991562643116,0.0346632370989888,0.01537990079127905,0.05716727719284746
2742_5,87.1,1.905,R,1.0722,1.1778,39,0.0479711737388375,0.010359990904060926,0.03890683357790911,0.026079923299166186,8.063476038500393e-18,0.1589733929603944,0.6327693836072191,-2.652687036232025e-17,0.17538458362581036,0.5710933989518712,mixed,0.06813522148173948,0.7632575757575764,0.06382205153599618,0.03576652046285537,0.03350238925774078,0.004907196310626597,0.06330308835789493
2753_1,79.4,1.8542,L,1.5528,1.7,54,0.07165198521120777,0.04314162594986572,0.036001817512149765,0.044459827158130905,-2.2941188310829238e-17,-0.12250681163083041,0.5842421318289603,-5.263785281806912e-17,-0.1547780697363568,0.48811846065139514,late_pull,0.10180877998365073,0.96195652173913,0.10139622409323822,0.05490711896432463,0.054684620911033446,0.015557583088554684,0.004052262393074232
2753_2,79.9,1.8542,L,1.3139,1.4639,55,0.07403317481972212,0.04432344288168039,0.03434295144325589,0.04834154601549395,-2.4387148095436312e-17,-0.1256531944834097,0.5827949358188645,3.046477510122764e-17,-0.15413085029446194,0.4809562386408,late_pull,0.10692670439589837,0.9260000000000007,0.1057454354732075,0.05766729823961728,0.05703022083551262,0.01725364663431365,0.011047464048991863
2753_3,78.8,1.8542,L,1.5944,1.7472,56,0.08017914888283204,0.046146935224800345,0.03688984888869273,0.05420604517858541,1.296969574584351e-17,-0.12478718815545087,0.5824120407170993,5.750609477681299e-17,-0.1546332857749288,0.4830150845785763,late_pull,0.1068612084939695,0.8913612565445015,0.10378123352858586,0.0576319752421365,0.05597089501056297,0.014270308660128702,0.028822198520779965
2753_4,80.0,1.8542,L,1.4444,1.5917,54,0.07615735899065182,0.04431848677172292,0.03518434881912548,0.05096936979078455,1.1672294858967392e-17,-0.12142736029823945,0.5821445427649403,8.491031955419722e-17,-0.15441873514987184,0.47822650411150763,late_pull,0.11135618781699291,0.8866259334691111,0.10902930602446873,0.060056190172038025,0.058801265248877535,0.014511940703849847,0.020895846365971832
2753_5,79.8,1.8542,L,1.3917,1.5389,54,0.07267557517634585,0.04289638401367192,0.03233455901757887,0.04895013543293827,3.632781881416333e-17,-0.12254574607646694,0.5801938147020891,-1.1351746661172337e-16,-0.1533111744021402,0.47406775760795683,late_pull,0.11334222059717261,0.8865489130434787,0.11049548214478798,0.06112728971910938,0.05959199770509545,0.01289268613630395,0.025116310915613425
2760_1,84.2,1.8542,R,1.2417,1.375,49,0.06864081129890748,0.022726703178306107,0.05003039872506425,0.04113413596793404,-1.881016503149832e-18,0.1476244424891416,0.5084592304007963,-4.284654326757315e-18,0.1727509842107764,0.4124905725640382,late_pull,0.09920345954591406,1.0,0.09920345954591406,0.05350202758381731,0.05350202758381731,0.0318592613613803,0.0
2760_2,84.4,1.8542,R,0.9778,1.1139,50,0.07327099046775198,0.025485610341160262,0.05154726852364649,0.045409259159504396,-1.9122974331447893e-18,0.14576141975039575,0.5104405386647392,-1.0537454352028261e-16,0.17206710026016708,0.4032870665023336,late_pull,0.11033519576065286,1.0,0.11033519576065286,0.05950555266996702,0.05950555266996702,0.03855349092920033,0.0
2760_3,83.5,1.8542,R,1.1722,1.3,47,0.0647061841223031,0.01893245972015545,0.04702339810151502,0.040215075078886935,1.641848381860462e-17,0.14991926747599296,0.5039444396354241,-3.6164468820398867e-17,0.171463087446524,0.40207480913793353,late_pull,0.10412280152117459,1.0,0.10412280152117459,0.0561551081443073,0.0561551081443073,0.034305983919837864,0.0
2760_4,83.8,1.8542,R,1.0667,1.1944,47,0.06607013078848922,0.020290591225433963,0.04722714358077094,0.0415108539942466,3.2803867291411524e-18,0.14751640193470703,0.5080371872808505,1.6488357849253582e-17,0.17119765810773377,0.40664701444671586,late_pull,0.1041190138316158,1.0,0.1041190138316158,0.05615306538216794,0.05615306538216794,0.03503035519896198,0.0
2760_5,84.3,1.8542,R,1.0639,1.1972,49,0.07206394022626506,0.02652501790208363,0.05222892070791642,0.04197350054397445,2.485821235777042e-17,0.14755627466291635,0.5046472513623769,-7.041264809022454e-17,0.17230282323970392,0.4020802713434563,late_pull,0.10551008035569377,1.0,0.10551008035569377,0.05690329002032886,0.05690329002032886,0.03779944372737613,0.0
2761_2,79.2,1.8542,R,1.3,1.4194,44,0.052707734542528875,0.016126760351173042,0.03333779703597194,0.037504988601116306,-1.0601625674775045e-17,0.13808366460591376,0.5449336969476208,6.771689224331232e-18,0.16758178778126237,0.435554803559823,late_pull,0.11335418202567449,0.9773869346733675,0.11328672291847479,0.06113374071064313,0.06109735892485966,0.019024489541825257,0.000595117939137173
2761_3,79.7,1.8542,R,1.3528,1.4861,49,0.06762647004667384,0.02485390988381545,0.04636098589854633,0.04250037177455795,-1.4012523173304203e-17,0.13469128783637443,0.536707641068188,5.525895693783457e-18,0.1683490846419651,0.44271748406880485,late_pull,0.0998348481171536,1.0,0.0998348481171536,0.053842545635397254,0.053842545635397254,0.02219045415678365,0.0
2761_4,79.7,1.8542,R,1.5333,1.6611,47,0.05868405653097492,0.02076717383407356,0.040139802205870025,0.037434466214301264,6.287149168383867e-18,0.13367270196036773,0.5447738165978745,1.1951322504131157e-16,0.16589410802176793,0.433363297273387,late_pull,0.11597638908297514,1.0,0.11597638908297514,0.06254793931775167,0.06254793931775167,0.027976077595054886,0.0
2761_5,79.4,1.8542,R,1.3972,1.5167,44,0.053890668736696894,0.013592562033298719,0.03461709888979191,0.039001319191967004,-1.3516209279724394e-17,0.13986518981974277,0.540169493008155,-1.7716636577417936e-17,0.168014750199644,0.43378823314533477,late_pull,0.11004258357373561,1.0,0.11004258357373561,0.059347742192716865,0.059347742192716865,0.01703002297333091,0.0
