session_pitch,pitch_speed_mph,session_height_m,p_throws,fp_poi_time,BR_time,n_frames,sjm,sjm_x,sjm_y,sjm_z,fp_local_x,fp_local_y,fp_local_z,br_local_x,br_local_y,br_local_z,pattern,peak_disp_m,peak_tau,final_disp_m,max_disp_norm_height,final_disp_norm_height,late_extra_norm_height,recovery_ratio
1623_3,85.3,1.7526,R,1.7,1.8444,53,0.08757699740001779,0.050997510690875686,0.04279068521242328,0.05690291412562315,-1.408079594578875e-17,0.13847280224351044,0.5778267110811248,1.3019297286739827e-17,0.16663660913981423,0.46709312561242516,late_pull,0.11711339867979349,0.8656509695290854,0.11425903452089074,0.06682266271812935,0.06519401718640348,0.029805975640673305,0.024372652412786962
1665_1,87.1,2.032,L,1.2333,1.3722,51,0.07805065964954461,0.03727052720715466,0.05939215256298363,0.03428389545202051,1.1931837999352995e-18,-0.15712997826002262,0.6384838955933069,-3.9347323754378476e-17,-0.1760182535489598,0.5583378340373989,late_pull,0.0823417155900584,1.0,0.0823417155900584,0.04052249782975315,0.04052249782975315,0.021909247268532096,0.0
1665_2,87.3,2.032,L,1.3528,1.4833,48,0.06974767805541311,0.03160443979560674,0.05546464887432344,0.0280993007844579,1.5218181015663603e-17,-0.1567917897535926,0.6435523985394391,8.177741820240465e-17,-0.17601731075166863,0.5571435082774909,late_pull,0.08852184461447281,1.0,0.08852184461447281,0.043563899908697246,0.043563899908697246,0.018118101216368712,0.0
1665_3,87.3,2.032,L,1.2139,1.3528,51,0.0841579305252359,0.043026226031571094,0.06254555538086291,0.03632292176945571,1.687789923623573e-17,-0.1537722063202816,0.6461078362497956,6.150630331053573e-17,-0.17678566965221076,0.5668338376505228,late_pull,0.08254687364429718,1.0,0.08254687364429718,0.04062346143912263,0.04062346143912263,0.021360102793103082,0.0
1668_1,87.9,1.8542,R,1.1111,1.2361,46,0.04562454911661752,0.02354579784497618,0.030177700739067375,0.0248294434903695,-2.1440363681574445e-19,0.13887584768580397,0.5608914011905954,2.270014848673535e-17,0.17036927242232622,0.4892765409400775,mixed,0.07828019243072126,0.9776000000000007,0.07823377793725807,0.042217771777975005,0.04219273969218966,0.007132638774121547,0.000592927687349169
1668_2,87.6,1.8542,R,1.3278,1.4528,46,0.047401275560315245,0.024407796067216034,0.031757871342742765,0.02534912273953342,-5.13412325666788e-18,0.1384710997276291,0.563546687986205,-5.637275842824002e-17,0.16821482187861794,0.49134396678940195,mixed,0.07808919230993809,1.0,0.07808919230993809,0.042114762328733735,0.042114762328733735,0.007741304571199655,0.0
1668_3,87.8,1.8542,R,1.0861,1.2222,50,0.05527458458891413,0.03084510628556483,0.03901605930206713,0.024116513766438395,-1.6439122235633642e-17,0.13993465523307677,0.5594985565350458,-3.5829390390010656e-17,0.169826886779274,0.4850505499706805,late_pull,0.08022500351024764,1.0,0.08022500351024764,0.04326663979627205,0.04326663979627205,0.010550315838332032,0.0
1688_1,93.1,1.9812,R,1.525,1.6667,52,0.08088154616822078,0.04708960491612082,0.05547852243838045,0.0353061916306446,-2.1350722751313767e-17,0.14816616408967084,0.6255231333203854,-4.85026775660812e-17,0.1867158928830434,0.5471376338225034,late_pull,0.08735197834952024,1.0,0.08735197834952024,0.04409043930421978,0.04409043930421978,0.016836512542346378,0.0
1688_2,91.4,1.9812,R,1.4444,1.5722,47,0.06806352318358926,0.03732868212282398,0.04643770591444741,0.032905199414977736,4.344320358577774e-18,0.15301106154641683,0.6223820671777415,-1.8610451349307237e-16,0.184531474029078,0.5465855560593015,late_pull,0.08208926544198637,1.0,0.08208926544198637,0.04143411338682938,0.04143411338682938,0.013696262274596456,0.0
1717_1,72.0,1.9304,L,1.1111,1.2417,48,0.0578469574941763,0.026412207253788077,0.033159167676300505,0.03935905738621,-4.162203480394112e-17,-0.1609351500584426,0.661920691983312,1.0164428990806742e-17,-0.20104573411140653,0.5378291320629681,late_pull,0.13041309058731104,1.0,0.13041309058731104,0.06755754796275956,0.06755754796275956,0.01720392520037486,0.0
1717_3,71.4,1.9304,L,1.1611,1.2861,46,0.04229798983482469,0.025265452259298868,0.020259411601820786,0.027209062970782957,-1.4353706396007873e-17,-0.1425358228395632,0.6399504271484228,-1.2646989863761676e-16,-0.17835965272480397,0.546451095048667,mixed,0.10012727845471031,1.0,0.10012727845471031,0.05186866890525814,0.05186866890525814,0.0058790027169963255,0.0
1718_1,91.2,1.905,L,1.4,1.5222,45,0.06450749138522002,0.023419533211652153,0.04810964051474233,0.036030603637807954,-2.992216319583646e-17,-0.15855087170311363,0.57012093768093,-1.3457910837774704e-16,-0.18524512148635106,0.477010597330402,late_pull,0.09959502750973385,0.8862520458265138,0.0968613362063575,0.0522808543358183,0.050845845777615487,0.01317657125050146,0.02744807016704898
1718_2,90.8,1.905,L,1.475,1.6083,49,0.07476867827936982,0.03242477878093311,0.05432092332067458,0.039852556533312294,3.35811124738602e-17,-0.15209813616571588,0.5711311863091659,1.5224114938312283e-16,-0.18478503374480693,0.4703357750628061,late_pull,0.10764224981907922,0.9167291822955731,0.1059629567427636,0.05650511801526468,0.055623599340033386,0.01917708516912862,0.01560068726859674
1718_3,90.8,1.905,L,1.3639,1.4889,46,0.06450842324286957,0.021625622594514723,0.04903779664173454,0.035902139451635715,-6.333035965498402e-17,-0.15790198684098364,0.5684492128164749,8.968028673573157e-18,-0.1838089616584932,0.47566158990823143,late_pull,0.10072954624611859,0.8664000000000005,0.09633646406816818,0.05287640222893364,0.050570322345495106,0.010653027855580243,0.04361264734794425
1729_1,90.6,2.0066,R,1.9667,2.1139,54,0.07434561733456287,0.03143221787002747,0.041694065937641064,0.052923448132335627,1.636964031306285e-17,0.14397577849317902,0.650663046597302,-4.11894059426196e-18,0.1771981970044083,0.5294924588494031,late_pull,0.13004149901224274,0.8675271739130417,0.12564251042902055,0.06480688677974819,0.06261462694558982,0.020763976991282372,0.033827575171277005
