session_pitch,duration_s,stp_energy_j,mean_power_w,session,session_mass_kg
3035_1,0.06389999999999985,108.69188451999979,1700.9684588419414,3035,92.5344
3035_2,0.06389999999999985,112.34568679999992,1758.1484632237903,3035,92.5344
3035_3,0.07219999999999982,123.93982098999969,1716.6180192520776,3035,92.5344
3035_4,0.06390000000000029,108.63691363000038,1700.10819452269,3035,92.5344
3035_5,0.06950000000000012,116.06497604000029,1669.9996552517998,3035,92.5344
3036_1,0.05270000000000019,63.210703805000215,1199.4440949715367,3036,90.72
3036_2,0.06109999999999971,78.36405869999965,1282.554152209493,3036,90.72
3036_3,0.055600000000000094,67.09416203000018,1206.7295329136703,3036,90.72
3036_4,0.05559999999999987,67.05517286999988,1206.0282890287776,3036,90.72
3037_1,0.1277999999999999,189.68004946499994,1484.1944402582164,3037,94.3488
3037_2,0.11939999999999973,174.88176714999926,1464.6714166666638,3037,94.3488
3037_3,0.13890000000000002,201.674966615,1451.9436041396684,3037,94.3488
3037_4,0.08889999999999998,115.76335749499981,1302.1749999437552,3037,94.3488
3037_5,0.09430000000000005,136.17355066000007,1444.0461363732768,3037,94.3488
3043_1,0.09729999999999994,129.9249950549998,1335.30313520041,3043,107.0496
3043_2,0.1028,131.69462311499993,1281.0761003404662,3043,107.0496
3043_3,0.09170000000000011,123.04815631000021,1341.8555758996733,3043,107.0496
3043_4,0.10560000000000014,136.1417539550002,1289.2211548768942,3043,107.0496
3043_5,0.09450000000000003,111.37630562000007,1178.585244656085,3043,107.0496
3044_1,0.05830000000000002,79.8998388150002,1370.4946623499172,3044,114.7608
3044_2,0.050000000000000266,83.56430034500035,1671.286006899998,3044,114.7608
3044_3,0.04719999999999991,87.60999645999985,1856.1439927966105,3044,114.7608
3044_4,0.07780000000000009,113.05406776999999,1453.1371178663221,3044,114.7608
3044_5,0.07220000000000004,62.52150801999978,865.9488645429327,3044,114.7608
3046_1,0.05830000000000024,59.469933115000096,1020.0674633790712,3046,78.9264
3046_2,0.05830000000000024,53.572418170000375,918.9094025729014,3046,78.9264
3046_3,0.04730000000000012,55.00514197500008,1162.8994075052842,3046,78.9264
3046_4,0.04720000000000013,54.67926996000006,1158.459109322032,3046,78.9264
3053_1,0.06400000000000006,71.15964230499999,1111.8694110156239,3053,93.8952
3053_2,0.06669999999999998,73.90154042999995,1107.969121889055,3053,93.8952
3053_3,0.044399999999999995,39.23165314500008,883.595791554056,3053,93.8952
3053_4,0.06659999999999977,68.62385372499989,1030.388194069071,3053,93.8952
3053_5,0.08889999999999998,92.92834433500002,1045.3132096175482,3053,93.8952
3055_1,0.05279999999999996,57.16281817500003,1082.629132102274,3055,93.4416
3055_2,0.055500000000000105,67.58731362000019,1217.7894345945956,3055,93.4416
3055_3,0.052799999999999736,66.89373573999978,1266.926813257578,3055,93.4416
3055_4,0.05559999999999987,67.28784277499989,1210.2129995503606,3055,93.4416
3055_5,0.050000000000000044,55.63226724500002,1112.6453448999994,3055,93.4416
3065_1,0.03620000000000001,35.656652879999854,984.9904110497195,3065,82.5552
3065_2,0.03610000000000002,31.82851509499989,881.676318421049,3065,82.5552
3065_3,0.0360999999999998,33.813435169999835,936.6602540166211,3065,82.5552
3065_4,0.033299999999999885,27.91060194499995,838.156214564566,3065,82.5552
3065_5,0.030500000000000194,28.993956755000205,950.6215329508203,3065,82.5552
3132_1,0.08340000000000014,95.62458245500004,1146.5777272781759,3132,97.9776
3132_2,0.07499999999999973,91.0093578299999,1213.4581044000029,3132,97.9776
3132_3,0.08889999999999998,107.96752880500011,1214.4828886951648,3132,97.9776
3132_4,0.08619999999999983,108.01831011499979,1253.1126463457076,3132,97.9776
3132_5,0.08339999999999992,98.37564027499991,1179.5640320743405,3132,97.9776
