session_pitch,pitcher,pkh_time,fp_poi_time,pkh_fp_duration,pelvis_angle_z_pkh,pelvis_angle_z_fp,zero_crossing_count,first_zero_crossing_from_fp,stable_zero_crossing_from_fp,stable_zero_crossing_phase_pct,pitch_speed_mph
3232_2,3232,1.6222,2.25,0.6277999999999999,-63.4674,47.9535,1,-0.15412200711181345,-0.15412200711181345,75.45046079773599,83.4
3232_3,3232,1.8417,2.5111,0.6694,-63.9428,50.8454,1,-0.14946372881355918,-0.14946372881355918,77.67198553726334,83.3
3232_4,3232,2.0861,2.7,0.6139000000000001,-61.2057,47.0482,1,-0.16588950212273268,-0.16588950212273268,72.97776476254558,82.9
3232_5,3232,2.1444,2.7639,0.6194999999999999,-63.0078,45.7416,1,-0.13499932659932679,-0.13499932659932679,78.20834114619423,82.8
3233_1,3233,0.7611,1.4583,0.6971999999999999,-25.8365,42.4017,1,-0.09491074260994958,-0.09491074260994958,86.38686996414951,85.7
3233_2,3233,0.725,1.4333,0.7083,-29.825,41.0644,1,-0.0824479574533683,-0.0824479574533683,88.35974058261071,86.5
3233_3,3233,0.7056,1.3972,0.6916,-32.2384,36.2344,1,-0.08972284172661871,-0.08972284172661871,87.02677245132755,85.1
3233_4,3233,0.6139,1.2444,0.6305,-21.7471,37.0458,1,-0.10269444301517883,-0.10269444301517883,83.71222156777498,86.1
3233_5,3233,0.575,1.2444,0.6694,-24.6271,42.0804,1,-0.10006084507042234,-0.10006084507042234,85.05215938595424,85.8
3247_1,3247,0.5639,1.1167,0.5528000000000001,-36.5835,34.6821,1,-0.08184141109732312,-0.08184141109732312,85.19511376676499,83.1
3247_2,3247,0.6694,1.2194,0.55,-38.4131,36.6725,1,-0.0793669327602089,-0.0793669327602089,85.56964858905293,84.7
3247_3,3247,0.6806,1.2306,0.5499999999999999,-41.216,34.3144,1,-0.07092650918635157,-0.07092650918635157,87.10427105702698,82.1
3247_4,3247,0.5,1.0694,0.5693999999999999,-37.8264,38.3282,1,-0.09207099417726972,-0.09207099417726972,83.83017313360209,84.6
3247_5,3247,1.0667,1.5833,0.5166,-37.6886,36.7299,1,-0.09343387782501678,-0.09343387782501678,81.91368992934247,83.3
3248_1,3248,0.8028,1.4639,0.6611,-44.4921,36.2659,1,-0.059289050609530936,-0.059289050609530936,91.0317575844001,89.8
3248_2,3248,1.0167,1.7472,0.7305000000000001,-45.8583,37.8771,1,-0.06210480925181594,-0.06210480925181594,91.49831495526134,90.6
3248_3,3248,0.9361,1.6722,0.7360999999999999,-48.849,38.9303,1,-0.06463687155119557,-0.06463687155119557,91.21900943469697,91.1
3248_4,3248,0.9056,1.6389,0.7333000000000001,-42.1504,36.1522,1,-0.06154801701869017,-0.06154801701869017,91.60670707504566,91.4
3248_5,3248,1.0139,1.7306,0.7166999999999999,-46.3395,38.1095,1,-0.0656807017543859,-0.0656807017543859,90.83567716556637,90.5
3250_1,3250,0.7722,1.3417,0.5694999999999999,-25.696,39.879,1,-0.07582310577644402,-0.07582310577644402,86.6860218127403,90.0
3250_2,3250,0.6194,1.1861,0.5667,-26.0659,43.5376,1,-0.08388367925744489,-0.08388367925744489,85.1978684917161,90.4
3250_3,3250,0.7778,1.3444,0.5666,-24.1204,39.2855,1,-0.07803656210790466,-0.07803656210790466,86.22722165409378,89.5
3250_4,3250,0.6417,1.1667,0.525,-23.5968,12.5659,1,-0.03770238057948316,-0.03770238057948316,92.81859417533654,89.2
3252_1,3252,1.125,1.7639,0.6389,-37.9209,25.3981,1,-0.059720143884891996,-0.059720143884891996,90.65266178042073,80.8
3252_2,3252,0.8583,1.5139,0.6556000000000001,-36.6401,23.5911,1,-0.06013008942661746,-0.06013008942661746,90.82823529185212,80.8
3252_3,3252,0.8944,1.5389,0.6445,-38.0686,26.5457,1,-0.06560382710490753,-0.06560382710490753,89.82097329636811,80.8
3252_4,3252,0.625,1.3,0.675,-36.5529,31.8171,1,-0.06659043828522115,-0.06659043828522115,90.13474988367093,83.3
3252_5,3252,0.8,1.4222,0.6221999999999999,-40.4778,21.8115,1,-0.04779630359320741,-0.04779630359320741,92.31817685740799,81.2
