session_pitch,marker_used,pitch_speed_mph,session_height_m,fp_poi_time,br_time_c3d_end,n_frames,sjm,sjm_x,sjm_y,sjm_z
2865_3,LSHO,85.8,1.8796,1.5583,1.7111,55,0.08480660471384358,0.047109084047841185,0.05984830080112969,0.03729712179888752
2865_4,LSHO,85.1,1.8796,1.7306,1.875,52,0.07287070357467161,0.0350913619474823,0.0530915625211644,0.03549678499807749
2865_5,LSHO,85.1,1.8796,1.4278,1.5861,56,0.08526693679989254,0.046326115185099465,0.061043019877716605,0.0373910589219196
2882_1,LSHO,87.8,1.8542,1.3556,1.475,43,0.04462403442611762,0.014262988117379348,0.030031844629242386,0.02976507897842489
2882_2,LSHO,84.9,1.8542,1.25,1.3833,48,0.056716974855155214,0.022563573753124226,0.038008190044097216,0.035539806777463226
2882_4,LSHO,84.1,1.8542,1.4583,1.5944,49,0.05790983372519727,0.02473667364617027,0.03803244680967321,0.035988592757598054
2882_5,LSHO,83.4,1.8542,1.3611,1.4861,45,0.04665349666106147,0.01882476828260378,0.030641734238058795,0.029719706807001377
2889_1,LSHO,79.5,1.8542,1.65,1.8028,56,0.0635890214252431,0.04140085397040989,0.042141835350679835,0.02352867717524752
2889_2,LSHO,79.8,1.8542,1.4806,1.625,52,0.05421392351927468,0.031249019317743282,0.039117046049682094,0.020796754635762797
2889_3,LSHO,78.4,1.8542,1.4278,1.5861,56,0.07073153155511486,0.04796510759905931,0.04682560675906853,0.022575663019897097
2889_4,LSHO,78.6,1.8542,1.5028,1.6556,55,0.06491328552115375,0.04171579238641709,0.04518141054293358,0.020788637378988263
2889_5,LSHO,79.4,1.8542,1.4444,1.6,57,0.06527200851046824,0.03990807282575376,0.04705334373169757,0.021301729084552985
2891_1,LSHO,87.3,1.8796,1.5222,1.6639,52,0.07076190986889046,0.03197222179393487,0.05340943141213857,0.033652006746767424
2891_2,LSHO,87.2,1.8796,1.475,1.6222,53,0.07738367932295329,0.038664870183982236,0.05945480381766996,0.030957841368801017
2891_3,LSHO,86.9,1.8796,1.35,1.5083,57,0.08651528828444179,0.051418668956991466,0.0620690585434621,0.031439585893577954
2891_4,LSHO,87.9,1.8796,1.5111,1.6611,54,0.08202101939842651,0.04102996730286332,0.06236376418101786,0.03398161743439265
2891_5,LSHO,87.9,1.8796,1.3389,1.4889,54,0.07816397506748216,0.04040784935718183,0.05616745685089899,0.036359723590529
2905_1,RSHO,88.0,1.8796,1.1889,1.3139,45,0.0563169828494506,0.04357851842999063,0.025681117633318495,0.024758745643023577
2905_2,RSHO,87.8,1.8796,0.975,1.1083,48,0.06579426795770459,0.05043631494057606,0.03302492945893967,0.02635180953060557
2905_3,RSHO,88.4,1.8796,0.8361,0.9639,47,0.06345394995426376,0.050681764127022785,0.029991382841146438,0.023627939077431673
2905_4,RSHO,88.3,1.8796,1.0694,1.2028,49,0.06579406227486431,0.050035292697995566,0.035664708570281374,0.023523534552688553
2905_5,RSHO,87.6,1.8796,0.8389,0.9694,46,0.06153205975053141,0.04802062890908824,0.029897849372801193,0.024214296999910956
2907_1,LSHO,78.8,1.8542,1.0056,1.1444,49,0.06855939423215111,0.02347540927533116,0.05180441982087989,0.03828312662070901
2907_2,LSHO,79.1,1.8542,1.0194,1.1472,46,0.06303173142827537,0.017376085818869826,0.04896075355727417,0.03569195174777326
2907_3,LSHO,79.6,1.8542,1.0417,1.1722,46,0.058502090799057556,0.0171394875524481,0.045654479620272026,0.03231719487985952
2907_4,LSHO,78.8,1.8542,1.1306,1.2583,45,0.06241171199949292,0.015497068496201282,0.04776131556052854,0.03706641874607403
2907_5,LSHO,79.4,1.8542,1.0306,1.1611,46,0.06096639396007338,0.017111020237360008,0.04591203026916526,0.036279466031004126
2916_1,LSHO,93.5,1.8542,0.8278,0.975,53,0.07262313272553345,0.025312916193725582,0.06078621531822087,0.03063350629501565
2916_2,LSHO,93.0,1.8542,0.8111,0.95,51,0.0704650923409503,0.023480517216207607,0.06047760399818918,0.027503708195736873
2916_3,LSHO,94.2,1.8542,0.9694,1.1083,50,0.07020924306713487,0.02280587518027848,0.06123517391055785,0.025680407813454195
2916_4,LSHO,94.4,1.8542,0.85,0.9861,49,0.07143076811961914,0.020937690176676276,0.06062890303108391,0.03143411970251014
2916_5,LSHO,94.0,1.8542,0.975,1.1167,52,0.07618571543090717,0.02545830982578705,0.06494139249483832,0.030639080230397894
2918_1,LSHO,89.1,1.8796,1.0972,1.2333,49,0.07792601805823532,0.03041299692185561,0.06305338806111141,0.034231333054067746
2918_2,LSHO,90.4,1.8796,0.9806,1.1139,48,0.07375397634702387,0.025399281770836633,0.06160128244817652,0.03161973297267043
2918_3,LSHO,89.8,1.8796,1.0139,1.1528,50,0.07706300693735252,0.02900812136222582,0.06495224054413011,0.02963852866723112
2918_4,LSHO,90.3,1.8796,1.1528,1.2917,50,0.07589497215807287,0.027146994368724385,0.06384168620375458,0.030778671158457
2918_5,LSHO,89.3,1.8796,1.0528,1.1889,49,0.07367220445898374,0.027213269592380424,0.06067799459594123,0.031705088546693135
2919_1,LSHO,82.5,1.905,1.6167,1.7583,50,0.060873171620866744,0.024434699429357123,0.044337870891013216,0.03380298347531346
2919_2,LSHO,82.6,1.905,1.5667,1.7222,55,0.06984686754621179,0.034498800617515826,0.049888040012775296,0.034635258417610726
2919_3,LSHO,84.0,1.905,1.9472,2.0972,54,0.06917556023450286,0.03504743706953509,0.048457191387334196,0.0347683173516576
2919_4,LSHO,82.6,1.905,1.6278,1.7778,54,0.06689327452168736,0.032263053337308834,0.045727569102255367,0.036644167197335174
2919_5,LSHO,82.6,1.905,1.5361,1.6861,54,0.07048072074958626,0.03511670826653888,0.05079006029163676,0.033981150267109295
2923_1,LSHO,78.9,1.778,1.1806,1.3111,46,0.060000131833111356,0.024891532331133732,0.04399530363703037,0.032323995670157625
2923_2,LSHO,76.4,1.778,1.4556,1.5861,46,0.05354236236617958,0.020189151350820722,0.03860410613741861,0.031127250518088758
2923_3,LSHO,76.9,1.778,1.3278,1.45,44,0.05189100408186383,0.0174653505234268,0.036862635930291404,0.03207466146335194
2923_4,LSHO,76.3,1.778,1.4778,1.6056,46,0.05111520156172933,0.01981839615420504,0.03870523332567269,0.02686819528320508
2923_5,LSHO,76.3,1.778,1.3139,1.4389,45,0.051642318441740456,0.016931723731317693,0.038930622204818306,0.029404973053382782
2926_1,RSHO,83.4,1.7018,1.1944,1.3306,50,0.08102358313054812,0.04133969916100874,0.0504303384023396,0.0480898249655335
2926_2,RSHO,84.1,1.7018,1.1472,1.2806,49,0.08384191961029187,0.04321717374085583,0.05265798630838825,0.048876168586918955
2926_4,RSHO,83.4,1.7018,1.0167,1.1639,53,0.09725831772738365,0.053288538582420365,0.055750683628359526,0.05925684178119157
2926_5,RSHO,82.9,1.7018,0.9917,1.1444,54,0.10175329975675815,0.05974933968403919,0.06662623341046947,0.04842205530792366
2927_1,LSHO,86.8,1.8796,1.175,1.3167,52,0.07798407410018464,0.029986439857784455,0.05715398349747313,0.043769297553069464
2927_2,LSHO,87.8,1.8796,0.9694,1.1167,54,0.08340384150357635,0.03310637999920185,0.059898564503371804,0.04766896633384807
2927_3,LSHO,87.1,1.8796,1.1306,1.2556,45,0.05569397585396076,0.014183769228889727,0.03950446796954647,0.036606510996354764
2927_4,LSHO,86.8,1.8796,1.2611,1.3917,48,0.06489659348563095,0.018549157908690297,0.0492240861075982,0.03800639332782666
2927_5,LSHO,86.9,1.8796,1.0111,1.1361,45,0.06454687849625516,0.019201926242957884,0.04317693212137204,0.0439697405582153
2935_1,LSHO,92.1,1.9812,1.45,1.5667,43,0.06342855620694343,0.03496755475282467,0.04597969893815959,0.026197693460718943
2935_2,LSHO,93.1,1.9812,1.2972,1.4056,40,0.058968297064296876,0.02967779786645699,0.04239822265012358,0.028264449199859397
2935_3,LSHO,92.8,1.9812,1.2722,1.3861,41,0.06365029535048973,0.032847004165154646,0.04619978637334364,0.028948474133126588
2935_4,LSHO,92.6,1.9812,1.4194,1.5444,45,0.07441426703403997,0.044264958630678315,0.05292716035080269,0.027871352188908308
2935_5,LSHO,92.1,1.9812,1.4694,1.5778,40,0.05810679940445162,0.03232110927603928,0.03972869601791423,0.027447709283502555
2965_1,LSHO,85.7,1.8542,1.4444,1.5694,45,0.0585903893580672,0.03264698809095557,0.03592794947510388,0.032805340117628756
2965_2,LSHO,86.6,1.8542,1.6361,1.7667,48,0.06321486337911557,0.03504265800379523,0.03929983406783,0.03498076777759918
2965_3,LSHO,86.4,1.8542,1.5806,1.7194,49,0.06959063844906584,0.0389361673697384,0.04293216061658772,0.03851832570473219
2965_4,LSHO,85.4,1.8542,1.3694,1.5083,50,0.07488750085326364,0.044637122035793106,0.0446156864058291,0.04031259910928582
2965_5,LSHO,86.7,1.8542,1.2028,1.3389,49,0.07522966366492805,0.038648229738852354,0.050280438630701293,0.040468433677316513
2969_1,LSHO,90.4,1.905,1.7306,1.8833,54,0.067865422266259,0.04028204381725041,0.047336470764958574,0.02724575234419086
2969_2,LSHO,89.8,1.905,1.4694,1.6194,54,0.07446539513180186,0.04069746572895034,0.054909437179092385,0.02955951731763562
2969_3,LSHO,88.6,1.905,1.3833,1.5389,57,0.08032194097730726,0.04733724082074093,0.0572545068637082,0.030540485877516732
2979_1,LSHO,85.2,2.0066,1.4889,1.6361,52,0.06661745668368677,0.029113138543002657,0.04067198989121853,0.04400113563838363
2979_2,LSHO,84.9,2.0066,1.475,1.6222,53,0.07096290719412988,0.03267823653843896,0.043470345518601974,0.04558723631318184
2979_3,LSHO,82.6,2.0066,1.5389,1.6917,55,0.07088453414928925,0.0361673024347671,0.040953232880813664,0.04515945230805711
2979_4,LSHO,83.3,2.0066,1.2389,1.3917,55,0.07502192949874209,0.036735622517708164,0.04895886552876189,0.04337987356006574
2979_5,LSHO,83.6,2.0066,1.2667,1.4167,54,0.06825860694316191,0.03503989615823241,0.04323157616079822,0.03952814088335627
2981_1,LSHO,82.5,1.8542,1.7278,1.8694,50,0.06926544124172684,0.04045456297648608,0.043303939198090335,0.03585942741763637
2981_2,LSHO,82.5,1.8542,1.2833,1.4194,49,0.06914966042669621,0.04096381661898518,0.04497855446610795,0.032872038319412274
2981_3,LSHO,82.5,1.8542,1.3528,1.4833,46,0.05650899018698639,0.03110169350136695,0.03634470424840568,0.030083435747864224
2981_4,LSHO,83.8,1.8542,1.2083,1.3444,49,0.06962565661395353,0.03911199604530637,0.044293440621712254,0.03682492283993223
2989_1,RSHO,80.5,1.8034,1.1444,1.2833,50,0.07032517615385986,0.029140585318283514,0.04609439497647728,0.044404543012306334
2989_2,RSHO,80.9,1.8034,1.125,1.2611,49,0.06480383121344005,0.02658869012462691,0.04408297433035202,0.039360760556499896
2989_3,RSHO,80.8,1.8034,1.0778,1.225,53,0.07715626919298818,0.03735644096381463,0.04920440802187593,0.046222423405903754
2989_4,RSHO,81.4,1.8034,1.15,1.2861,49,0.06908880499856528,0.030238787035489774,0.04432809298365517,0.04351894882903876
2989_5,RSHO,81.2,1.8034,1.0278,1.1694,50,0.06887589726475479,0.03140472760488826,0.04116580823682468,0.04542035381078402
2990_2,RSHO,81.8,1.8542,1.1222,1.2583,49,0.08792688196486481,0.044585365585943844,0.05257797796075076,0.05457873194926581
2990_3,RSHO,81.6,1.8542,1.0306,1.1556,45,0.06956742150852788,0.030822039105815956,0.0425972221209308,0.04555331720396245
2990_4,RSHO,81.4,1.8542,0.9889,1.1583,60,0.1150377906718275,0.0722328143205728,0.06513819718133025,0.06142580146771382
2990_5,RSHO,81.4,1.8542,0.9722,1.125,56,0.09967071440920171,0.06072631346270994,0.054218514770310276,0.05750581553348312
2993_1,LSHO,91.3,1.8542,1.475,1.6028,47,0.062685376568801,0.023933233316727365,0.04020740470688508,0.041713563565298914
2993_2,LSHO,90.9,1.8542,1.5778,1.7278,54,0.08840335531686784,0.04106355164709567,0.05486078806321462,0.05585008406877954
2993_3,LSHO,91.6,1.8542,1.4972,1.6444,53,0.07921332248045883,0.040244536557357706,0.048313735519629045,0.0481758310339946
2993_4,LSHO,90.6,1.8542,1.5167,1.6667,54,0.07926390330423007,0.03875596804795331,0.04958913128672363,0.048183600591035575
2996_1,LSHO,88.9,1.9304,1.25,1.3861,49,0.07907006987613369,0.030229184451284884,0.05492017064805165,0.048187625108690964
2996_2,LSHO,89.4,1.9304,1.2333,1.3611,46,0.07186212642812306,0.0241251525419563,0.04834027026197715,0.047385235048460934
2996_3,LSHO,88.7,1.9304,1.2417,1.3667,45,0.0680906556288174,0.01862141946650704,0.048033859522561874,0.04452334736271957
2996_4,LSHO,86.3,1.9304,1.1806,1.325,52,0.08372132738471415,0.03356101027398742,0.06017860160525918,0.0475547595649825
2999_1,LSHO,84.1,1.9304,1.2639,1.4194,55,0.06666441783022357,0.04828374159413864,0.03573857075393833,0.028906391382855497
2999_2,LSHO,84.3,1.9304,1.3639,1.525,58,0.07020992268440399,0.049092838767161064,0.038458385276719506,0.03225335683365249
2999_3,LSHO,84.4,1.9304,1.1694,1.3389,62,0.07957607700313327,0.05993619716244187,0.0399700721993909,0.0337993732085222
2999_4,LSHO,83.4,1.9304,1.25,1.4194,61,0.08226352620138344,0.059839084043350026,0.0454889149106412,0.0334264922507737
2999_5,LSHO,83.8,1.9304,1.1917,1.3694,63,0.08786264645033856,0.06493743956323893,0.04576277708532334,0.037533209530586184
3034_1,LSHO,80.9,1.8542,1.4333,1.6,61,0.08872496568119015,0.050511326373216654,0.058716783276219285,0.04327891871154193
3034_2,LSHO,81.4,1.8542,1.3972,1.5583,58,0.08435362943952185,0.04826525353603434,0.05241681474374106,0.04514950312952316
3034_3,LSHO,80.3,1.8542,1.3056,1.4583,54,0.07741066858019961,0.038591527320311805,0.053302082549309626,0.04076755603449528
3034_4,LSHO,79.8,1.8542,1.2972,1.4528,57,0.08491750782235495,0.04195881970100075,0.05561179794996003,0.048556858556041756
3034_5,LSHO,79.9,1.8542,1.2417,1.4139,62,0.0893335730453824,0.05083949584878615,0.05882816252692254,0.043989546810599404
3035_1,LSHO,86.9,1.7526,1.3694,1.5056,50,0.07315514010151068,0.03733522289231245,0.019579224403352465,0.05978636656141743
3035_2,LSHO,86.1,1.7526,1.4194,1.5611,51,0.08390687144424137,0.044772938006842115,0.023988037703720932,0.06678563576788638
3035_3,LSHO,85.2,1.7526,1.2944,1.4333,50,0.07715332082647898,0.040041755912138384,0.02108443568721,0.06248791298945926
3035_4,LSHO,86.7,1.7526,1.3889,1.5222,47,0.06949944982127075,0.03346885953498852,0.018933400675104517,0.05789244601640608
3035_5,LSHO,85.3,1.7526,1.4139,1.5444,46,0.0675257440177412,0.03261804479784092,0.017912301284532514,0.05634659458572177
3036_1,RSHO,86.1,1.8542,1.1861,1.3278,52,0.05685463052467857,0.027627713136333224,0.031807986283390745,0.0381760459915615
3036_2,RSHO,86.4,1.8542,1.1556,1.2972,50,0.06061191274639966,0.020678247193990425,0.03437083041919415,0.04544073146480359
3036_3,RSHO,87.2,1.8542,1.1806,1.3028,44,0.04817622748200824,0.013061718470822738,0.02411053610912506,0.03961088806777438
3036_4,RSHO,87.6,1.8542,1.0917,1.2444,54,0.0763064150303159,0.03284641577579502,0.0398013036470111,0.056210658895451925
3037_1,LSHO,89.5,1.8796,1.6,1.7333,48,0.06126058413406159,0.023871568204122087,0.04353909793866138,0.03587972060384582
3037_2,LSHO,88.7,1.8796,2.4639,2.5917,46,0.056776014572658795,0.01896222968572223,0.039847651327700725,0.03572274289254214
3037_3,LSHO,88.9,1.8796,1.375,1.5167,52,0.07143901525928327,0.03154400775309808,0.049229143281649304,0.0410487506246346
3037_4,LSHO,88.8,1.8796,1.6861,1.8028,43,0.045073534180425236,0.011756259970622867,0.028663103009204466,0.0327389731192172
3037_5,LSHO,88.6,1.8796,1.6917,1.8139,44,0.05080771513683218,0.0140658348698155,0.034469251766291405,0.03457523520545574
3043_1,LSHO,87.9,1.8288,1.3611,1.5139,56,0.09353787723647426,0.04298907275625706,0.06472996305854521,0.05207020245689791
3043_2,LSHO,86.9,1.8288,1.5333,1.6889,57,0.095554372047017,0.04546053223174806,0.06572084577698713,0.05239034698170465
3043_3,LSHO,87.0,1.8288,1.3806,1.5278,53,0.08642233935488318,0.0367715356535046,0.057806318370954596,0.052679260261031265
3043_4,LSHO,87.5,1.8288,1.3639,1.5083,51,0.08443053799726677,0.035053453079827046,0.05942175350862374,0.04867059054140018
3043_5,LSHO,86.9,1.8288,1.3472,1.4861,50,0.08200869660143163,0.03236408922137779,0.055688265030889285,0.05076228112472682
3044_1,LSHO,87.1,1.8796,1.4667,1.625,57,0.0737305805619388,0.03522719161720649,0.05500974724635114,0.03419314534607379
3044_2,LSHO,87.3,1.8796,1.5389,1.7,58,0.07662554432314807,0.03629196854728164,0.057660805658707306,0.035065632071454744
3044_3,LSHO,87.8,1.8796,1.4778,1.625,53,0.06823123109442608,0.028622537210451496,0.05182018602943993,0.03392520567618618
3044_4,LSHO,87.8,1.8796,1.7972,1.9639,61,0.08355352671181332,0.047633727622216356,0.06177654885733324,0.029931218319201845
3044_5,LSHO,87.8,1.8796,1.9139,2.0861,61,0.0901038510394154,0.05263214235910895,0.0670153098353098,0.029283268439521594
3046_1,LSHO,82.1,1.7526,1.2278,1.3833,55,0.08438289349938997,0.04949939682952937,0.04035709936777354,0.055150584398189456
3046_2,LSHO,81.9,1.7526,1.3472,1.5083,58,0.09232194324780864,0.05546973548873467,0.043224071311271886,0.059817466589111676
3046_3,LSHO,81.7,1.7526,1.4056,1.5556,54,0.07797399416225077,0.040901978186684874,0.03931496448271657,0.053491172297430604
3046_4,LSHO,82.3,1.7526,1.425,1.5611,49,0.06866147247850769,0.03214256824360225,0.03406097472419728,0.05021058763308626
3053_1,RSHO,81.4,1.8542,1.2222,1.3667,53,0.06268529999229408,0.036776125793357844,0.03616582132690821,0.03562298098847393
3053_2,RSHO,81.4,1.8542,1.1,1.2417,52,0.060691326591134034,0.03347490352112208,0.037038555071416956,0.03451106193476049
3053_3,RSHO,81.6,1.8542,1.1028,1.2222,42,0.042643446340206635,0.019873266684980323,0.02499088189782547,0.02826610353420989
3053_4,RSHO,81.3,1.8542,1.1806,1.325,52,0.05466739575943621,0.02931464547040977,0.03570328538348199,0.029230996098125843
3053_5,RSHO,80.9,1.8542,1.2917,1.4528,58,0.07153455814444659,0.044112616680189,0.04361233738412364,0.03562631171537818
3055_1,LSHO,78.8,1.905,1.4917,1.6417,54,0.056813111704939266,0.026454179362249506,0.04086619225583198,0.02928925376955201
3055_2,LSHO,78.5,1.905,1.5056,1.6472,50,0.054764576940837216,0.02290056216499106,0.03866591573402674,0.031299682114766
3055_3,LSHO,80.5,1.905,1.4528,1.5917,50,0.051637908350593835,0.021502894660217958,0.03677087485725284,0.029189070939105784
3055_4,LSHO,79.3,1.905,1.3528,1.5167,59,0.07216776760970064,0.03983402783173375,0.04849222842927054,0.03563622721938819
3055_5,LSHO,78.3,1.905,1.6,1.7417,52,0.05041817201679929,0.022278207272547798,0.03655435907107378,0.026635547359496258
3065_1,LSHO,89.2,1.8288,1.3028,1.4333,46,0.052173480930721286,0.021204128639911043,0.03842016228419436,0.028219641583595825
3065_2,LSHO,89.4,1.8288,1.1417,1.2694,45,0.04710607800355355,0.018735046727853578,0.03291051547092931,0.028015684543122206
3065_3,LSHO,88.9,1.8288,1.1139,1.2417,46,0.04801178238414136,0.01978711636092444,0.033637538087740115,0.027966360242570303
3065_4,LSHO,89.3,1.8288,1.0722,1.1944,44,0.04765661560225273,0.019825760034177832,0.03263859028547033,0.028509904838586838
3065_5,LSHO,89.1,1.8288,1.1611,1.2889,47,0.05208567352560874,0.0201257040337042,0.03534585246631207,0.03253527527459607
3132_1,RSHO,92.4,1.8288,1.3194,1.4528,49,0.06755497160922896,0.03159543142755506,0.04175908678027593,0.042679990315225964
3132_2,RSHO,92.2,1.8288,1.9,2.0361,49,0.07057900425120434,0.03514571546987318,0.043356843745433506,0.04320137296008428
3132_3,RSHO,92.1,1.8288,1.3528,1.4889,49,0.06881516278009266,0.03481502089668456,0.041290112961559954,0.042644665786422634
3132_4,RSHO,91.8,1.8288,1.3944,1.5306,50,0.07329993326735237,0.038385158925257123,0.04407018140560467,0.04424114490107781
3132_5,RSHO,91.9,1.8288,1.2333,1.3667,49,0.06949759767563501,0.03699646934784413,0.039805766802256407,0.043320644821641816
3140_1,LSHO,84.9,1.7526,1.0028,1.1306,46,0.05771997629854576,0.02350297465580025,0.030950793185256825,0.042676155490354965
3140_2,LSHO,84.5,1.7526,0.9528,1.0972,51,0.07677021658848153,0.03596580335953931,0.041309185127565325,0.053792921168512975
3140_3,LSHO,85.8,1.7526,0.9361,1.05,42,0.04894952544671258,0.017329397482742936,0.02309263959549529,0.03952819273450315
3140_4,LSHO,84.3,1.7526,0.9694,1.0889,44,0.050932984666637135,0.016068047614217464,0.027134534093120315,0.03999629773452069
3140_5,LSHO,84.4,1.7526,0.9667,1.0944,45,0.05996230577079967,0.02022628963900765,0.03168433270556021,0.046717003133690135
3172_1,LSHO,78.3,1.8288,1.8417,1.9694,45,0.06667122908347102,0.020448241414555642,0.028798616312140746,0.056546988505656266
3172_2,LSHO,79.2,1.8288,1.5667,1.7056,50,0.07869445885639566,0.029632809440448302,0.03280367952148671,0.06510478530199311
3172_3,LSHO,78.2,1.8288,1.3722,1.5028,48,0.07138697470701694,0.02425324484338655,0.029335504874703367,0.06039295013603222
3172_4,LSHO,78.8,1.8288,1.8361,1.9722,49,0.07782724151463284,0.029984576891635212,0.03377968124238828,0.06337931685943961
3172_5,LSHO,77.4,1.8288,1.6056,1.7417,49,0.07606461854017048,0.02883985126656025,0.03428348742124457,0.061471388977488495
3222_1,LSHO,77.8,1.7018,1.1194,1.25,48,0.06644560730158355,0.0343144609100098,0.0423868709716436,0.03795905256147603
3222_2,LSHO,77.1,1.7018,1.0861,1.2083,44,0.058900451021559386,0.028159416769603218,0.035448015531885195,0.03767955111980679
3222_3,LSHO,77.9,1.7018,1.0,1.125,46,0.05641993471251241,0.025848527797811695,0.036690636194878085,0.03418859253120872
3222_4,LSHO,77.2,1.7018,0.9917,1.1111,42,0.0467954771796916,0.01963447187396749,0.031618155145054914,0.028365409637949073
3222_5,LSHO,78.1,1.7018,1.0056,1.1444,49,0.06620128769512008,0.032723232913384116,0.04455179306971042,0.03642716368950751
3228_1,LSHO,90.6,1.8542,1.4028,1.575,62,0.10366605826536346,0.05544334244872674,0.06511117917375886,0.05859370069379142
3228_2,LSHO,91.1,1.8542,1.3028,1.4583,55,0.0874576571616648,0.041071696135433204,0.05687747343810723,0.05221982945264514
3228_3,LSHO,92.0,1.8542,1.45,1.6,55,0.08880547446311403,0.04089823185128905,0.05786316586092247,0.053531308246748274
3228_4,LSHO,90.6,1.8542,1.6028,1.7389,49,0.06972990757209906,0.020964776850240573,0.04752274970208206,0.0465223215498362
3228_5,LSHO,90.8,1.8542,1.725,1.8944,61,0.10602949990042312,0.0583876491233809,0.06672782992846821,0.058142359704575174
3232_1,LSHO,82.8,1.8034,2.0694,2.1944,45,0.07167488834685777,0.030443186749078314,0.03626478589427478,0.05380861737805276
3232_2,LSHO,83.4,1.8034,2.25,2.3639,42,0.06259080485636731,0.023871400353232427,0.02980240774868017,0.04959416891253402
3232_3,LSHO,83.3,1.8034,2.5111,2.625,42,0.05990823529474078,0.02237304784886211,0.026683133625486143,0.048748884766802635
3232_4,LSHO,82.9,1.8034,2.7,2.8194,43,0.06626416899010297,0.026553495153233755,0.03185740389995884,0.05168131000517501
3232_5,LSHO,82.8,1.8034,2.7639,2.8806,42,0.0584666551496975,0.020005787086437948,0.025944527427915604,0.04842519740783611
3233_1,LSHO,85.7,1.905,1.4583,1.6028,53,0.05822181358722406,0.026389002221768106,0.03709950582315086,0.03629086395779221
3233_2,LSHO,86.5,1.905,1.4333,1.575,52,0.058196643646787664,0.025561458741459726,0.03560852809049229,0.038281769629792003
3233_3,LSHO,85.1,1.905,1.3972,1.5528,57,0.07255576721438384,0.03665751852453116,0.04333746669018635,0.04519324808606368
3233_4,LSHO,86.1,1.905,1.2444,1.3972,55,0.07358231485918847,0.036505732899380965,0.045596169670217464,0.0447512886621217
3233_5,LSHO,85.8,1.905,1.2444,1.3889,53,0.06623637063351934,0.030274615984074292,0.0414553737843487,0.04185876737456215
3247_1,LSHO,83.1,1.778,1.1167,1.2611,51,0.06213784866036255,0.022157748016289114,0.05023455050562054,0.029097016590760888
3247_2,LSHO,84.7,1.778,1.2194,1.3583,50,0.06264383091389703,0.020305368763655973,0.05250527433591866,0.027479769246680108
3247_3,LSHO,82.1,1.778,1.2306,1.3694,49,0.05970127979571061,0.016409080351063976,0.05156202148642776,0.025225836586944207
3247_4,LSHO,84.6,1.778,1.0694,1.2083,50,0.059014001894940236,0.019791158460026378,0.04834821293081524,0.027448365577255877
3247_5,LSHO,83.3,1.778,1.5833,1.725,52,0.061983816970413,0.023409023150686735,0.04965276902608218,0.028785651449894388
3248_1,LSHO,89.8,1.8288,1.4639,1.6,49,0.08021182569414571,0.03574936814009565,0.04974580566947349,0.05178102429526583
3248_2,LSHO,90.6,1.8288,1.7472,1.875,47,0.07593634613675082,0.03085346009755572,0.047554806905092034,0.050526557421106566
3248_3,LSHO,91.1,1.8288,1.6722,1.8,47,0.0737483032921644,0.030696015620910285,0.047395545002373224,0.047436580582941604
3248_4,LSHO,91.4,1.8288,1.6389,1.7694,46,0.07347349998032301,0.03043335171178354,0.047199338275794485,0.04737498041448175
3248_5,LSHO,90.5,1.8288,1.7306,1.8611,46,0.07541017171464297,0.032553010271214565,0.046184524493119564,0.04993981595539352
3250_1,LSHO,90.0,1.8796,1.3417,1.4917,54,0.0869821534821591,0.048618794931225374,0.05417693074869273,0.04761268715878875
3250_2,LSHO,90.4,1.8796,1.1861,1.3278,52,0.08064870849332163,0.04012373487703329,0.05095073695567123,0.04794082273837517
3250_3,LSHO,89.5,1.8796,1.3444,1.4944,54,0.08942108414667975,0.05209231986836347,0.05504259061005668,0.047464025531273525
3250_4,LSHO,89.2,1.8796,1.1667,1.3694,72,0.13461165982154616,0.10062873140767649,0.06884239798030063,0.05705156979010547
3252_1,LSHO,80.8,1.8796,1.7639,1.9167,55,0.09432672148189228,0.03804714030150075,0.08405319632158248,0.019621561826875723
3252_2,LSHO,80.8,1.8796,1.5139,1.6722,56,0.1052062404066642,0.045541700483094597,0.09256639754732571,0.020634160577144345
3252_3,LSHO,80.8,1.8796,1.5389,1.6889,54,0.09396288656914406,0.03731246728959661,0.08332816655084868,0.02220856808627331
3252_4,LSHO,83.3,1.8796,1.3,1.4444,52,0.09371628451175348,0.03437991918529166,0.08346438774719442,0.025188471916468412
3252_5,LSHO,81.2,1.8796,1.4222,1.5778,57,0.10824447421032422,0.04809887303483844,0.09452830166586017,0.021627870769360902
