session,session_mass_kg,pitch_n,fp_mer_duration_s,fp_mer_positive_mean_power_w,rotation_hip_shoulder_separation_fp,max_rotation_hip_shoulder_separation,max_torso_rotational_velo,duration_z,power_z,joint_high_score,mass_z,torso_velo_z,rotation_hip_shoulder_separation_fp_z,max_rotation_hip_shoulder_separation_z,above_both_means
2742,99.792,5,0.09001999999999992,4076.3341475396905,31.91348,37.15474,1061.32248,-1.0715462799787288,1.8692319849348467,-1.0715462799787288,0.8958887840453977,0.09847594241569717,0.32431895358779284,0.7677143466436651,False
2753,84.3696,5,0.11279999999999994,2336.5016962706277,22.78546,23.91208,887.3994399999999,0.27698580702452086,-1.1321886443800848,-1.1321886443800848,-0.630174274949769,-1.9475296953177283,-1.0452024999753744,-1.2698760088855519,False
2760,82.5552,5,0.10164,2925.5401123007987,20.72614,21.40118,1054.60008,-0.3836646798480069,-0.1160263972381991,-0.3836646798480069,-0.8097111054197893,0.01939459529170837,-1.3541723444489513,-1.6562172442339116,False
2761,88.9056,4,0.09027499999999992,2883.236037475792,17.18165,19.902825,918.921725,-1.056450771542125,-0.18900602397825808,-1.056450771542125,-0.18133219877471973,-1.5767060665205317,-1.885969502752736,-1.8867625951799438,False
2806,82.1016,5,0.09889999999999996,2295.3228511013845,18.3364,22.607059999999997,1002.7330400000001,-0.5458673979511213,-1.2032271143730888,-1.2032271143730888,-0.8545953130372936,-0.5907618063704563,-1.712716716441787,-1.4706737463320123,False
2811,85.2768,5,0.1811199999999999,1380.6497977967956,35.15368,44.69394,1072.00344,4.321398106588255,-2.7811483499865455,-2.7811483499865455,-0.5404058597147603,0.22412522025953555,0.8104619959820225,1.9277381793484147,False
2812,76.2048,5,0.12168000000000001,2119.085147951188,36.175779999999996,39.00412,1053.45994,0.8026646890521301,-1.50725838905833,-1.50725838905833,-1.4380900120648574,0.005982152249053799,0.9638126544695046,1.0522703838528535,False
2815,97.0704,5,0.11668000000000003,3528.5529410489407,23.06698,27.06686,972.6341400000001,0.5066743275501014,0.9242433957674766,0.5066743275501014,0.6265835383403687,-0.944840938666985,-1.002964678453609,-0.7844637652867233,True
2818,96.1632,5,0.09336000000000004,3551.0034027069923,25.69872,32.30968,951.2899199999999,-0.8738247184953657,0.9629731474219935,-0.8738247184953657,0.5368151231053586,-1.195931274099386,-0.6081118636919925,0.022226089151561372,False
2833,83.916,5,0.12553999999999993,2642.9635311351194,34.67138,35.48346,1134.52754,1.0311692481316923,-0.6035050504000675,-0.6035050504000675,-0.6750584825672747,0.959649743601633,0.738100169753167,0.5105617799094243,False
2840,84.8232,4,0.09444999999999992,2788.010535375766,21.2252,22.309275,1078.4358,-0.8092988196879302,-0.35328148983211916,-0.8092988196879302,-0.5852900673322646,0.29979457852242586,-1.2792959335060268,-1.5164926259242741,False
2843,83.4624,5,0.09387999999999992,3090.0802029636097,37.537639999999996,41.966840000000005,1007.9719000000001,-0.8430417208991616,0.16782508633683413,-0.8430417208991616,-0.7199426901847792,-0.5291326105186805,1.1681391663252558,1.5081311926430463,False
2853,89.3592,4,0.12087499999999995,2433.161970800339,27.07195,27.778575,991.6294,0.7550102408502999,-0.96543802319406,-0.96543802319406,-0.13644799115721534,-0.7213834309658086,-0.4020794551656586,-0.6749552813503027,False
2857,69.4008,5,0.10609999999999994,1940.7433575528685,39.55428,40.30428,905.27964,-0.11964127738819913,-1.814919467790385,-1.814919467790385,-2.1113531263274314,-1.737189593144944,1.4707055218014302,1.2523203342891605,False
2859,93.8952,5,0.11054,3509.952357890635,34.685,35.71014,1038.36888,0.1431981636256067,0.8921551484377384,0.1431981636256067,0.31239408501783394,-0.17154690795696206,0.7401436449205674,0.5454400431731015,True
2860,78.9264,4,0.08127499999999999,3395.9132345193343,29.258375,33.679125,1364.847875,-1.5892334222457751,0.6954239188380442,-1.5892334222457751,-1.1687847663598285,3.669105051504776,-0.07403942631966047,0.2329366204517463,False
2861,82.5552,5,0.09555999999999994,3068.0612758587654,46.88612,49.5972,1058.33802,-0.7435889594344787,0.1298397837867778,-0.7435889594344787,-0.8097111054197893,0.06336718404998465,2.570737311181008,2.6821814170855607,False
2865,87.5448,5,0.12109999999999999,2798.442456066807,36.24894,36.90176,1017.30212,0.7683298071178931,-0.33528516958724136,-0.33528516958724136,-0.3159848216272356,-0.41937324383964375,0.9747892068371247,0.7287894170493262,False
2882,88.9056,4,0.09304999999999995,3015.8167793488074,30.9424,31.18855,930.0282,-0.8921761209084967,0.03971173181327781,-0.8921761209084967,-0.18133219877471973,-1.446051091392767,0.17862307505924868,-0.1502772957646468,False
2889,111.132,5,0.11276000000000004,3128.158857733311,26.42942,26.565819999999995,877.85432,0.2746178841325104,0.23351535431578663,0.23351535431578663,2.017993974483021,-2.0598171147007025,-0.4984813714145212,-0.8615566055268538,True
