player_id,statsapi_name,height_raw,height_in,position
664076,Garrett Cleavinger,"6' 1""",73.0,Pitcher
665019,Kody Clemens,"6' 0""",72.0,First Base
676391,Ernie Clement,"6' 0""",72.0,Second Base
605182,Mike Clevinger,"6' 4""",76.0,Pitcher
805904,Zach Cole,"6' 2""",74.0,Outfielder
686555,Isaac Collins,"5' 8""",68.0,Outfielder
624424,Michael Conforto,"5' 11""",71.0,Designated Hitter
665052,Griffin Conine,"6' 1""",73.0,Outfielder
664351,Luis Contreras,"6' 1""",73.0,Pitcher
672710,Roansy Contreras,"6' 1""",73.0,Pitcher
661388,William Contreras,"5' 10""",70.0,Catcher
575929,Willson Contreras,"6' 0""",72.0,First Base
695257,Billy Cook,"6' 0""",72.0,Outfielder
571578,Patrick Corbin,"6' 4""",76.0,Pitcher
692030,Jose Corniell,"6' 2""",74.0,Pitcher
685744,Kenedy Corona,"5' 10""",70.0,Outfielder
621043,Carlos Correa,"6' 3""",75.0,Shortstop
666126,Carlos Cortes,"5' 7""",67.0,Outfielder
641482,Nestor Cortes,"5' 10""",70.0,Pitcher
676680,Tom Cosgrove,"6' 2""",74.0,Pitcher
543056,Danny Coulombe,"5' 10""",70.0,Pitcher
681297,Colton Cowser,"6' 3""",75.0,Outfielder
680735,Austin Cox,"6' 4""",76.0,Pitcher
641487,J.P. Crawford,"6' 0""",72.0,Shortstop
686611,Dylan Crews,"5' 11""",71.0,Outfielder
688760,Blaine Crim,"5' 10""",70.0,First Base
622503,Nabil Crismatt,"6' 1""",73.0,Pitcher
681867,Cooper Criswell,"6' 6""",78.0,Pitcher
676979,Garrett Crochet,"6' 6""",78.0,Pitcher
630105,Jake Cronenworth,"5' 11""",71.0,Second Base
699625,Jimmy Crooks,"6' 0""",72.0,Catcher
691718,Pete Crow-Armstrong,"6' 0""",72.0,Outfielder
518585,Fernando Cruz,"6' 2""",74.0,Pitcher
678316,Omar Cruz,"6' 0""",72.0,Pitcher
665833,Oneil Cruz,"6' 7""",79.0,Outfielder
674444,Steven Cruz,"6' 7""",79.0,Pitcher
675540,Xzavion Curry,"6' 0""",72.0,Pitcher
595928,John Curtiss,"6' 5""",77.0,Pitcher
681168,Luis Curvelo,"6' 1""",73.0,Pitcher
518595,Travis d'Arnaud,"6' 0""",72.0,Catcher
666915,Bobby Dalbec,"6' 3""",75.0,First Base
702674,Caden Dana,"6' 4""",76.0,Pitcher
669721,Davis Daniel,"6' 1""",73.0,Pitcher
699911,Dugan Darnell,"6' 2""",74.0,Pitcher
690382,Michael Darrell-Hicks,"6' 5""",77.0,Pitcher
506433,Yu Darvish,"6' 5""",77.0,Pitcher
669722,Logan Davidson,"6' 3""",75.0,First Base
680779,Henry Davis,"5' 11""",71.0,Catcher
605204,J.D. Davis,"6' 1""",73.0,Third Base
663562,Noah Davis,"6' 2""",74.0,Pitcher
681909,Justin Dean,"5' 8""",68.0,Outfielder
676969,Brett de Geus,"6' 2""",74.0,Pitcher
594798,Jacob deGrom,"6' 4""",76.0,Pitcher
657557,Paul DeJong,"6' 0""",72.0,Third Base
650559,Bryan De La Cruz,"6' 0""",72.0,Outfielder
682829,Elly De La Cruz,"6' 6""",78.0,Shortstop
680728,Adrian Del Castillo,"5' 9""",69.0,Designated Hitter
592254,José De León,"6' 0""",72.0,Pitcher
660853,Enyel De Los Santos,"6' 3""",75.0,Pitcher
660787,Yerry De los Santos,"6' 3""",75.0,Pitcher
676356,Jonny DeLuca,"5' 10""",70.0,Outfielder
543101,Anthony DeSclafani,"6' 2""",74.0,Pitcher
672282,Reid Detmers,"6' 2""",74.0,Pitcher
687478,Cam Devanney,"6' 1""",73.0,Shortstop
606965,Chris Devenski,"6' 3""",75.0,Pitcher
646240,Rafael Devers,"6' 0""",72.0,First Base
701305,Zach Dezenzo,"6' 5""",77.0,Outfielder
664747,Alexis Díaz,"6' 2""",74.0,Pitcher
621242,Edwin Díaz,"6' 3""",75.0,Pitcher
553869,Elias Díaz,"6' 1""",73.0,Catcher
646242,Jhonathan Díaz,"6' 0""",72.0,Pitcher
673237,Yainer Diaz,"5' 11""",71.0,Catcher
650490,Yandy Díaz,"6' 0""",72.0,Designated Hitter
700270,Yilber Díaz,"6' 0""",72.0,Pitcher
693307,Dillon Dingler,"6' 1""",73.0,Catcher
690928,Hunter Dobbins,"6' 2""",74.0,Pitcher
677976,Randy Dobnak,"6' 1""",73.0,Pitcher
689266,Dylan Dodd,"6' 2""",74.0,Pitcher
801403,Chase Dollander,"6' 2""",74.0,Pitcher
691176,Jasson Domínguez,"5' 9""",69.0,Outfielder
622554,Seranthony Domínguez,"6' 1""",73.0,Pitcher
680977,Brendan Donovan,"5' 11""",71.0,Third Base
666808,Camilo Doval,"6' 2""",74.0,Pitcher
686668,Brenton Doyle,"6' 3""",75.0,Outfielder
676263,Jack Dreyer,"6' 2""",74.0,Pitcher
681869,Shawn Dubin,"6' 0""",72.0,Pitcher
643289,Mauricio Dubón,"5' 11""",71.0,Outfielder
694362,Blake Dunn,"5' 9""",69.0,Outfielder
686554,Oliver Dunn,"5' 10""",70.0,Third Base
641540,Dane Dunning,"6' 4""",76.0,Pitcher
679922,Carlos Duran,"6' 7""",79.0,Pitcher
677649,Ezequiel Duran,"5' 10""",70.0,Shortstop
680776,Jarren Duran,"6' 0""",72.0,Outfielder
661395,Jhoan Duran,"6' 5""",77.0,Pitcher
702332,Caleb Durbin,"5' 6""",66.0,Third Base
813349,Connelly Early,"6' 3""",75.0,Pitcher
681987,Nate Eaton,"5' 11""",71.0,Outfield
671109,Jake Eder,"6' 4""",76.0,Pitcher
669242,Tommy Edman,"5' 10""",70.0,Second Base
605218,Carl Edwards Jr.,"6' 3""",75.0,Pitcher
669364,Xavier Edwards,"5' 9""",69.0,Second Base
664123,Scott Effross,"6' 2""",74.0,Pitcher
621107,Zach Eflin,"6' 6""",78.0,Pitcher
685126,Brandon Eisert,"6' 2""",74.0,Pitcher
693821,Bryce Elder,"6' 2""",74.0,Pitcher
805811,Bryce Eldridge,"6' 7""",79.0,Designated Hitter
671284,Tim Elko,"6' 3""",75.0,First Base
686642,Fraser Ellard,"6' 3""",75.0,Pitcher
666464,Jerar Encarnacion,"6' 4""",76.0,Outfielder
687952,Christian Encarnacion-Strand,"6' 1""",73.0,Third Base
669438,Mason Englert,"6' 4""",76.0,Pitcher
663536,Tristin English,"6' 2""",74.0,Outfield
608650,Dietrich Enns,"6' 1""",73.0,Pitcher
663671,Nic Enright,"6' 3""",75.0,Pitcher
543135,Nathan Eovaldi,"6' 2""",74.0,Pitcher
668674,Lucas Erceg,"6' 2""",74.0,Pitcher
641555,J.C. Escarra,"6' 2""",74.0,Catcher
664744,Jose Espada,"6' 0""",72.0,Pitcher
669289,Santiago Espinal,"5' 9""",69.0,Third Base
683155,Joey Estes,"6' 2""",74.0,Pitcher
608032,Carlos Estévez,"6' 6""",78.0,Pitcher
669093,Jeremiah Estrada,"6' 1""",73.0,Pitcher
681751,Lazaro Estrada,"5' 10""",70.0,Pitcher
642731,Thairo Estrada,"5' 10""",70.0,Second Base
688138,Logan Evans,"6' 4""",76.0,Pitcher
664126,Pete Fairbanks,"6' 6""",78.0,Pitcher
656413,Stuart Fairchild,"5' 11""",71.0,Outfielder
663559,Bailey Falter,"6' 4""",76.0,Pitcher
571657,Kyle Farmer,"5' 11""",71.0,Designated Hitter
815083,Mitch Farris,"6' 2""",74.0,Pitcher
676534,Calvin Faucher,"6' 1""",73.0,Pitcher
607200,Erick Fedde,"6' 4""",76.0,Pitcher
676439,Hunter Feduccia,"6' 1""",73.0,Catcher
663372,Ryan Feltner,"6' 4""",76.0,Pitcher
657571,Caleb Ferguson,"6' 3""",75.0,Pitcher
621053,Tyler Ferguson,"6' 4""",76.0,Pitcher
666023,Freddy Fermin,"5' 10""",70.0,Catcher
665877,José Fermín,"5' 10""",70.0,Outfielder
820862,José Fermin,"6' 3""",75.0,Pitcher
642759,Julian Fernández,"6' 6""",78.0,Pitcher
681676,Ryan Fernandez,"6' 0""",72.0,Pitcher
692585,Yanquiel Fernández,"6' 2""",74.0,Outfielder
678606,José A. Ferrer,"6' 1""",73.0,Pitcher
701581,David Festa,"6' 6""",78.0,Pitcher
670036,Matt Festa,"6' 1""",73.0,Pitcher
656420,J.P. Feyereisen,"6' 2""",74.0,Pitcher
640448,Kyle Finnegan,"6' 2""",74.0,Pitcher
680755,Braydon Fisher,"6' 4""",76.0,Pitcher
690916,Richard Fitts,"6' 3""",75.0,Pitcher
680837,Ryan Fitzgerald,"5' 10""",70.0,Third Base
666149,Tyler Fitzgerald,"6' 2""",74.0,Second Base
656427,Jack Flaherty,"6' 4""",76.0,Pitcher
666150,Dominic Fletcher,"5' 8""",68.0,Outfielder
623167,Chris Flexen,"6' 3""",75.0,Pitcher
804668,Rafael Flores Jr.,"6' 3""",75.0,Catcher
527038,Wilmer Flores,"6' 3""",75.0,First Base
689254,Mason Fluharty,"6' 2""",74.0,Pitcher
695670,Harry Ford,"5' 10""",70.0,Catcher
663743,Nick Fortes,"5' 11""",71.0,Catcher
679822,Justin Foscue,"5' 11""",71.0,Second Base
641584,Jake Fraley,"5' 11""",71.0,Outfielder
641585,J.P. France,"6' 0""",72.0,Pitcher
664034,Ty France,"5' 10""",70.0,First Base
670102,Bowden Francis,"6' 5""",77.0,Pitcher
624428,Adam Frazier,"5' 10""",70.0,Second Base
690976,Alex Freeland,"5' 11""",71.0,Second Base
607536,Kyle Freeland,"6' 4""",76.0,Pitcher
673965,Caleb Freeman,"6' 1""",73.0,Pitcher
683227,Cody Freeman,"5' 9""",69.0,Third Base
518692,Freddie Freeman,"6' 4""",76.0,First Base
671289,Tyler Freeman,"5' 11""",71.0,Outfielder
686217,Sal Frelick,"5' 9""",69.0,Outfielder
608331,Max Fried,"6' 4""",76.0,Pitcher
670770,TJ Friedl,"5' 8""",68.0,Outfielder
681807,David Fry,"6' 1""",73.0,Outfielder
800311,Didier Fuentes,"6' 0""",72.0,Pitcher
690924,Braxton Fulford,"5' 10""",70.0,Designated Hitter
608334,Carson Fulmer,"6' 0""",72.0,Pitcher
605242,Michael Fulmer,"6' 2""",74.0,Pitcher
681892,Kody Funderburk,"6' 4""",76.0,Pitcher
683769,Hunter Gaddis,"6' 6""",78.0,Pitcher
657424,Matt Gage,"6' 4""",76.0,Pitcher
668678,Zac Gallen,"6' 2""",74.0,Pitcher
642520,Gerson Garabito,"6' 0""",72.0,Pitcher
605244,Aramis Garcia,"6' 1""",73.0,Catcher
805299,Brandyn Garcia,"6' 4""",76.0,Pitcher
691373,Jhostynxon Garcia,"6' 0""",72.0,Outfielder
666969,Adolis García,"6' 0""",72.0,Outfielder
670329,Rico Garcia,"5' 9""",69.0,Pitcher
671277,Luis García Jr.,"6' 1""",73.0,First Base
472610,Luis García,"6' 2""",74.0,Pitcher
677651,Luis Garcia,"6' 1""",73.0,Pitcher
672580,Maikel Garcia,"6' 1""",73.0,Third Base
676395,Robert Garcia,"6' 4""",76.0,Pitcher
554340,Yimi García,"6' 1""",73.0,Pitcher
657585,Reed Garrett,"6' 2""",74.0,Pitcher
641598,Mitch Garver,"6' 1""",73.0,Catcher
621057,Justin Garza,"5' 10""",70.0,Pitcher
681508,Mickey Gasper,"5' 9""",69.0,Catcher
688107,Robert Gasser,"6' 0""",72.0,Pitcher
592332,Kevin Gausman,"6' 2""",74.0,Pitcher
680869,Zack Gelof,"6' 2""",74.0,Third Base
680702,Joey Gerber,"6' 4""",76.0,Pitcher
801434,Paul Gervase,"6' 10""",82.0,Pitcher
664139,Ian Gibaut,"6' 3""",75.0,Pitcher
806188,Cade Gibson,"6' 2""",74.0,Pitcher
502043,Kyle Gibson,"6' 6""",78.0,Pitcher
661563,Luis Gil,"6' 3""",75.0,Pitcher
687551,Drew Gilbert,"5' 9""",69.0,Outfielder
669302,Logan Gilbert,"6' 6""",78.0,Pitcher
656457,Tyler Gilbert,"6' 3""",75.0,Pitcher
656458,Lucas Gilbreath,"6' 1""",73.0,Pitcher
670810,Logan Gillaspie,"6' 2""",74.0,Pitcher
687362,Connor Gillispie,"5' 11""",71.0,Pitcher
665926,Andrés Giménez,"5' 11""",71.0,Shortstop
656464,Kevin Ginkel,"6' 4""",76.0,Pitcher
669372,J.T. Ginn,"6' 2""",74.0,Pitcher
608337,Lucas Giolito,"6' 6""",78.0,Pitcher
687830,Sawyer Gipson-Long,"6' 4""",76.0,Pitcher
607192,Tyler Glasnow,"6' 8""",80.0,Pitcher
502671,Paul Goldschmidt,"6' 2""",74.0,First Base
596295,Austin Gomber,"6' 5""",77.0,Pitcher
672782,Yoendrys Gómez,"6' 3""",75.0,Pitcher
664062,Tony Gonsolin,"6' 3""",75.0,Pitcher
693304,Nick Gonzales,"5' 8""",68.0,Third Base
660757,Oscar Gonzalez,"6' 5""",77.0,Outfielder
663853,Romy Gonzalez,"6' 0""",72.0,Designated Hitter
682790,Wikelman González,"6' 0""",72.0,Pitcher
696100,Hunter Goodman,"5' 11""",71.0,Catcher
676467,Colton Gordon,"6' 4""",76.0,Pitcher
685299,Tanner Gordon,"6' 5""",77.0,Pitcher
669022,MacKenzie Gore,"6' 2""",74.0,Pitcher
669357,Nolan Gorman,"6' 0""",72.0,Third Base
685301,Matt Gorski,"6' 2""",74.0,First Base
700669,Gordon Graceffo,"6' 4""",76.0,Pitcher
701552,Andre Granillo,"6' 4""",76.0,Pitcher
608665,Kendall Graveman,"6' 2""",74.0,Pitcher
592351,Jon Gray,"6' 4""",76.0,Pitcher
543243,Sonny Gray,"5' 10""",70.0,Pitcher
656484,Tristan Gray,"6' 1""",73.0,Shortstop
643338,Chad Green,"6' 3""",75.0,Pitcher
668881,Hunter Greene,"6' 5""",77.0,Pitcher
682985,Riley Greene,"6' 2""",74.0,Outfielder
545341,Randal Grichuk,"6' 0""",72.0,Designated Hitter
663757,Trent Grisham,"5' 10""",70.0,Outfielder
674944,Sean Guenther,"5' 11""",71.0,Pitcher
692285,Luis Guerrero,"6' 0""",72.0,Pitcher
665489,Vladimir Guerrero Jr.,"6' 0""",72.0,First Base
641645,Luis Guillorme,"5' 10""",70.0,Third Base
666971,Lourdes Gurriel Jr.,"6' 3""",75.0,Outfielder
493329,Yuli Gurriel,"6' 0""",72.0,First Base
687473,Ryan Gusto,"6' 4""",76.0,Pitcher
694203,Denzer Guzman,"6' 1""",73.0,Third Base
606992,Eric Haase,"5' 10""",70.0,Catcher
623352,Josh Hader,"6' 3""",75.0,Pitcher
663795,Justin Hagenman,"6' 3""",75.0,Pitcher
664059,Sam Haggerty,"5' 11""",71.0,Outfielder
534910,Jesse Hahn,"6' 5""",77.0,Pitcher
669084,DL Hall,"6' 1""",73.0,Pitcher
690984,Petey Halpin,"5' 11""",71.0,Outfielder
678020,Seth Halvorsen,"6' 2""",74.0,Pitcher
687589,Dom Hamel,"6' 2""",74.0,Pitcher
666152,David Hamilton,"5' 10""",70.0,Third Base
641656,Ian Hamilton,"6' 1""",73.0,Pitcher
641658,Garrett Hampson,"5' 10""",70.0,Second Base
676106,Emerson Hancock,"6' 4""",76.0,Pitcher
668974,Maverick Handley,"5' 9""",69.0,Catcher
669724,Brenan Hanifee,"6' 5""",77.0,Pitcher
664023,Ian Happ,"5' 10""",70.0,Outfielder
547180,Bryce Harper,"6' 1""",73.0,First Base
802419,Thomas Harrington,"6' 2""",74.0,Pitcher
695391,Brett Harris,"6' 2""",74.0,Third Base
687957,Dustin Harris,"6' 2""",74.0,Outfielder
802686,Hayden Harris,"6' 0""",72.0,Pitcher
663687,Hogan Harris,"6' 3""",75.0,Pitcher
671739,Michael Harris II,"5' 11""",71.0,Outfielder
690986,Kyle Harrison,"6' 2""",74.0,Pitcher
606996,Kyle Hart,"6' 5""",77.0,Pitcher
664129,Geoff Hartlieb,"6' 5""",77.0,Pitcher
640451,Hunter Harvey,"6' 3""",75.0,Pitcher
690987,Robert Hassell III,"6' 1""",73.0,Outfielder
641672,Thomas Hatch,"6' 1""",73.0,Pitcher
663647,Ke'Bryan Hayes,"5' 11""",71.0,Third Base
669720,Austin Hays,"5' 10""",70.0,Outfielder
687396,Brent Headrick,"6' 6""",78.0,Pitcher
571760,Andrew Heaney,"6' 2""",74.0,Pitcher
595978,Austin Hedges,"6' 0""",72.0,Catcher
641680,Jonah Heim,"6' 4""",76.0,Catcher
623168,Tyler Heineman,"5' 10""",70.0,Catcher
680737,Michael Helman,"6' 0""",72.0,Outfielder
664854,Ryan Helsley,"6' 2""",74.0,Pitcher
683002,Gunnar Henderson,"6' 3""",75.0,Shortstop
701656,Logan Henderson,"6' 0""",72.0,Pitcher
543294,Kyle Hendricks,"6' 3""",75.0,Pitcher
521230,Liam Hendriks,"6' 0""",72.0,Pitcher
683618,Edgardo Henriquez,"6' 4""",76.0,Pitcher
678692,Ronny Henriquez,"5' 10""",70.0,Pitcher
669371,Cole Henry,"6' 4""",76.0,Pitcher
674072,Tommy Henry,"6' 3""",75.0,Pitcher
623474,Jimmy Herget,"6' 3""",75.0,Pitcher
643361,Kevin Herget,"5' 10""",70.0,Pitcher
687231,Darell Hernaiz,"5' 11""",71.0,Shortstop
672578,Carlos Hernández,"6' 4""",76.0,Pitcher
678226,Daysbel Hernández,"5' 10""",70.0,Pitcher
571771,Enrique Hernández,"5' 10""",70.0,First Base
681715,Heriberto Hernández,"5' 11""",71.0,Outfielder
663321,Nick Hernandez,"6' 1""",73.0,Pitcher
606192,Teoscar Hernández,"6' 0""",72.0,Outfielder
671056,Iván Herrera,"5' 11""",71.0,Designated Hitter
645444,Jose Herrera,"5' 9""",69.0,Catcher
682120,Tim Herrin,"6' 6""",78.0,Pitcher
676051,Codi Heuer,"6' 5""",77.0,Pitcher
518792,Jason Heyward,"6' 5""",77.0,Outfielder
676551,Brewer Hicklen,"6' 2""",74.0,Outfielder
663855,Jordan Hicks,"6' 2""",74.0,Pitcher
689414,Liam Hicks,"5' 9""",69.0,Catcher
543309,Kyle Higashioka,"6' 1""",73.0,Catcher
656537,Derek Hill,"6' 0""",72.0,Outfielder
677955,Jaden Hill,"6' 4""",76.0,Pitcher
448179,Rich Hill,"6' 5""",77.0,Pitcher
657612,Tim Hill,"6' 4""",76.0,Pitcher
656541,Sam Hilliard,"6' 5""",77.0,Outfielder
677956,Rece Hinds,"6' 3""",75.0,Outfielder
682274,Yaramil Hiraldo,"6' 1""",73.0,Pitcher
669374,Keston Hiura,"5' 10""",70.0,First Base
663546,Sean Hjelle,"6' 11""",83.0,Pitcher
687863,Porter Hodge,"6' 4""",76.0,Pitcher
663773,Bryan Hoeing,"6' 6""",78.0,Pitcher
663538,Nico Hoerner,"5' 11""",71.0,Second Base
656546,Jeff Hoffman,"6' 5""",77.0,Pitcher
676510,Nolan Hoffman,"6' 4""",76.0,Pitcher
694851,Andrew Hoffmann,"6' 5""",77.0,Pitcher
680684,Gunnar Hoglund,"6' 4""",76.0,Pitcher
670059,Colin Holderman,"6' 6""",78.0,Pitcher
702616,Jackson Holliday,"5' 11""",71.0,Second Base
668970,Gavin Hollowell,"6' 7""",79.0,Pitcher
680880,Grant Holman,"6' 6""",78.0,Pitcher
605280,Clay Holmes,"6' 5""",77.0,Pitcher
656550,Grant Holmes,"6' 0""",72.0,Pitcher
663947,Tyler Holton,"6' 2""",74.0,Pitcher
690544,Bailey Horn,"6' 2""",74.0,Pitcher
690990,Cade Horton,"6' 1""",73.0,Pitcher
687462,Spencer Horwitz,"5' 10""",70.0,First Base
656555,Rhys Hoskins,"6' 3""",75.0,First Base
656557,Tanner Houck,"6' 5""",77.0,Pitcher
691781,Brady House,"6' 4""",76.0,Third Base
605288,Adrian Houser,"6' 4""",76.0,Pitcher
663542,Bryan Hudson,"6' 8""",80.0,Pitcher
669087,Sam Huff,"6' 4""",76.0,Catcher
669450,Cooper Hummel,"5' 9""",69.0,Outfielder
676428,Brant Hurter,"6' 6""",78.0,Pitcher
674441,Jacob Hurtubise,"5' 11""",71.0,Outfielder
628451,Andy Ibáñez,"5' 10""",70.0,Second Base
578428,Jose Iglesias,"5' 11""",71.0,Second Base
628452,Raisel Iglesias,"6' 2""",74.0,Pitcher
684007,Shota Imanaga,"5' 10""",70.0,Pitcher
663697,Jonathan India,"5' 10""",70.0,Second Base
663623,Jake Irvin,"6' 6""",78.0,Pitcher
664728,Kyle Isbel,"5' 10""",70.0,Outfielder
656577,Alex Jackson,"6' 1""",73.0,Catcher
669236,Jeremiah Jackson,"5' 11""",71.0,Second Base
592426,Luke Jackson,"6' 2""",74.0,Pitcher
689690,Alek Jacob,"6' 3""",75.0,Pitcher
686753,Drey Jameson,"6' 0""",72.0,Pitcher
608671,Travis Jankowski,"6' 3""",75.0,Outfielder
643376,Danny Jansen,"6' 2""",74.0,Catcher
445276,Kenley Jansen,"6' 5""",77.0,Pitcher
686826,Bryce Jarvis,"6' 2""",74.0,Pitcher
664299,Cristian Javier,"6' 1""",73.0,Pitcher
643377,Griffin Jax,"6' 2""",74.0,Pitcher
680777,Ryan Jeffers,"6' 2""",74.0,Catcher
695600,Carter Jensen,"6' 0""",72.0,Catcher
677870,Leo Jiménez,"5' 10""",70.0,Third Base
695549,Jackson Jobe,"6' 2""",74.0,Pitcher
656582,Connor Joe,"5' 11""",71.0,Outfielder
669369,Bryce Johnson,"5' 11""",71.0,Outfielder
669288,Daniel Johnson,"5' 10""",70.0,Outfielder
572955,Pierce Johnson,"6' 2""",74.0,Pitcher
696270,Ryan Johnson,"6' 6""",78.0,Pitcher
686751,Seth Johnson,"6' 1""",73.0,Pitcher
687859,Troy Johnston,"5' 11""",71.0,Outfielder
675659,Greg Jones,"6' 0""",72.0,Outfielder
663330,Jahmai Jones,"5' 10""",70.0,Designated Hitter
666134,Nolan Jones,"6' 4""",76.0,Outfielder
690829,Ben Joyce,"6' 5""",77.0,Pitcher
592450,Aaron Judge,"6' 7""",79.0,Outfielder
666397,Edouard Julien,"6' 1""",73.0,Second Base
667452,Corey Julks,"5' 11""",71.0,Outfielder
690291,Jace Jung,"5' 11""",71.0,Third Base
673962,Josh Jung,"6' 1""",73.0,Third Base
596001,Jakob Junis,"6' 3""",75.0,Pitcher
676083,Janson Junk,"6' 2""",74.0,Pitcher
592454,Tommy Kahnle,"6' 1""",73.0,Pitcher
663731,Connor Kaiser,"6' 3""",75.0,Shortstop
691720,Kyle Karros,"6' 5""",77.0,Third Base
694359,Niko Kavadas,"5' 11""",71.0,First Base
692216,CJ Kayfus,"5' 11""",71.0,Outfielder
807712,Luke Keaschall,"6' 0""",72.0,Second Base
680577,DaShawn Keirsey Jr.,"6' 0""",72.0,Outfielder
690993,Colt Keith,"6' 2""",74.0,Third Base
672284,Jarred Kelenic,"5' 11""",71.0,Outfielder
641745,Brad Keller,"6' 5""",77.0,Pitcher
656605,Mitch Keller,"6' 3""",75.0,Pitcher
608348,Carson Kelly,"6' 1""",73.0,Catcher
543391,Casey Kelly,"6' 3""",75.0,Pitcher
518876,Merrill Kelly,"6' 2""",74.0,Pitcher
687330,Kevin Kelly,"6' 2""",74.0,Pitcher
547184,Michael Kelly,"6' 4""",76.0,Pitcher
677161,Zack Kelly,"6' 3""",75.0,Pitcher
805249,Otto Kemp,"5' 11""",71.0,Outfielder
671083,Buddy Kennedy,"5' 10""",70.0,Third Base
687849,Zak Kent,"6' 3""",75.0,Pitcher
596146,Max Kepler,"6' 4""",76.0,Outfielder
689147,Orion Kerkering,"6' 2""",74.0,Pitcher
477132,Clayton Kershaw,"6' 4""",76.0,Pitcher
666198,Carter Kieboom,"6' 1""",73.0,Third Base
579328,Yusei Kikuchi,"6' 0""",72.0,Pitcher
673490,Ha-Seong Kim,"5' 10""",70.0,Shortstop
808975,Hyeseong Kim,"5' 10""",70.0,Shortstop
518886,Craig Kimbrel,"6' 0""",72.0,Pitcher
643396,Isiah Kiner-Falefa,"5' 10""",70.0,Second Base
687911,Bryan King,"6' 1""",73.0,Pitcher
667463,John King,"6' 2""",74.0,Pitcher
650633,Michael King,"6' 3""",75.0,Pitcher
664068,Scott Kingery,"5' 9""",69.0,Shortstop
641755,Tyler Kinley,"6' 4""",76.0,Pitcher
669923,George Kirby,"6' 4""",76.0,Pitcher
672386,Alejandro Kirk,"5' 8""",68.0,Catcher
552640,Andrew Kittredge,"6' 1""",73.0,Pitcher
677008,Heston Kjerstad,"6' 2""",74.0,Outfielder
694361,Will Klein,"6' 5""",77.0,Pitcher
689017,Landon Knack,"6' 2""",74.0,Pitcher
668800,Andrew Knizner,"6' 0""",72.0,Catcher
686799,Jack Kochanowicz,"6' 7""",79.0,Pitcher
657649,Jared Koenig,"6' 5""",77.0,Pitcher
663568,Stephen Kolek,"6' 3""",75.0,Pitcher
656629,Michael Kopech,"6' 3""",75.0,Pitcher
683766,Christian Koss,"6' 1""",73.0,Third Base
663804,Jackson Kowar,"6' 5""",77.0,Pitcher
668820,Max Kranick,"6' 3""",75.0,Pitcher
668952,Ryan Kreidler,"6' 3""",75.0,Shortstop
665152,Dean Kremer,"6' 2""",74.0,Pitcher
621139,Brooks Kriske,"6' 3""",75.0,Pitcher
640454,Matt Krook,"6' 4""",76.0,Pitcher
701762,Nick Kurtz,"6' 5""",77.0,First Base
680757,Steven Kwan,"5' 8""",68.0,Outfielder
656638,Alex Lange,"6' 3""",75.0,Pitcher
669127,Shea Langeliers,"5' 11""",71.0,Catcher
694671,Wyatt Langford,"6' 0""",72.0,Outfielder
666659,Sauryn Lao,"6' 2""",74.0,Pitcher
691251,Andry Lara,"6' 4""",76.0,Pitcher
663616,Trevor Larnach,"6' 3""",75.0,Outfielder
686747,Joe La Sorsa,"6' 5""",77.0,Pitcher
656641,Jacob Latz,"6' 2""",74.0,Pitcher
641778,Eric Lauer,"6' 3""",75.0,Pitcher
657656,Ramón Laureano,"5' 9""",69.0,Outfielder
689520,Cody Laweryson,"6' 4""",76.0,Pitcher
691783,Jordan Lawlar,"6' 0""",72.0,Outfielder
596271,Casey Lawrence,"6' 0""",72.0,Pitcher
664875,Justin Lawrence,"6' 3""",75.0,Pitcher
676661,Max Lazar,"6' 1""",73.0,Pitcher
681517,Kyle Leahy,"6' 5""",77.0,Pitcher
673929,Jordan Leasure,"6' 3""",75.0,Pitcher
600917,José Leclerc,"6' 0""",72.0,Pitcher
686797,Brooks Lee,"6' 0""",72.0,Third Base
695445,Chase Lee,"6' 0""",72.0,Pitcher
669276,Dylan Lee,"6' 3""",75.0,Pitcher
808982,Jung Hoo Lee,"6' 0""",72.0,Outfielder
686676,Korey Lee,"6' 0""",72.0,Catcher
668984,Casey Legumina,"6' 2""",74.0,Pitcher
683004,Jack Leiter,"6' 1""",73.0,Pitcher
643410,Mark Leiter Jr.,"6' 0""",72.0,Pitcher
518934,DJ LeMahieu,"6' 3""",75.0,Second Base
506702,Sandy León,"5' 9""",69.0,Catcher
668904,Royce Lewis,"6' 0""",72.0,First Base
669461,Matthew Liberatore,"6' 4""",76.0,Pitcher
695734,Daylen Lile,"5' 11""",71.0,Outfielder
596019,Francisco Lindor,"5' 10""",70.0,Shortstop
702358,Trey Lipscomb,"6' 2""",74.0,Third Base
641793,Zack Littell,"6' 4""",76.0,Pitcher
663893,Brendon Little,"6' 2""",74.0,Pitcher
669193,Jack Little,"6' 4""",76.0,Pitcher
681432,Luke Little,"6' 8""",80.0,Pitcher
594902,Ben Lively,"6' 4""",76.0,Pitcher
642528,Jonathan Loáisiga,"5' 11""",71.0,Pitcher
682988,Tyler Locklear,"6' 2""",74.0,First Base
663604,Brandon Lockridge,"6' 0""",72.0,Outfielder
666157,Nick Lodolo,"6' 6""",78.0,Pitcher
679845,Nick Loftin,"5' 11""",71.0,Third Base
669674,Sam Long,"6' 1""",73.0,Pitcher
694388,Joey Loperfido,"6' 3""",75.0,Outfielder
