player_id,player_name,statsapi_name,position,height_raw,height_in,ff_pitch_count,fastball_velocity_mph,extension_ft
663460,"Bubic, Kris",Kris Bubic,Pitcher,"6' 3""",75.0,684,92.1,6.87
543135,"Eovaldi, Nathan",Nathan Eovaldi,Pitcher,"6' 2""",74.0,432,94.1,6.87
686580,"Slaten, Justin",Justin Slaten,Pitcher,"6' 4""",76.0,181,96.7,6.87
675512,"Melton, Troy",Troy Melton,Pitcher,"6' 4""",76.0,274,97.1,6.86
677958,"Rocker, Kumar",Kumar Rocker,Pitcher,"6' 5""",77.0,228,95.8,6.85
641835,"Mayza, Tim",Tim Mayza,Pitcher,"6' 3""",75.0,11,93.7,6.85
661527,"Martinez, Seth",Seth Martinez,Pitcher,"6' 2""",74.0,32,90.1,6.85
700363,"Smith-Shawver, AJ",AJ Smith-Shawver,Pitcher,"6' 3""",75.0,332,95.6,6.84
682790,"González, Wikelman",Wikelman González,Pitcher,"6' 0""",72.0,206,95.1,6.84
641312,"Anderson, Shaun",Shaun Anderson,Pitcher,"6' 6""",78.0,60,92.3,6.84
669721,"Daniel, Davis",Davis Daniel,Pitcher,"6' 1""",73.0,93,89.8,6.84
592866,"Williams, Trevor",Trevor Williams,Pitcher,"6' 3""",75.0,613,87.7,6.83
657277,"Webb, Logan",Logan Webb,Pitcher,"6' 2""",74.0,258,92.8,6.83
676467,"Gordon, Colton",Colton Gordon,Pitcher,"6' 4""",76.0,595,91.1,6.83
592426,"Jackson, Luke",Luke Jackson,Pitcher,"6' 2""",74.0,264,94.2,6.83
670102,"Francis, Bowden",Bowden Francis,Pitcher,"6' 5""",77.0,639,92.5,6.83
621199,"Bowman, Matt",Matt Bowman,Pitcher,"6' 0""",72.0,13,90.4,6.82
656464,"Ginkel, Kevin",Kevin Ginkel,Pitcher,"6' 4""",76.0,248,94.9,6.82
688497,"Rashi, Taylor",Taylor Rashi,Pitcher,"6' 4""",76.0,178,90.0,6.82
669093,"Estrada, Jeremiah",Jeremiah Estrada,Pitcher,"6' 1""",73.0,702,97.9,6.82
663878,"Pearson, Nate",Nate Pearson,Pitcher,"6' 6""",78.0,146,97.6,6.82
657044,"Thompson, Ryan",Ryan Thompson,Pitcher,"6' 5""",77.0,50,91.1,6.82
642216,"Winans, Allan",Allan Winans,Pitcher,"6' 2""",74.0,25,89.7,6.81
701542,"Warren, Will",Will Warren,Pitcher,"6' 2""",74.0,1165,93.3,6.81
804636,"Tong, Jonah",Jonah Tong,Pitcher,"6' 1""",73.0,213,95.2,6.81
680684,"Hoglund, Gunnar",Gunnar Hoglund,Pitcher,"6' 4""",76.0,196,93.6,6.81
661563,"Gil, Luis",Luis Gil,Pitcher,"6' 3""",75.0,491,95.3,6.81
688107,"Gasser, Robert",Robert Gasser,Pitcher,"6' 0""",72.0,27,93.2,6.81
657024,"Swanson, Erik",Erik Swanson,Pitcher,"6' 3""",75.0,59,92.9,6.8
642547,"Peralta, Freddy",Freddy Peralta,Pitcher,"6' 0""",72.0,1651,94.8,6.8
657746,"Ryan, Joe",Joe Ryan,Pitcher,"6' 2""",74.0,1404,93.7,6.8
682254,"Montgomery, Mason",Mason Montgomery,Pitcher,"6' 2""",74.0,569,98.7,6.8
605182,"Clevinger, Mike",Mike Clevinger,Pitcher,"6' 4""",76.0,42,93.5,6.8
656629,"Kopech, Michael",Michael Kopech,Pitcher,"6' 3""",75.0,191,97.5,6.8
663158,"Suarez, Robert",Robert Suarez,Pitcher,"6' 2""",74.0,682,98.6,6.79
592791,"Taillon, Jameson",Jameson Taillon,Pitcher,"6' 5""",77.0,753,92.3,6.79
579328,"Kikuchi, Yusei",Yusei Kikuchi,Pitcher,"6' 0""",72.0,1081,94.8,6.79
605483,"Snell, Blake",Blake Snell,Pitcher,"6' 4""",76.0,448,95.1,6.79
656271,"Burke, Brock",Brock Burke,Pitcher,"6' 4""",76.0,430,96.1,6.78
669371,"Henry, Cole",Cole Henry,Pitcher,"6' 4""",76.0,489,94.4,6.78
668964,"Myers, Tobias",Tobias Myers,Pitcher,"6' 1""",73.0,373,93.5,6.78
641941,"Pagán, Emilio",Emilio Pagán,Pitcher,"6' 2""",74.0,654,95.8,6.78
674285,"Salazar, Eduardo",Eduardo Salazar,Pitcher,"6' 2""",74.0,119,95.3,6.78
681870,"Sabrowski, Erik",Erik Sabrowski,Pitcher,"6' 4""",76.0,342,93.9,6.77
681343,"Smith, Shane",Shane Smith,Pitcher,"6' 3""",75.0,1089,95.7,6.77
680704,"Sandlin, Nick",Nick Sandlin,Pitcher,"5' 11""",71.0,60,91.4,6.77
685801,"Bigge, Hunter",Hunter Bigge,Pitcher,"6' 0""",72.0,102,97.6,6.77
687003,"Van Belle, Brian",Brian Van Belle,Pitcher,"6' 3""",75.0,10,90.9,6.77
800311,"Fuentes, Didier",Didier Fuentes,Pitcher,"6' 0""",72.0,169,96.0,6.77
674444,"Cruz, Steven",Steven Cruz,Pitcher,"6' 7""",79.0,322,98.2,6.77
592454,"Kahnle, Tommy",Tommy Kahnle,Pitcher,"6' 1""",73.0,145,93.5,6.76
605288,"Houser, Adrian",Adrian Houser,Pitcher,"6' 4""",76.0,222,95.3,6.76
676962,"Brown, Ben",Ben Brown,Pitcher,"6' 6""",78.0,978,95.8,6.76
674072,"Henry, Tommy",Tommy Henry,Pitcher,"6' 3""",75.0,27,89.0,6.76
676979,"Crochet, Garrett",Garrett Crochet,Pitcher,"6' 6""",78.0,1132,96.4,6.76
676755,"Mattson, Isaac",Isaac Mattson,Pitcher,"6' 2""",74.0,610,93.9,6.75
671111,"Peralta, Sammy",Sammy Peralta,Pitcher,"6' 1""",73.0,13,89.0,6.75
668820,"Kranick, Max",Max Kranick,Pitcher,"6' 3""",75.0,214,95.6,6.75
663941,"Beck, Tristan",Tristan Beck,Pitcher,"6' 4""",76.0,270,94.7,6.75
686752,"Pepiot, Ryan",Ryan Pepiot,Pitcher,"6' 3""",75.0,1213,95.2,6.75
690953,"Abel, Mick",Mick Abel,Pitcher,"6' 5""",77.0,303,96.4,6.75
641540,"Dunning, Dane",Dane Dunning,Pitcher,"6' 4""",76.0,2,89.7,6.75
571578,"Corbin, Patrick",Patrick Corbin,Pitcher,"6' 4""",76.0,69,91.2,6.75
683232,"Mears, Nick",Nick Mears,Pitcher,"6' 3""",75.0,452,95.4,6.74
697812,"Rock, Joe",Joe Rock,Pitcher,"6' 6""",78.0,33,94.2,6.74
668834,"McGee, Easton",Easton McGee,Pitcher,"6' 7""",79.0,45,93.0,6.74
592254,"De León, José",José De León,Pitcher,"6' 0""",72.0,48,90.6,6.74
684974,"Yoho, Craig",Craig Yoho,Pitcher,"6' 2""",74.0,67,92.7,6.73
605452,"Ross, Joe",Joe Ross,Pitcher,"6' 4""",76.0,307,94.2,6.73
700241,"McGreevy, Michael",Michael McGreevy,Pitcher,"6' 4""",76.0,373,93.0,6.73
676760,"Marinaccio, Ron",Ron Marinaccio,Pitcher,"6' 2""",74.0,79,94.2,6.73
668984,"Legumina, Casey",Casey Legumina,Pitcher,"6' 2""",74.0,424,94.3,6.73
701121,"VanWey, Logan",Logan VanWey,Pitcher,"6' 2""",74.0,96,92.9,6.73
594798,"deGrom, Jacob",Jacob deGrom,Pitcher,"6' 4""",76.0,1203,97.5,6.73
663362,"Waldron, Matt",Matt Waldron,Pitcher,"6' 2""",74.0,15,90.2,6.73
669308,"Reynolds, Sean",Sean Reynolds,Pitcher,"6' 8""",80.0,256,96.0,6.73
695243,"Miller, Mason",Mason Miller,Pitcher,"6' 5""",77.0,507,101.2,6.73
686218,"Sheehan, Emmet",Emmet Sheehan,Pitcher,"6' 5""",77.0,536,95.6,6.72
608379,"Wacha, Michael",Michael Wacha,Pitcher,"6' 6""",78.0,719,93.1,6.71
621051,"Wilson, Steven",Steven Wilson,Pitcher,"6' 4""",76.0,325,93.9,6.71
669456,"Bieber, Shane",Shane Bieber,Pitcher,"6' 3""",75.0,230,92.6,6.71
542888,"Armstrong, Shawn",Shawn Armstrong,Pitcher,"6' 2""",74.0,323,93.5,6.71
694973,"Skenes, Paul",Paul Skenes,Pitcher,"6' 6""",78.0,1167,98.2,6.71
683618,"Henriquez, Edgardo",Edgardo Henriquez,Pitcher,"6' 4""",76.0,80,100.9,6.71
605130,"Barlow, Scott",Scott Barlow,Pitcher,"6' 3""",75.0,271,92.3,6.71
622503,"Crismatt, Nabil",Nabil Crismatt,Pitcher,"6' 1""",73.0,83,89.1,6.71
519242,"Sale, Chris",Chris Sale,Pitcher,"6' 6""",78.0,846,94.8,6.7
643410,"Leiter Jr., Mark",Mark Leiter Jr.,Pitcher,"6' 0""",72.0,4,93.5,6.7
686613,"Brown, Hunter",Hunter Brown,Pitcher,"6' 2""",74.0,1110,96.6,6.7
680573,"Woods Richardson, Simeon",Simeon Woods Richardson,Pitcher,"6' 3""",75.0,856,93.2,6.7
690986,"Harrison, Kyle",Kyle Harrison,Pitcher,"6' 2""",74.0,345,94.6,6.7
571948,"Milner, Hoby",Hoby Milner,Pitcher,"6' 3""",75.0,164,87.9,6.7
669062,"Miller, Erik",Erik Miller,Pitcher,"6' 5""",77.0,167,97.2,6.69
680767,"Vodnik, Victor",Victor Vodnik,Pitcher,"6' 0""",72.0,511,98.7,6.69
670280,"Bednar, David",David Bednar,Pitcher,"6' 1""",73.0,451,97.1,6.69
660271,"Ohtani, Shohei",Shohei Ohtani,Two-Way Player,"6' 4""",76.0,292,98.4,6.69
682847,"Ortiz, Luis",Luis Ortiz,Pitcher,"6' 2""",74.0,441,96.4,6.69
471911,"Carrasco, Carlos",Carlos Carrasco,Pitcher,"6' 4""",76.0,162,91.5,6.69
687888,"Walter, Brandon",Brandon Walter,Pitcher,"6' 2""",74.0,157,91.8,6.69
805123,"Blubaugh, AJ",AJ Blubaugh,Pitcher,"6' 2""",74.0,278,94.6,6.69
694918,"Tidwell, Blade",Blade Tidwell,Pitcher,"6' 3""",75.0,120,95.8,6.68
669160,"May, Dustin",Dustin May,Pitcher,"6' 6""",78.0,361,95.4,6.68
608337,"Giolito, Lucas",Lucas Giolito,Pitcher,"6' 6""",78.0,1145,93.3,6.68
680742,"Bowlan, Jonathan",Jonathan Bowlan,Pitcher,"6' 6""",78.0,244,95.5,6.68
612434,"Castro, Miguel",Miguel Castro,Pitcher,"6' 7""",79.0,50,95.1,6.68
506433,"Darvish, Yu",Yu Darvish,Pitcher,"6' 5""",77.0,190,93.9,6.68
607067,"Rea, Colin",Colin Rea,Pitcher,"6' 5""",77.0,1051,93.9,6.68
656641,"Latz, Jacob",Jacob Latz,Pitcher,"6' 2""",74.0,685,94.2,6.67
690382,"Darrell-Hicks, Michael",Michael Darrell-Hicks,Pitcher,"6' 5""",77.0,7,95.2,6.67
668970,"Hollowell, Gavin",Gavin Hollowell,Pitcher,"6' 7""",79.0,78,94.4,6.67
687931,"Whisenhunt, Carson",Carson Whisenhunt,Pitcher,"6' 3""",75.0,195,92.6,6.67
681882,"Selby, Colin",Colin Selby,Pitcher,"6' 2""",74.0,32,95.8,6.67
694851,"Hoffmann, Andrew",Andrew Hoffmann,Pitcher,"6' 5""",77.0,102,94.5,6.67
669947,"Scholtens, Jesse",Jesse Scholtens,Pitcher,"6' 4""",76.0,59,95.3,6.66
656730,"Megill, Trevor",Trevor Megill,Pitcher,"6' 8""",80.0,456,99.2,6.66
694037,"Palencia, Daniel",Daniel Palencia,Pitcher,"5' 11""",71.0,602,99.6,6.66
690916,"Fitts, Richard",Richard Fitts,Pitcher,"6' 3""",75.0,285,95.9,6.66
666215,"Whitley, Forrest",Forrest Whitley,Pitcher,"6' 7""",79.0,86,96.3,6.66
642239,"Zastryzny, Rob",Rob Zastryzny,Pitcher,"6' 3""",75.0,154,91.9,6.65
663738,"Lynch IV, Daniel",Daniel Lynch IV,Pitcher,"6' 6""",78.0,247,94.1,6.65
676440,"Bibee, Tanner",Tanner Bibee,Pitcher,"6' 2""",74.0,827,94.4,6.65
686730,"Spiers, Carson",Carson Spiers,Pitcher,"6' 3""",75.0,35,92.2,6.65
693313,"Seymour, Carson",Carson Seymour,Pitcher,"6' 5""",77.0,136,96.8,6.65
592332,"Gausman, Kevin",Kevin Gausman,Pitcher,"6' 2""",74.0,1627,94.5,6.65
694335,"Svanson, Matt",Matt Svanson,Pitcher,"6' 5""",77.0,13,96.5,6.65
596295,"Gomber, Austin",Austin Gomber,Pitcher,"6' 5""",77.0,340,89.4,6.65
687064,"Young, Brandon",Brandon Young,Pitcher,"6' 6""",78.0,411,93.8,6.64
640448,"Finnegan, Kyle",Kyle Finnegan,Pitcher,"6' 2""",74.0,493,96.3,6.64
672841,"Vargas, Carlos",Carlos Vargas,Pitcher,"6' 4""",76.0,37,97.7,6.64
656222,"Beeks, Jalen",Jalen Beeks,Pitcher,"5' 11""",71.0,480,94.4,6.64
694297,"Pfaadt, Brandon",Brandon Pfaadt,Pitcher,"6' 4""",76.0,682,93.6,6.64
668881,"Greene, Hunter",Hunter Greene,Pitcher,"6' 5""",77.0,947,99.5,6.64
694350,"Brzykcy, Zach",Zach Brzykcy,Pitcher,"6' 2""",74.0,245,94.7,6.63
694646,"McDermott, Chayce",Chayce McDermott,Pitcher,"6' 3""",75.0,105,93.5,6.63
694361,"Klein, Will",Will Klein,Pitcher,"6' 5""",77.0,175,97.9,6.63
642121,"Sulser, Cole",Cole Sulser,Pitcher,"6' 0""",72.0,153,92.9,6.63
650556,"Abreu, Bryan",Bryan Abreu,Pitcher,"6' 1""",73.0,594,97.3,6.63
518886,"Kimbrel, Craig",Craig Kimbrel,Pitcher,"6' 0""",72.0,148,93.5,6.62
607200,"Fedde, Erick",Erick Fedde,Pitcher,"6' 4""",76.0,21,92.8,6.62
678495,"Rodríguez, Randy",Randy Rodríguez,Pitcher,"6' 0""",72.0,448,97.4,6.62
552640,"Kittredge, Andrew",Andrew Kittredge,Pitcher,"6' 1""",73.0,81,94.7,6.62
667755,"Soriano, José",José Soriano,Pitcher,"6' 3""",75.0,239,97.9,6.62
702674,"Dana, Caden",Caden Dana,Pitcher,"6' 4""",76.0,253,94.9,6.62
669432,"Rogers, Trevor",Trevor Rogers,Pitcher,"6' 5""",77.0,665,93.0,6.62
681916,"Smith, Dylan",Dylan Smith,Pitcher,"6' 2""",74.0,82,94.7,6.61
656605,"Keller, Mitch",Mitch Keller,Pitcher,"6' 3""",75.0,999,94.1,6.61
663321,"Hernandez, Nick",Nick Hernandez,Pitcher,"6' 1""",73.0,95,91.3,6.61
656876,"Rasmussen, Drew",Drew Rasmussen,Pitcher,"6' 1""",73.0,816,95.8,6.61
660730,"Rodríguez, Elvin",Elvin Rodríguez,Pitcher,"6' 4""",76.0,154,94.4,6.61
656546,"Hoffman, Jeff",Jeff Hoffman,Pitcher,"6' 5""",77.0,422,96.4,6.6
662253,"Muñoz, Andrés",Andrés Muñoz,Pitcher,"6' 2""",74.0,362,98.4,6.6
670174,"Winckowski, Josh",Josh Winckowski,Pitcher,"6' 4""",76.0,61,94.7,6.6
666171,"Zeferjahn, Ryan",Ryan Zeferjahn,Pitcher,"6' 5""",77.0,324,97.4,6.6
655889,"Rodríguez, Manuel",Manuel Rodríguez,Pitcher,"5' 11""",71.0,70,96.9,6.6
607536,"Freeland, Kyle",Kyle Freeland,Pitcher,"6' 4""",76.0,828,91.6,6.59
676263,"Dreyer, Jack",Jack Dreyer,Pitcher,"6' 2""",74.0,517,92.7,6.59
657612,"Hill, Tim",Tim Hill,Pitcher,"6' 4""",76.0,121,89.9,6.59
477132,"Kershaw, Clayton",Clayton Kershaw,Pitcher,"6' 4""",76.0,612,89.0,6.59
681168,"Curvelo, Luis",Luis Curvelo,Pitcher,"6' 1""",73.0,101,96.3,6.58
663455,"Pilkington, Konnor",Konnor Pilkington,Pitcher,"6' 3""",75.0,295,94.5,6.58
669391,"White, Owen",Owen White,Pitcher,"6' 3""",75.0,38,92.3,6.58
641816,"Mahle, Tyler",Tyler Mahle,Pitcher,"6' 3""",75.0,684,92.0,6.58
500779,"Quintana, Jose",Jose Quintana,Pitcher,"6' 2""",74.0,255,90.4,6.58
676272,"Miller, Bobby",Bobby Miller,Pitcher,"6' 5""",77.0,31,97.6,6.58
663687,"Harris, Hogan",Hogan Harris,Pitcher,"6' 3""",75.0,639,93.5,6.58
642397,"Soto, Gregory",Gregory Soto,Pitcher,"6' 1""",73.0,72,97.2,6.57
448179,"Hill, Rich",Rich Hill,Pitcher,"6' 5""",77.0,63,88.5,6.57
608331,"Fried, Max",Max Fried,Pitcher,"6' 4""",76.0,380,95.9,6.57
696149,"Chandler, Bubba",Bubba Chandler,Pitcher,"6' 3""",75.0,249,98.9,6.57
664854,"Helsley, Ryan",Ryan Helsley,Pitcher,"6' 2""",74.0,445,99.3,6.57
687134,"Blalock, Bradley",Bradley Blalock,Pitcher,"6' 2""",74.0,479,94.6,6.57
656427,"Flaherty, Jack",Jack Flaherty,Pitcher,"6' 4""",76.0,1327,92.9,6.56
805673,"Matthews, Zebby",Zebby Matthews,Pitcher,"6' 5""",77.0,557,96.2,6.56
668678,"Gallen, Zac",Zac Gallen,Pitcher,"6' 2""",74.0,1410,93.5,6.56
664294,"Moreta, Dauri",Dauri Moreta,Pitcher,"6' 2""",74.0,121,94.6,6.56
623149,"Sewald, Paul",Paul Sewald,Pitcher,"6' 3""",75.0,186,90.4,6.56
544150,"Suárez, Albert",Albert Suárez,Pitcher,"6' 3""",75.0,75,93.8,6.55
802419,"Harrington, Thomas",Thomas Harrington,Pitcher,"6' 2""",74.0,81,92.1,6.55
690997,"McLean, Nolan",Nolan McLean,Pitcher,"6' 2""",74.0,98,95.8,6.55
543101,"DeSclafani, Anthony",Anthony DeSclafani,Pitcher,"6' 2""",74.0,114,93.9,6.55
676917,"Cavalli, Cade",Cade Cavalli,Pitcher,"6' 4""",76.0,232,97.2,6.55
815083,"Farris, Mitch",Mitch Farris,Pitcher,"6' 2""",74.0,202,90.3,6.55
472610,"García, Luis",Luis García,Pitcher,"6' 2""",74.0,17,96.8,6.54
663855,"Hicks, Jordan",Jordan Hicks,Pitcher,"6' 2""",74.0,111,97.4,6.54
606930,"Barnes, Jacob",Jacob Barnes,Pitcher,"6' 2""",74.0,54,94.1,6.54
669212,"Morgan, Eli",Eli Morgan,Pitcher,"5' 10""",70.0,39,91.9,6.54
669422,"Sauer, Matt",Matt Sauer,Pitcher,"6' 4""",76.0,112,94.2,6.54
806185,"Birdsong, Hayden",Hayden Birdsong,Pitcher,"6' 5""",77.0,527,95.5,6.54
663765,"Woodford, Jake",Jake Woodford,Pitcher,"6' 4""",76.0,108,93.1,6.54
605154,"Brebbia, John",John Brebbia,Pitcher,"6' 1""",73.0,225,92.6,6.54
682825,"Mey, Luis",Luis Mey,Pitcher,"6' 5""",77.0,8,98.7,6.54
674841,"Alvarez, Andrew",Andrew Alvarez,Pitcher,"6' 3""",75.0,142,91.3,6.54
669020,"Rolison, Ryan",Ryan Rolison,Pitcher,"6' 2""",74.0,315,92.9,6.54
668674,"Erceg, Lucas",Lucas Erceg,Pitcher,"6' 2""",74.0,289,97.6,6.53
681982,"Anderson, Grant",Grant Anderson,Pitcher,"6' 0""",72.0,382,93.5,6.53
671212,"Boyle, Joe",Joe Boyle,Pitcher,"6' 8""",80.0,453,98.5,6.53
660604,"Rangel, Alan",Alan Rangel,Pitcher,"6' 2""",74.0,76,92.8,6.53
670167,"Schreiber, John",John Schreiber,Pitcher,"6' 2""",74.0,331,93.8,6.53
455119,"Martin, Chris",Chris Martin,Pitcher,"6' 8""",80.0,189,94.7,6.53
687911,"King, Bryan",Bryan King,Pitcher,"6' 1""",73.0,656,92.0,6.53
621111,"Buehler, Walker",Walker Buehler,Pitcher,"6' 2""",74.0,554,94.0,6.52
657240,"Merryweather, Julian",Julian Merryweather,Pitcher,"6' 4""",76.0,169,96.0,6.52
592094,"Adam, Jason",Jason Adam,Pitcher,"6' 3""",75.0,247,94.6,6.51
676571,"Poulin, PJ",PJ Poulin,Pitcher,"6' 1""",73.0,186,90.8,6.51
681347,"Burrows, Mike",Mike Burrows,Pitcher,"6' 1""",73.0,602,95.5,6.51
669467,"Pallante, Andre",Andre Pallante,Pitcher,"6' 0""",72.0,1199,94.5,6.51
664126,"Fairbanks, Pete",Pete Fairbanks,Pitcher,"6' 6""",78.0,504,97.3,6.5
677944,"Cecconi, Slade",Slade Cecconi,Pitcher,"6' 4""",76.0,900,94.3,6.5
621107,"Eflin, Zach",Zach Eflin,Pitcher,"6' 6""",78.0,149,92.0,6.5
605177,"Chafin, Andrew",Andrew Chafin,Pitcher,"6' 2""",74.0,123,89.5,6.5
676395,"Garcia, Robert",Robert Garcia,Pitcher,"6' 4""",76.0,436,94.4,6.5
642528,"Loáisiga, Jonathan",Jonathan Loáisiga,Pitcher,"5' 11""",71.0,14,96.8,6.5
669923,"Kirby, George",George Kirby,Pitcher,"6' 4""",76.0,601,96.1,6.5
663947,"Holton, Tyler",Tyler Holton,Pitcher,"6' 2""",74.0,131,92.0,6.5
694363,"Shuster, Jared",Jared Shuster,Pitcher,"6' 3""",75.0,91,92.6,6.5
670059,"Holderman, Colin",Colin Holderman,Pitcher,"6' 6""",78.0,36,97.0,6.49
543243,"Gray, Sonny",Sonny Gray,Pitcher,"5' 10""",70.0,589,91.7,6.49
682171,"Murfee, Penn",Penn Murfee,Pitcher,"6' 2""",74.0,82,88.1,6.49
592779,"Stewart, Brock",Brock Stewart,Pitcher,"6' 3""",75.0,332,96.2,6.49
642048,"Saucedo, Tayler",Tayler Saucedo,Pitcher,"6' 4""",76.0,12,91.2,6.49
665795,"Cabrera, Edward",Edward Cabrera,Pitcher,"6' 5""",77.0,292,97.0,6.49
686993,"Sterner, Justin",Justin Sterner,Pitcher,"6' 1""",73.0,570,93.5,6.49
676083,"Junk, Janson",Janson Junk,Pitcher,"6' 2""",74.0,611,93.6,6.49
660787,"De los Santos, Yerry",Yerry De los Santos,Pitcher,"6' 3""",75.0,65,95.2,6.48
663671,"Enright, Nic",Nic Enright,Pitcher,"6' 3""",75.0,353,93.2,6.48
678692,"Henriquez, Ronny",Ronny Henriquez,Pitcher,"5' 10""",70.0,343,96.7,6.48
693433,"Woo, Bryan",Bryan Woo,Pitcher,"6' 2""",74.0,1284,95.7,6.48
681869,"Dubin, Shawn",Shawn Dubin,Pitcher,"6' 0""",72.0,193,94.3,6.48
665871,"Assad, Javier",Javier Assad,Pitcher,"6' 1""",73.0,72,92.2,6.48
808967,"Yamamoto, Yoshinobu",Yoshinobu Yamamoto,Pitcher,"5' 10""",70.0,982,95.4,6.48
663436,"Martin, Davis",Davis Martin,Pitcher,"6' 2""",74.0,755,94.0,6.48
