session_pitch,fp_mer_duration_s,fp_mer_positive_energy_j,fp_mer_net_energy_j,fp_mer_positive_mean_power_w,fp_mer_negative_energy_j,fp_br_duration_s,fp_br_positive_energy_j,fp_br_net_energy_j,fp_br_positive_mean_power_w,fp_br_negative_energy_j,mer_share_of_fp_br,official_fp_br_j,session,session_mass_kg
2734_5,0.1360999999999999,297.5977435349998,278.70705229499976,2186.610900330639,18.890691240000024,0.16660000000000008,311.48658401499995,282.52366783999986,1869.667371038414,28.96291617500009,0.9554111117693231,311.4866,2734,87.9984
2742_1,0.1028,386.28149620500034,386.28149620500034,3757.602103161482,0.0,0.1388999999999998,424.3964177699998,404.65972213499987,3055.40977516199,19.736695634999933,0.9101902844390743,424.3964,2742,99.792
2742_2,0.08609999999999984,366.10294380999954,366.10294380999954,4252.06671091754,0.0,0.12219999999999986,391.2704584849998,377.9934441599996,3201.8859123158772,13.277014325000152,0.9356774473277413,391.2143,2742,99.792
2742_3,0.08610000000000007,354.2479165850003,354.2479165850003,4114.377660685251,0.0,0.125,386.47702296500006,372.7388614450001,3091.8161837200005,13.738161519999949,0.9166079625310133,386.477,2742,99.792
2742_4,0.10559999999999992,393.9111754149997,393.9111754149997,3730.2194641571973,0.0,0.14169999999999994,433.72150939999995,431.2459216599999,3060.843397318279,2.4755877400000372,0.9082122211552918,433.7215,2742,99.792
2742_5,0.0694999999999999,314.6546335149998,314.6546335149998,4527.404798776982,0.0,0.10559999999999992,339.69305258999987,330.74731897999993,3216.7902707386374,8.945733609999934,0.9262910475086437,339.6931,2742,99.792
2753_1,0.11109999999999998,260.9453553049999,260.9453553049999,2348.7430720522048,0.0,0.1472,279.44027400500005,264.94613975500005,1898.3714266644026,14.494134250000002,0.9338144125221219,279.4403,2753,84.3696
2753_2,0.11389999999999989,265.22300388999986,265.22300388999986,2328.5601746268667,0.0,0.1499999999999999,286.75947440999994,276.7381958349999,1911.7298294000007,10.021278575000053,0.924897091667814,286.7595,2753,84.3696
2753_3,0.11670000000000003,265.6281841500001,265.6281841500001,2276.162674807198,0.0,0.15280000000000005,287.94598881499996,276.81269983999994,1884.4632775850778,11.133288975000028,0.9224930871346895,287.946,2753,84.3696
2753_4,0.11120000000000019,262.79457181500027,262.79457181500027,2363.2605379046745,0.0,0.1473,286.2008471550001,274.50137478000016,1942.9792746435853,11.699472374999914,0.9182173093732197,286.2008,2753,84.3696
2753_5,0.11109999999999998,262.83838263999985,262.83838263999985,2365.7820219621954,0.0,0.1472,284.5844285750001,271.4201642350002,1933.3181289062509,13.164264339999932,0.9235866626860463,284.5844,2753,84.3696
2760_1,0.10270000000000001,294.9058471699999,294.9058471699999,2871.5272363193753,0.0,0.13329999999999997,300.21822696999993,275.2809215099999,2252.199752213053,24.937305460000005,0.982304939131724,300.2182,2760,82.5552
2760_2,0.10549999999999993,301.9183162199999,301.9183162199999,2861.7849878672996,0.0,0.1360999999999999,308.20529342,280.03580049000016,2264.5502822924336,28.16949292999982,0.979601332831644,308.2053,2760,82.5552
2760_3,0.09720000000000018,294.0982885050002,294.0982885050002,3025.7025566357993,0.0,0.12780000000000014,300.2191240650001,277.88527671500003,2349.132426173707,22.333847350000042,0.9796121063937464,300.2191,2760,82.5552
2760_4,0.10000000000000009,294.7608901450002,294.7608901450002,2947.6089014499994,0.0,0.12769999999999992,297.85671792500005,275.7078387100002,2332.472340837903,22.14887921499985,0.9896063187643819,297.8567,2760,82.5552
2760_5,0.1028,300.28670318500014,300.28670318500014,2921.076879231519,0.0,0.13329999999999997,306.91692675499996,283.9259352099999,2302.452563803451,22.990991545000043,0.9783973349397816,306.9169,2760,82.5552
2761_2,0.08329999999999993,246.19141672999982,246.19141672999982,2955.479192436975,0.0,0.11939999999999995,291.718705515,287.74299676000004,2443.2052388190964,3.975708754999971,0.8439342835262266,291.7187,2761,88.9056
2761_3,0.10000000000000009,263.60970934500034,263.60970934500034,2636.097093450001,0.0,0.13329999999999997,317.28740096,316.9534990249999,2380.250569842461,0.33390193500008536,0.8308231229711931,317.2874,2761,88.9056
2761_4,0.09169999999999989,266.57820737499986,266.57820737499986,2907.0687827153783,0.0,0.1277999999999999,315.37677300499996,313.5407454599999,2467.7368779733974,1.8360275450000358,0.845268993131506,315.3768,2761,88.9056
2761_5,0.08610000000000007,261.2531509000002,261.2531509000002,3034.299081300813,0.0,0.11949999999999994,301.0390910699999,299.12734893,2519.155573807532,1.9117421399999444,0.8678379607492623,301.0391,2761,88.9056
2806_1,0.10279999999999989,224.11666329499997,224.11666329499997,2180.1231838035037,0.0,0.13059999999999994,232.046726835,229.89476368499996,1776.774324923431,2.1519631500000287,0.9658255746669557,232.0467,2806,82.1016
2806_2,0.09170000000000011,221.35397623500012,221.35397623500012,2413.8928706106853,0.0,0.11949999999999994,233.553780615,230.92533059500008,1954.4249423849383,2.6284500199999172,0.9477644748551061,233.5538,2806,82.1016
2806_3,0.10280000000000011,231.91293496500018,231.91293496500018,2255.9624023832675,0.0,0.13330000000000009,246.94219334500002,245.38558006,1852.5295824831198,1.5566132850000258,0.9391385563705484,246.9422,2806,82.1016
2806_4,0.09999999999999998,224.84788322999998,224.84788322999998,2248.4788323000002,0.0,0.12770000000000004,233.24357002999992,230.0917832849999,1826.496241425214,3.1517867450000097,0.9640046377316207,233.2436,2806,82.1016
2806_5,0.09719999999999995,231.15685713499994,231.15685713499994,2378.1569664094654,0.0,0.125,239.20451962999994,236.70895819999993,1913.6361570399995,2.4955614300000093,0.9663565617094189,239.2045,2806,82.1016
2811_1,0.18330000000000002,254.4464370349999,254.4464370349999,1388.142046017457,0.0,0.21110000000000007,256.95375121499995,242.94801546999994,1217.2134117243006,14.00573574500001,0.9902421577106998,256.9538,2811,85.2768
2811_2,0.18059999999999987,249.79576201999993,249.79576201999993,1383.1437542635665,0.0,0.21109999999999984,254.76444440000003,239.51419874000013,1206.842465182379,15.250245659999905,0.9804969551708759,254.7644,2811,85.2768
2811_3,0.1806000000000001,259.93595013500004,259.93595013500004,1439.2909752768544,0.0,0.20840000000000014,266.36707902,248.47221978999988,1278.1529703454887,17.894859230000122,0.9758561421754485,266.3671,2811,85.2768
2811_4,0.18059999999999987,248.17301894,248.17301894,1374.1584658914737,0.0,0.2056,249.815452695,241.25491777999997,1215.0557037694552,8.560534915000034,0.9934254116897834,249.8155,2811,85.2768
2811_5,0.18049999999999988,237.99173143,237.99173143,1318.5137475346269,0.0,0.20829999999999993,239.71359577,227.028838015,1150.8093891982721,12.684757755000021,0.9928169934021926,239.7136,2811,85.2768
2812_1,0.12219999999999986,256.4464059449999,256.4464059449999,2098.579426718496,0.0,0.15279999999999982,262.02585031499996,246.59488468499998,1714.8288633180646,15.430965629999974,0.9787065117304549,262.0259,2812,76.2048
2812_2,0.11940000000000017,262.348580135,262.348580135,2197.224289237853,0.0,0.15000000000000013,265.38854411499995,246.52151641499992,1769.2569607666646,18.867027700000023,0.9885452328391288,265.3885,2812,76.2048
2812_3,0.11670000000000003,253.68976948500003,253.68976948500003,2173.862634832905,0.0,0.1499999999999999,260.248025495,240.38804463500014,1734.9868366333342,19.859980859999837,0.9747999778383488,260.248,2812,76.2048
2812_4,0.12230000000000008,264.19026671499995,264.19026671499995,2160.182066353228,0.0,0.15280000000000005,268.23010934499996,250.20297868999984,1755.4326527814128,18.02713065500012,0.98493889205852,268.2301,2812,76.2048
2812_5,0.12780000000000014,251.20078183000004,251.20078183000004,1965.5773226134568,0.0,0.1584000000000001,254.57112368499998,240.7458669399999,1607.1409323547969,13.825256745000075,0.9867607063746542,254.5711,2812,76.2048
2815_1,0.10840000000000005,393.5848943650001,393.5848943650001,3630.856959086715,0.0,0.14450000000000007,458.003032755,441.22731975499994,3169.5711609342543,16.775713000000053,0.8593499741639066,458.003,2815,97.0704
2815_2,0.13050000000000006,419.6338264799997,419.6338264799997,3215.5848772413756,0.0,0.16390000000000016,478.8909118900001,465.88179597000004,2921.8481506406324,13.009115920000056,0.8762618292835518,478.8909,2815,97.0704
2815_3,0.1361000000000001,423.6494259250003,423.6494259250003,3112.780499081557,0.0,0.16660000000000008,465.4604567400001,451.67466865500006,2793.880292557022,13.785788085000036,0.9101727542918756,465.4605,2815,97.0704
2815_4,0.10000000000000009,391.71424268000015,391.71424268000015,3917.1424267999982,0.0,0.13060000000000005,434.54730020000017,422.1497644850002,3327.3147029096476,12.397535714999947,0.9014306210157419,434.5473,2815,97.0704
2815_5,0.10840000000000005,408.2777538250002,408.2777538250002,3766.3999430350555,0.0,0.14169999999999994,449.48580130000005,431.3727560100001,3172.094575158788,18.113045289999945,0.9083218038126718,449.4858,2815,97.0704
2818_1,0.09170000000000011,328.5711816050002,328.5711816050002,3583.1099411668465,0.0,0.12780000000000014,341.11869945,312.57105157999985,2669.160402582157,28.547647870000162,0.963216564013551,341.1187,2818,96.1632
2818_2,0.09170000000000011,327.8216771750002,327.8216771750002,3574.9365013631386,0.0,0.125,336.34493276,315.5632226750001,2690.75946208,20.78171008499993,0.9746591824200854,336.3449,2818,96.1632
2818_3,0.09170000000000011,332.28639032000024,332.28639032000024,3623.6247581243165,0.0,0.125,346.44109183,327.67593530500005,2771.52873464,18.765156524999952,0.9591425444503981,346.4411,2818,96.1632
2818_4,0.09719999999999995,333.94491045999996,333.94491045999996,3435.647226954734,0.0,0.13059999999999983,355.6688380199999,339.929322035,2723.344854670753,15.739515984999912,0.9389209139576676,355.6688,2818,96.1632
2818_5,0.09450000000000003,334.31251637000014,334.31251637000014,3537.698585925926,0.0,0.13060000000000005,352.74672869000005,337.04853354,2700.970357503828,15.69819515000006,0.9477409403952255,352.7467,2818,96.1632
2833_1,0.13329999999999997,326.6610976449999,326.6610976449999,2450.570875056264,0.0,0.16389999999999993,328.769395445,275.5517293800001,2005.9145542708975,53.21766606499989,0.9935873051773982,328.7694,2833,83.916
2833_2,0.125,326.0152268650001,326.0152268650001,2608.121814920001,0.0,0.15549999999999997,328.27259671,278.1673657549999,2111.0777923472674,50.10523095500014,0.9931234898446485,328.2726,2833,83.916
2833_3,0.13060000000000005,338.08091630000007,338.08091630000007,2588.674703675344,0.0,0.1612,339.90643398000003,279.559671105,2108.60070707196,60.346762875000024,0.9946293523819929,339.9064,2833,83.916
2833_4,0.12219999999999986,332.26653782499994,332.26653782499994,2719.0387710720156,0.0,0.15279999999999982,335.373098625,270.80614124500033,2194.850121891364,64.56695737999968,0.9907370006338114,335.3731,2833,83.916
2833_5,0.11660000000000004,332.124779845,332.124779845,2848.4114909519712,0.0,0.1472,335.0858309450001,270.5794114150004,2276.3983080502726,64.50641952999973,0.991163305557715,335.0858,2833,83.916
2840_1,0.09450000000000003,260.5395296300001,260.5395296300001,2757.03205957672,0.0,0.12230000000000008,265.64813840500017,256.0654228400002,2172.1025217089127,9.582715564999944,0.9807692656697199,265.6481,2840,84.8232
2840_2,0.10000000000000009,277.6557121050001,277.6557121050001,2776.5571210499984,0.0,0.1277999999999999,283.03463894500004,269.1040783350002,2214.6685363458546,13.930560609999816,0.9809955175096247,283.0346,2840,84.8232
2840_4,0.08889999999999998,253.92539224999993,253.92539224999993,2856.3036248593926,0.0,0.11670000000000003,259.885226285,252.26707901,2226.9513820479856,7.618147274999984,0.9770674381141455,259.8852,2840,84.8232
2840_5,0.09439999999999982,260.74689731999973,260.74689731999973,2762.1493360169516,0.0,0.12219999999999986,265.56001611999983,252.63905594999983,2173.158888052374,12.92096017,0.9818755892911787,265.56,2840,84.8232
2843_1,0.08609999999999984,289.36215531499954,289.36215531499954,3360.7683544134734,0.0,0.11660000000000004,337.38947392499995,337.37297921999993,2893.563241209261,0.01649470500001371,0.857650216376707,337.1422,2843,83.4624
2843_2,0.08890000000000009,285.7595605300002,285.7595605300002,3214.3932568053983,0.0,0.11950000000000005,330.763250715,330.763250715,2767.8933114225933,0.0,0.863939872135986,330.1769,2843,83.4624
2843_3,0.09719999999999995,291.839003805,291.839003805,3002.4588868827177,0.0,0.13049999999999984,335.5286390499999,335.5263231249999,2571.1006823754815,0.0023159250000048814,0.8697886553925748,335.3369,2843,83.4624
2843_4,0.09719999999999995,294.1879302699999,294.1879302699999,3026.624797016462,0.0,0.13060000000000005,333.77192099499996,333.74676733499996,2555.68086519908,0.025153660000000855,0.8814040719572902,333.633,2843,83.4624
2843_5,0.10000000000000009,284.6155719700001,284.6155719700001,2846.1557196999984,0.0,0.13050000000000006,315.33179145500003,315.14195781000006,2416.33556670498,0.1898336449999647,0.902590793832523,315.3318,2843,83.4624
2853_1,0.11949999999999994,297.86214733,297.86214733,2492.5702705439344,0.0,0.1499999999999999,301.264114275,265.34014037000014,2008.4274285000013,35.923973904999855,0.988707692739353,301.2641,2853,89.3592
2853_3,0.12230000000000008,285.46384894999994,285.19793728999997,2334.127955437447,0.265911659999972,0.15280000000000005,285.46384894999994,237.02669856999992,1868.2189067408367,48.43715038000002,1.0,285.4638,2853,89.3592
2853_4,0.12780000000000014,298.1234376800001,298.1234376800001,2332.734254147103,0.0,0.1584000000000001,300.47284697500004,267.553761235,1896.9245389835849,32.919085740000014,0.9921809597151539,300.4728,2853,89.3592
2853_5,0.11389999999999989,293.0892344099999,293.0892344099999,2573.2154030728725,0.0,0.14440000000000008,295.40528682999997,261.4929422399998,2045.7429835872563,33.912344590000146,0.9921597462088317,295.4053,2853,89.3592
2857_1,0.1028,199.63561433499999,199.63561433499999,1941.9806841926068,0.0,0.13890000000000002,219.98917107,217.49002602,1583.7953280777535,2.49914505000001,0.9074792789299453,219.9892,2857,69.4008
2857_2,0.12220000000000009,217.10277725000012,217.10277725000012,1776.6184717675937,0.0,0.1583000000000001,239.35933112500004,239.20551009000005,1512.061472678458,0.1538210349999929,0.9070161427574472,239.3593,2857,69.4008
2857_3,0.09440000000000004,191.8816884800001,191.8816884800001,2032.645005084746,0.0,0.13050000000000006,213.62195336499994,211.55407671499995,1636.9498342145582,2.067876649999988,0.8982301933741151,213.622,2857,69.4008
2857_4,0.11109999999999998,210.07940039999983,210.07940039999983,1890.9036939693958,0.0,0.15000000000000013,238.45510315000004,236.77742650000002,1589.7006876666655,1.6776766500000235,0.8810019061233909,238.4551,2857,69.4008
2857_5,0.09999999999999987,206.15689327499976,206.15689327499976,2061.5689327500004,0.0,0.13890000000000002,233.58313597999995,232.93418408999992,1681.6640459323248,0.6489518900000348,0.8825846626729572,233.5831,2857,69.4008
2859_1,0.11659999999999981,390.95048921499955,390.95048921499955,3352.920147641511,0.0,0.15279999999999982,437.820490565,416.4914881350001,2865.3173466295843,21.32900242999989,0.8929469900106423,437.8205,2859,93.8952
2859_2,0.10560000000000014,388.37545878000026,388.37545878000026,3677.797905113634,0.0,0.14170000000000016,418.5692296100001,394.83750338500005,2953.9112887085366,23.731726225000045,0.927864332363531,418.5692,2859,93.8952
2859_3,0.11940000000000017,385.4684775900006,385.4684775900006,3228.3792092964827,0.0,0.15549999999999997,436.3719509250001,416.3339836700003,2806.2504882636667,20.037967254999785,0.8833484296433426,436.372,2859,93.8952
2859_4,0.1028,369.5372918400003,369.5372918400003,3594.7207377431937,0.0,0.14159999999999995,425.3184355299999,401.07868843999984,3003.661267867232,24.239747090000037,0.8688485167108044,425.3184,2859,93.8952
2859_5,0.10830000000000006,400.2707124200002,400.2707124200002,3695.9437896583563,0.0,0.14440000000000008,431.868899275,399.24516149,2990.7818509349013,32.623737785,0.9268338449282983,431.8689,2859,93.8952
2860_1,0.08050000000000002,276.93623486500013,276.93623486500013,3440.201675341616,0.0,0.11109999999999998,333.90160968999993,333.61813419,3005.4150287128714,0.2834754999999518,0.829394728351602,333.8325,2860,78.9264
2860_2,0.08339999999999992,283.4681105799997,283.4681105799997,3398.898208393285,0.0,0.11389999999999989,338.05110261000004,337.19114333500005,2967.964026426693,0.8599592749999942,0.8385362697870824,338.0511,2860,78.9264
2860_3,0.0806,271.2907398300002,271.2907398300002,3365.890072332508,0.0,0.11109999999999998,334.60689461000004,334.29692803,3011.763227812782,0.30996658000003663,0.8107745064434557,334.4715,2860,78.9264
2860_5,0.0806,272.3202363500002,272.3202363500002,3378.662982009928,0.0,0.11109999999999998,336.2396807,336.14932007,3026.4597722772282,0.09036063000002059,0.8098991641410995,335.9212,2860,78.9264
2861_1,0.10000000000000009,296.37488779000023,296.37488779000023,2963.7488778999996,0.0,0.13060000000000005,304.07178877,282.35537322499994,2328.2679078866763,21.716415545000075,0.974687224319183,304.0718,2861,82.5552
2861_2,0.09719999999999995,287.41902380000005,287.41902380000005,2956.9858415637877,0.0,0.1277999999999999,297.55104001,281.4081252799999,2328.255399139282,16.142914730000086,0.9659486446101501,297.551,2861,82.5552
2861_3,0.09440000000000004,297.1816809300002,297.1816809300002,3148.1110268008483,0.0,0.1277999999999999,313.50252353,296.1693669350001,2453.0713891236323,17.333156594999934,0.9479403150691448,313.5025,2861,82.5552
2861_4,0.09729999999999994,291.33601235000003,291.33601235000003,2994.203621274411,0.0,0.13059999999999983,304.38724222999997,289.9110758500001,2330.6833248851485,14.476166379999881,0.9571229405530137,304.3872,2861,82.5552
2861_5,0.08889999999999998,291.3481483449998,291.3481483449998,3277.2570117547793,0.0,0.11940000000000017,301.20610094999995,283.0710390699999,2522.6641620602973,18.135061880000023,0.9672717366152004,301.2061,2861,82.5552
2865_1,0.11660000000000004,340.96696587999986,340.9592142199998,2924.244990394509,0.007751660000053562,0.1472,351.79107567999995,328.36942041500026,2389.8850249999996,23.421655264999686,0.969231425842519,351.7911,2865,87.5448
2865_2,0.1277999999999999,334.9879375949999,332.63396781499995,2621.1888700704235,2.353969779999943,0.15839999999999987,343.8505992149999,317.05195899500006,2170.7739849431828,26.79864021999981,0.9742252546884224,343.8506,2865,87.5448
2865_3,0.12230000000000008,334.7656914850002,332.2885082750002,2737.2501347914963,2.477183210000021,0.15280000000000005,346.0019328250001,320.64068052499994,2264.4105551374346,25.36125230000016,0.9675254954553016,346.0019,2865,87.5448
2865_4,0.11380000000000012,346.53034633,346.52956103500003,3045.0821294376065,0.0007852949999573866,0.14440000000000008,359.26932817999995,335.85980823999995,2488.014738088641,23.409519939999996,0.9645419721340155,359.2693,2865,87.5448
2865_5,0.125,333.0557694549999,331.3968160099999,2664.4461556399992,1.6589534450000087,0.1583000000000001,345.3651120950001,318.0707799599999,2181.7126474731513,27.29433213500016,0.9643584652620782,345.3651,2865,87.5448
2882_1,0.08610000000000007,284.941616705,284.941616705,3309.42644256678,0.0,0.11940000000000017,314.80811123500007,300.36126444999996,2636.5838461892763,14.446846785000105,0.9051279383722577,314.8081,2882,88.9056
2882_2,0.09719999999999995,280.7658493499998,280.7658493499998,2888.537544753086,0.0,0.13329999999999997,314.84005777999994,301.50682794499994,2361.890906076519,13.333229834999997,0.8917729571317444,314.8401,2882,88.9056
2882_4,0.10000000000000009,284.2246033000001,284.2246033000001,2842.2460329999985,0.0,0.1361000000000001,319.05021333,304.968872195,2344.233749669359,14.081341135000002,0.8908459904586271,319.0502,2882,88.9056
2882_5,0.08889999999999998,268.7497759299999,268.7497759299999,3023.057097075365,0.0,0.125,299.55827087,285.28264597000015,2396.46616696,14.275624899999855,0.897153582671833,299.5583,2882,88.9056
2889_1,0.1111000000000002,365.9079354300004,365.9079354300004,3293.5007689468925,0.0,0.15280000000000005,389.09397577000016,349.1538339150003,2546.4265429973825,39.940141854999865,0.9404101790727663,389.094,2889,111.132
2889_2,0.10270000000000001,350.01735156999996,350.01735156999996,3408.1533745861725,0.0,0.14440000000000008,373.71244604000015,341.4407445600001,2588.036329916897,32.27170148000005,0.9365953831051589,373.7124,2889,111.132
2889_3,0.11939999999999995,322.0698656099999,322.0698656099999,2697.402559547739,0.0,0.1583000000000001,329.1503347650001,297.02560838,2079.2819631396073,32.12472638500009,0.978488646654255,329.1503,2889,111.132
2889_4,0.11390000000000011,354.69490949000004,354.69490949000004,3114.0905135206294,0.0,0.15280000000000005,366.70640131000005,346.3542965650001,2399.911003337696,20.352104744999963,0.9672449355203758,366.7064,2889,111.132
2889_5,0.11670000000000003,364.9964133099999,364.9964133099999,3127.6470720651228,0.0,0.15560000000000018,376.9289005400001,347.31925975999997,2422.4222399742907,29.60964078000012,0.9683428699340769,376.9289,2889,111.132
2891_1,0.10840000000000005,457.01728234000035,457.01728234000035,4216.026589852399,0.0,0.14169999999999994,491.41576041000013,434.39286168500047,3468.0011320395224,57.02289872499966,0.9300012721584259,491.4158,2891,113.8536
2891_2,0.11389999999999989,478.5009744549998,478.5009744549998,4201.0621111062355,0.0,0.1472,503.3016642849998,437.26334980499956,3419.168914979618,66.03831448000022,0.9507240059195267,503.3017,2891,113.8536
2891_3,0.125,456.36007502000024,456.36007502000024,3650.880600160002,0.0,0.15829999999999989,482.4520800049999,443.72124184999996,3047.7073910612776,38.73083815499996,0.9459179345133526,482.4521,2891,113.8536
2891_4,0.1166999999999998,456.10123825999943,456.10123825999943,3908.3225215081425,0.0,0.1499999999999999,498.241131755,453.2017701649999,3321.6075450333356,45.03936159000011,0.9154226923285771,498.2411,2891,113.8536
2891_5,0.11670000000000003,461.9763919650001,461.9763919650001,3958.6665978149103,0.0,0.1499999999999999,488.19443344,442.68975038000025,3254.6295562666687,45.50468305999976,0.9462959024537462,488.1944,2891,113.8536
2905_1,0.09169999999999989,347.49704486499974,347.49704486499974,3789.4988534896415,0.0,0.125,366.3199464149999,346.3985979699998,2930.559571319999,19.921348445000092,0.9486162254220362,366.3199,2905,99.3384
2905_2,0.10280000000000011,376.9845767750003,376.9845767750003,3667.1651437256796,0.0,0.13330000000000009,391.2801792250001,371.7308187699999,2935.3351779819945,19.54936045500017,0.9634645371551537,391.2802,2905,99.3384
2905_3,0.09450000000000003,381.27923783500006,381.27923783500006,4034.7009294708987,0.0,0.12780000000000002,397.3759830450001,388.37449798500006,3109.3582397887326,9.00148506000005,0.9594924054376552,397.376,2905,99.3384
2905_4,0.1028,383.24406780499993,383.24406780499993,3728.0551342898825,0.0,0.13340000000000019,399.6494948650002,381.36450857500006,2995.873274850072,18.28498629000012,0.9589504621654985,399.6495,2905,99.3384
2905_5,0.09999999999999998,375.58323922999995,375.58323922999995,3755.8323923000003,0.0,0.13050000000000006,394.25339492,382.45952622,3021.0988116475082,11.793868700000019,0.9526442741379855,394.2534,2905,99.3384
2907_1,0.11109999999999998,264.51608742999997,264.51608742999997,2380.882875157516,0.0,0.13880000000000003,272.1039108199999,261.5048557499999,1960.4028157060507,10.59905507000002,0.972114243536105,272.1039,2907,82.5552
2907_2,0.09729999999999994,255.5869673299999,255.5869673299999,2626.7930866392608,0.0,0.1277999999999999,268.96884430499983,259.82254397499986,2104.607545422535,9.146300329999974,0.9502474830883185,268.9688,2907,82.5552
2907_3,0.09999999999999987,260.4607095549998,260.4607095549998,2604.6070955500018,0.0,0.13049999999999984,271.9570615749999,260.2623609,2083.962157662837,11.694700674999922,0.9577273266837764,271.9571,2907,82.5552
2907_4,0.09999999999999987,260.2852301999998,260.2852301999998,2602.852302000001,0.0,0.12769999999999992,269.49334959499987,260.1612443899999,2110.3629568911515,9.332105204999948,0.9658317379303116,269.4933,2907,82.5552
2907_5,0.10270000000000001,264.943145725,264.943145725,2579.7774656767283,0.0,0.13050000000000006,272.60299122500004,259.07026339500004,2088.911810153256,13.532727829999999,0.9719010951949615,272.603,2907,82.5552
2916_1,0.1139,343.86438942499996,343.86438942499996,3019.0025410447756,0.0,0.1472,385.65746342999995,383.954385105,2619.955593953804,1.7030783249999786,0.8916316214049212,385.6575,2916,86.6376
2916_2,0.10559999999999992,341.38255076,341.38255076,3232.7893064393966,0.0,0.1388999999999999,383.69388815,381.701808825,2762.3750046796276,1.9920793250000202,0.8897263190873165,383.6939,2916,86.6376
2916_3,0.10559999999999992,338.3584575599998,338.3584575599998,3204.1520602272735,0.0,0.13890000000000002,387.93254276499994,386.6116585449999,2792.890876637868,1.320884220000039,0.8722095216563698,387.9325,2916,86.6376
2916_4,0.10560000000000003,331.49360459,331.49360459,3139.1439828598477,0.0,0.1361,367.69316992999995,367.31276192499996,2701.6397496693603,0.3804080049999925,0.9015495301506649,367.6932,2916,86.6376
2916_5,0.11110000000000009,344.0421644400002,344.0421644400002,3096.689148874887,0.0,0.14170000000000005,379.42394664999995,378.1889877499999,2677.6566453775567,1.2349589000000378,0.9067486843611436,379.4239,2916,86.6376
2918_1,0.10840000000000005,386.28893511,386.28893511,3563.5510619003676,0.0,0.1361000000000001,419.899943485,414.9691088549999,3085.231032218954,4.930834630000106,0.9199547204125769,419.8999,2918,100.2456
2918_2,0.10550000000000004,388.97437464500024,388.97437464500024,3686.9608971090056,0.0,0.13329999999999986,425.530086965,420.88804961000005,3192.27372066767,4.642037354999957,0.914093707026158,425.5301,2918,100.2456
2918_3,0.10830000000000006,393.4310172250003,393.4310172250003,3632.788709372115,0.0,0.13890000000000002,432.86226802,425.3523763999999,3116.3590210223174,7.509891620000076,0.9089057797174924,432.8623,2918,100.2456
2918_4,0.11109999999999998,388.00606724500005,388.00606724500005,3492.40384558956,0.0,0.13890000000000002,420.09920402,414.1592227349999,3024.472311159107,5.939981285000101,0.9236058138937295,420.0992,2918,100.2456
2918_5,0.10550000000000015,385.51005720000035,385.51005720000035,3654.1237649289083,0.0,0.1361000000000001,420.29011890000004,414.00058649,3088.0978611315186,6.289532410000049,0.9172474913494815,420.2901,2918,100.2456
2919_1,0.11109999999999998,277.01293732499994,277.01293732499994,2493.3657725022504,0.0,0.14159999999999995,282.9601390899999,274.4829119399999,1998.3060670197742,8.477227150000033,0.9789821923889132,282.9601,2919,84.8232
2919_2,0.125,289.78409148500003,289.78409148500003,2318.2727318800003,0.0,0.15549999999999997,299.68414278500006,292.28890199500006,1927.2292140514478,7.395240790000003,0.9669650479067805,299.6841,2919,84.8232
2919_3,0.1166999999999998,285.59514705999976,285.59514705999976,2447.259186461013,0.0,0.1499999999999999,299.25372851000003,291.6622186600001,1995.0248567333347,7.591509849999909,0.9543578570666201,299.2537,2919,84.8232
2919_4,0.11940000000000017,288.1074910550001,288.1074910550001,2412.960561599662,0.0,0.15000000000000013,299.07098577500005,292.634694175,1993.8065718333319,6.436291600000061,0.9633414966965463,299.071,2919,84.8232
2919_5,0.11949999999999994,292.537456555,292.537456555,2448.0121887447713,0.0,0.1499999999999999,305.621309575,302.38694815,2037.4753971666678,3.2343614249999746,0.9571893300300476,305.6213,2919,84.8232
2923_1,0.10270000000000001,225.15296555000003,225.15296555000003,2192.3365681596883,0.0,0.13049999999999984,225.68443733,194.13545446500012,1729.3826615325693,31.548982864999886,0.9976450667742639,225.6844,2923,73.4832
2923_2,0.10000000000000009,205.88778493500007,205.88778493500007,2058.877849349999,0.0,0.13050000000000006,206.79634633000006,176.15926478999992,1584.6463320306511,30.63708154000014,0.9956064920337125,206.7963,2923,73.4832
2923_3,0.09439999999999982,202.29926929499993,202.29926929499993,2143.000734057207,0.0,0.12219999999999986,202.69160739499995,173.80005201500003,1658.687458224224,28.891555379999915,0.9980643594224627,202.6916,2923,73.4832
2923_4,0.10000000000000009,210.97734869500005,210.97734869500005,2109.7734869499986,0.0,0.1277999999999999,211.449704495,183.5572308550001,1654.5360289123641,27.892473639999878,0.9977661080154826,211.4497,2923,73.4832
2923_5,0.09719999999999995,204.73318802999998,204.73318802999998,2106.308518827161,0.0,0.125,205.23966378999998,178.7235973499999,1641.9173103199998,26.51606644000009,0.9975322715373466,205.2397,2923,73.4832
2926_1,0.1028,284.48474954499994,284.48474954499994,2767.3613768968867,0.0,0.1362000000000001,288.4937139450001,236.75186375000004,2118.162363766519,51.74185019500004,0.9861038067513511,288.4937,2926,80.7408
2926_2,0.10000000000000009,288.7847706350002,288.7847706350002,2887.8477063499995,0.0,0.13339999999999996,297.55062109,252.94622530500013,2230.514400974513,44.604395784999866,0.9705399692230909,297.5506,2926,80.7408
