session_pitch,fp_mer_duration_s,fp_mer_positive_energy_j,fp_mer_net_energy_j,fp_mer_positive_mean_power_w,fp_mer_negative_energy_j,fp_br_duration_s,fp_br_positive_energy_j,fp_br_net_energy_j,fp_br_positive_mean_power_w,fp_br_negative_energy_j,mer_share_of_fp_br,official_fp_br_j,session,session_mass_kg
1759_1,0.09440000000000004,294.77292141000004,294.77292141000004,3122.5945064618636,0.0,0.12770000000000015,343.315651375,333.4853809449999,2688.454591816755,9.830270430000098,0.8586061259643031,343.3157,1759,79.38
1759_2,0.09440000000000004,300.9197231200002,300.9197231200002,3187.7089313559327,0.0,0.125,335.107471955,321.0154322350001,2680.85977564,14.092039719999889,0.8979797477043702,335.1075,1759,79.38
1759_3,0.09719999999999995,305.1751594450003,305.1751594450003,3139.662134207824,0.0,0.13059999999999983,340.9462981249998,323.1499065299997,2610.6148401607984,17.796391595000102,0.895082777326754,340.9463,1759,79.38
1778_1,0.10560000000000003,335.73382938500015,335.73382938500015,3179.2976267518943,0.0,0.13890000000000002,369.29134956,358.75787832,2658.685022030237,10.53347124000004,0.909129958730464,369.2913,1778,88.452
1778_2,0.11109999999999998,333.2070078249999,333.2070078249999,2999.162986723672,0.0,0.1472,367.8435076249999,353.3115832149999,2498.936872452445,14.531924409999988,0.9058390345839394,367.8435,1778,88.452
1779_1,0.125,412.4841223549999,412.4841223549999,3299.872978839999,0.0,0.15000000000000013,419.69068339500006,394.01097922999986,2797.937889299998,25.679704165000203,0.9828288753476627,419.6907,1779,103.4208
1779_2,0.11950000000000005,415.6515731050001,415.6515731050001,3478.255841882845,0.0,0.1473000000000001,426.5237720000001,400.7250787099999,2895.6128445349614,25.798693290000244,0.9745097469151145,426.5238,1779,103.4208
1779_3,0.13049999999999995,417.25923604499985,417.25923604499985,3197.388781954023,0.0,0.15550000000000008,424.51688906500004,409.35346577999996,2730.012148327973,15.163423285000079,0.9829037355004057,424.5169,1779,103.4208
1782_1,0.08889999999999998,257.13109331499993,257.13109331499993,2892.3632543869517,0.0,0.12780000000000014,265.0167097550001,206.308285725,2073.6831749217513,58.70842403000009,0.9702448330624505,265.0167,1782,97.524
1782_2,0.09169999999999989,254.77356596999988,254.77356596999988,2778.3376877862615,0.0,0.13339999999999996,261.8579653149999,205.05877682499988,1962.9532632308842,56.799188490000006,0.9729456412124875,261.858,1782,97.524
1782_3,0.09719999999999995,260.39383672999986,260.39383672999986,2678.9489375514404,0.0,0.1361000000000001,268.02922169,217.3476040999999,1969.355045481262,50.68161759000009,0.9715128637397935,268.0292,1782,97.524
1782_4,0.09169999999999989,266.6565380599999,266.6565380599999,2907.922988658672,0.0,0.13049999999999984,270.860695115,234.95059611500002,2075.5608821072824,35.910098999999974,0.9844785266713757,270.3601,1782,97.524
1783_2,0.14440000000000008,313.92448206499995,313.28758197999997,2173.9922580678654,0.6369000849999793,0.1805000000000001,371.901678795,371.23162832,2060.397112437672,0.6700504749999823,0.8441061171924467,371.9017,1783,90.2664
1783_3,0.14169999999999994,316.7225886199997,316.5735721999998,2235.162940155257,0.14901641999995263,0.17500000000000004,373.43556168000003,373.28654526,2133.9174953142856,0.14901642000000948,0.8481318361731224,372.6439,1783,90.2664
1783_4,0.14449999999999996,313.765235115,312.95661844,2171.3857101384087,0.8086166749999961,0.18059999999999998,381.469700005,380.66108333,2112.235326716501,0.8086166749999961,0.8225167952025741,380.8976,1783,90.2664
1783_5,0.14440000000000008,309.5333347800005,308.36569470000046,2143.582650831027,1.1676400800000124,0.18049999999999988,370.174433415,369.006793335,2050.82788595568,1.1676400800000124,0.8361823692804434,369.8855,1783,90.2664
1808_1,0.08620000000000005,281.02205510000016,281.02205510000016,3260.116648491879,0.0,0.12230000000000008,292.9610426350001,264.90002476500007,2395.4296208912506,28.061017870000057,0.9592471837633554,292.961,1808,98.4312
1808_2,0.08339999999999992,281.91819188499977,281.91819188499977,3380.3140513788976,0.0,0.1166999999999998,292.96961624499977,270.77540678499986,2510.450867566412,22.19420945999991,0.962277916387213,292.9696,1808,98.4312
