session,session_mass_kg,pitch_n,fp_br_duration_s,stp_j,jfp_j,reconstructed_total_j,official_total_j,duration_sum_s,stp_sum_j,jfp_sum_j,reconstructed_total_sum_j,stp_mean_power_w,jfp_mean_power_w,total_mean_power_w
2916,86.6376,5,0.14056,222.146402451,157.40751797900003,379.55392043,380.8802,0.7028,1110.732012255,787.0375898950001,1897.76960215,1580.4382644493455,1119.8599742387594,2700.298238688105
2918,100.2456,5,0.13666000000000003,197.92254712000002,219.95132169799996,417.87386881799995,423.73632,0.6833000000000001,989.6127356000001,1099.7566084899997,2089.3693440899997,1448.284407434509,1609.478426006146,3057.7628334406545
2919,84.8232,5,0.14941999999999997,170.89367522899997,119.797459755,290.691134984,297.31804,0.7470999999999999,854.4683761449999,598.987298775,1453.4556749199999,1143.7135271650382,801.7498310467141,1945.4633582117522
2923,73.4832,5,0.12719999999999992,135.91278869499996,45.362331200000035,181.27511989500002,210.37233999999998,0.6359999999999997,679.5639434749999,226.81165600000017,906.3755994750001,1068.4967664701262,356.62210062893126,1425.1188670990575
2926,80.7408,4,0.14237500000000003,179.46445115375002,59.54446911124999,239.008920265,291.9131,0.5695000000000001,717.8578046150001,238.17787644499995,956.03568106,1260.5053636786654,418.2227856804212,1678.7281493590865
2927,79.8336,5,0.13391999999999996,143.77404417499991,170.05040983699996,313.8244540119999,304.90936,0.6695999999999998,718.8702208749995,850.2520491849998,1569.1222700599994,1073.5815723939663,1269.7909934065115,2343.372565800478
2935,90.72,5,0.11448000000000005,151.90302486200002,130.61408099700003,282.517105859,310.97226,0.5724000000000002,759.5151243100001,653.0704049850001,1412.5855292950002,1326.8957447763798,1140.9336215670855,2467.8293663434656
2965,87.0912,5,0.13387999999999994,161.73494748,162.18669888000005,323.92164636,341.81550000000004,0.6693999999999998,808.6747373999999,810.9334944000003,1619.6082318,1208.0590639378552,1211.4333648043032,2419.492428742158
2969,104.7816,3,0.15276666666666663,226.72803463166665,156.85897005666672,383.5870046883333,399.5948333333333,0.45829999999999993,680.1841038949999,470.57691017000013,1150.761014065,1484.145982751473,1026.7879340388397,2510.933916790312
2979,101.6064,5,0.15000000000000008,207.573106851,127.7875063349999,335.36061318599997,381.44604,0.7500000000000004,1037.865534255,638.9375316749995,1676.8030659299998,1383.8207123399993,851.9167088999989,2235.737421239998
