session_pitch,eligible_final_A_to_T,run_pattern,switch_count,final_t_start_time,final_t_phase_fp_br,final_t_minus_mer_ms,final_t_before_mer,stp_positive_fp_br_j,stp_active_duration_s,stp_active_mean_power_w,stp_positive_fp_mer_j,stp_before_final_t_j,stp_after_final_t_j,stp_after_final_t_share,session,session_mass_kg
1717_1,True,T->A->T,2,1.2111,0.7656967840735073,2.8000000000001357,False,110.55663010000004,0.13060000000000005,846.5285612557427,87.0703818349999,91.1333816150001,19.42324848499992,0.17568596715937632,1717,103.4208
1717_3,True,T->A->T,2,1.2556,0.7560000000000002,0.0,True,105.54454067500002,0.125,844.3563254000002,83.71881421500005,83.71881421500005,21.825726459999956,0.20679161916301506,1717,103.4208
1718_1,True,A->T,1,1.4972,0.7954173486088388,8.300000000000196,False,140.05402752500007,0.1180500000000001,1186.3958282507408,113.3348648249999,126.97028270500022,13.083744819999875,0.09341926862948934,1718,97.524
1718_2,True,A->T,1,1.5833,0.8124531132783186,8.299999999999974,False,144.82624772999992,0.12919999999999987,1120.9461898606817,119.66476232499987,132.0826597549998,12.743587975000095,0.08799225399223219,1718,97.524
1718_3,True,A->T->A->T,3,1.4611,0.7776000000000014,8.299999999999974,False,140.58484367500006,0.11530000000000007,1219.2961290112746,114.45464182000022,127.94695840000018,12.637885274999874,0.08989507648645091,1718,97.524
1729_1,True,A->T->A->T,3,2.075,0.7357336956521747,-5.599999999999827,True,227.94003162000004,0.13190000000000013,1728.12760894617,208.6201953100001,194.9376216500006,33.00240996999949,0.1447854935153206,1729,105.6888
1729_2,True,A->T->A->T,3,1.9306,0.7737771739130442,-2.6999999999999247,True,227.18961382,0.13470000000000004,1686.6341040831473,208.59041297500005,202.41360340000023,24.77601041999976,0.10905432692724033,1729,105.6888
1729_3,True,A->T->A->T,3,2.0611,0.7648305084745782,-2.7999999999996916,True,218.88043129999986,0.12914999999999988,1694.7768586914447,203.9450174849996,198.45859080500017,20.421840494999646,0.09330135350020968,1729,105.6888
1759_1,True,A->T->A->T->A->T,5,1.5167,0.9788566953797952,30.59999999999996,False,149.83551912500005,0.12635000000000007,1185.8766848041153,120.61276226499997,149.80847430500003,0.02704482000000147,0.00018049672172483597,1759,79.38
1759_2,False,A->T->A->T->A,4,,,,,146.28854415500004,0.11530000000000007,1268.7644766261922,125.73185454000006,,,,1759,79.38
1759_3,False,A->T->A,2,,,,,152.3485007449999,0.11804999999999977,1290.5421494705652,129.14410127000016,,,,1759,79.38
1778_1,True,A->T,1,0.85,0.640028797696184,-16.70000000000005,True,174.219270095,0.13195,1320.3430852216748,148.84312792500003,109.24695795499994,64.97231214000006,0.37293413125064356,1778,88.452
1778_2,True,A->T,1,0.825,0.6603260869565214,-13.900000000000023,True,179.28279383,0.14299999999999996,1253.7258309790213,149.73787052499995,117.78755937999989,61.49523445000009,0.3430068950638468,1778,88.452
1779_1,True,A->T,1,1.0194,0.4626666666666671,-55.59999999999987,True,220.40035363500002,0.14029999999999998,1570.9219788667144,208.90797558499992,84.07046530000017,136.32988833499985,0.61855566965547,1779,103.4208
1779_2,True,A->T,1,0.9833,0.5091649694501011,-44.50000000000009,True,222.80412326000004,0.13475000000000004,1653.462881335807,208.40713588000008,98.37655239999991,124.42757086000013,0.5584617063607933,1779,103.4208
1779_3,True,A->T,1,1.0056,0.4823151125401931,-55.499999999999886,True,225.76048184,0.14580000000000004,1548.4258013717417,214.0153391449999,90.38152660000009,135.37895523999987,0.599657451723305,1779,103.4208
1782_1,True,A->T->A->T,3,1.5722,0.7824726134585288,11.10000000000011,False,126.24076706000004,0.10560000000000014,1195.4618092803018,113.04272212499993,124.56397852000003,1.6767885399999911,0.013282464761981704,1782,97.524
1782_2,True,A->T->A->T,3,1.75,0.7916041979010491,13.900000000000023,False,129.25631066999995,0.11119999999999997,1162.3768945143884,117.39585827499992,128.36000560999994,0.896305060000015,0.006934323402501732,1782,97.524
1782_3,True,A->T->A->T,3,1.5028,0.7759000734753845,8.399999999999963,False,131.676134565,0.11660000000000015,1129.2978950686093,118.3188915699999,128.1414578899999,3.5346766750000955,0.02684371535264998,1782,97.524
1782_4,True,A->T->A->T,3,1.5417,0.7877394636015336,11.10000000000011,False,129.44808437999993,0.11099999999999977,1166.1989583783802,118.37411361499991,127.41680509500002,2.031279284999942,0.015691845072322907,1782,97.524
1783_2,True,A->T,1,1.2611,0.7385041551246544,-11.099999999999888,True,177.272364605,0.17915000000000014,989.5191995813557,146.55414086,121.07294148000025,56.199423124999754,0.317023035430389,1783,90.2664
1783_3,True,A->T,1,1.2778,0.7462857142857143,-11.099999999999888,True,169.38002143500003,0.17500000000000004,967.8858367714286,142.01022243499983,116.77597745000011,52.6040439849999,0.31056817409358295,1783,90.2664
1783_4,True,A->T,1,1.0944,0.7535991140642304,-8.399999999999963,True,177.50570107499996,0.17920000000000003,990.5452068917407,145.16417766500004,125.8900891250001,51.61561194999989,0.290782840423763,1783,90.2664
1783_5,True,A->T,1,1.2722,0.7385041551246541,-11.10000000000011,True,178.02642525,0.18049999999999988,986.2959847645435,146.45886921000022,120.22227386999997,57.80415138000001,0.32469422052836516,1783,90.2664
1808_1,True,T->A->T,2,1.3222,0.6361406377759611,-8.399999999999963,True,134.81420799500003,0.10420000000000007,1293.8023799904024,120.02386745500007,104.32890873500014,30.485299259999902,0.226128237619662,1808,98.4312
1808_2,True,T->A->T,2,1.1972,0.6426735218509004,-8.399999999999963,True,135.5638216999999,0.10279999999999989,1318.7142188715957,122.24332521499996,106.67000787500001,28.893813824999903,0.21313808848603688,1808,98.4312
1808_3,True,T->A->T,2,1.2139,0.6338893766461806,-5.50000000000006,True,122.01728779500009,0.10000000000000009,1220.1728779499997,110.3843203500001,101.07606691500003,20.941220880000035,0.17162503165275358,1808,98.4312
1808_4,True,A->T,1,1.1139,0.6249999999999992,-8.300000000000196,True,126.41384586000002,0.10004999999999997,1263.5067052473769,112.88885801000012,98.48974889499979,27.92409696500022,0.2208942918794308,1808,98.4312
1808_5,True,A->T,1,1.1639,0.6051136363636354,-8.299999999999974,True,118.63336110499985,0.10559999999999992,1123.4219801609843,107.18430683999975,93.54153232499975,25.091828780000128,0.21150735801704115,1808,98.4312
