session_pitch,eligible_arm_limited,all_frame_n,all_torso_accelerating_fraction,all_torso_accelerating_raw_fraction,all_thorax_net_positive_fraction,all_both_accel_and_net_positive_fraction,all_stp_weighted_accelerating_fraction,all_stp_weighted_net_positive_fraction,all_stp_weighted_both_fraction,all_mean_thorax_shoulder_stp_w,all_mean_arm_shoulder_stp_w,all_mean_thorax_net_seg_pwr_w,all_mean_torso_accel_deg_s2,pre_mer_frame_n,pre_mer_torso_accelerating_fraction,pre_mer_torso_accelerating_raw_fraction,pre_mer_thorax_net_positive_fraction,pre_mer_both_accel_and_net_positive_fraction,pre_mer_stp_weighted_accelerating_fraction,pre_mer_stp_weighted_net_positive_fraction,pre_mer_stp_weighted_both_fraction,pre_mer_mean_thorax_shoulder_stp_w,pre_mer_mean_arm_shoulder_stp_w,pre_mer_mean_thorax_net_seg_pwr_w,pre_mer_mean_torso_accel_deg_s2,session
1346_2,True,31.0,0.3548387096774194,0.3548387096774194,0.2903225806451613,0.2903225806451613,0.3108187591683949,0.2391937823745653,0.2391937823745653,-1260.4672838709678,995.9288032258066,-1238.8989580645161,-2607.8819621793546,29.0,0.3793103448275862,0.3793103448275862,0.3103448275862069,0.3103448275862069,0.32681980049238313,0.25150754878447135,0.25150754878447135,-1282.569975862069,1012.490251724138,-1144.8113862068965,-1684.670289155448,1346
1346_3,True,29.0,0.3103448275862069,0.3103448275862069,0.27586206896551724,0.27586206896551724,0.26510165752323667,0.229089533640804,0.229089533640804,-1241.5205896551724,968.6290586206895,-1607.8839965517238,-2631.7408156690017,28.0,0.32142857142857145,0.32142857142857145,0.2857142857142857,0.2857142857142857,0.27207568054516307,0.23511618657319208,0.23511618657319208,-1256.7502392857143,977.5076785714284,-1600.880164285714,-2144.726895856832,1346
1370_1,True,33.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.06060606060606061,0.2453882124606065,0.17206885131743246,0.02838703927302844,-1559.9587393939396,1159.4647666666667,-1290.540881818182,-2234.6216640162384,33.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.06060606060606061,0.2453882124606065,0.17206885131743246,0.02838703927302844,-1559.9587393939396,1159.4647666666667,-1290.540881818182,-2234.6216640162384,1370
1370_2,True,36.0,0.3611111111111111,0.3611111111111111,0.0,0.0,0.26380273163167994,0.0,0.0,-1463.9261527777778,1127.6147861111112,-3583.0251333333335,-1915.289130375074,36.0,0.3611111111111111,0.3611111111111111,0.0,0.0,0.26380273163167994,0.0,0.0,-1463.9261527777778,1127.6147861111112,-3583.0251333333335,-1915.289130375074,1370
1370_3,True,32.0,0.3125,0.3125,0.0,0.0,0.2582671284210494,0.0,0.0,-1655.929675,1247.3469375,-3323.697628125,-2954.4258733148754,32.0,0.3125,0.3125,0.0,0.0,0.2582671284210494,0.0,0.0,-1655.929675,1247.3469375,-3323.697628125,-2954.4258733148754,1370
1371_2,True,17.0,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.5307034349616365,0.5307034349616365,0.5307034349616365,-1100.847782352941,951.164311764706,1531.5902411764705,4292.106630910509,17.0,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.5307034349616365,0.5307034349616365,0.5307034349616365,-1100.847782352941,951.164311764706,1531.5902411764705,4292.106630910509,1371
1371_3,True,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-860.1823875,650.1940125000001,2545.06285,8153.127160842133,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-860.1823875,650.1940125000001,2545.06285,8153.127160842133,1371
1393_1,True,37.0,0.5945945945945946,0.5945945945945946,0.3783783783783784,0.3783783783783784,0.33004556893353837,0.11099342336516028,0.11099342336516028,-1086.0459864864868,674.429356756757,-243.9971432432432,370.78340839592244,33.0,0.6666666666666666,0.6666666666666666,0.42424242424242425,0.42424242424242425,0.3607428868745881,0.12131684754387415,0.12131684754387415,-1094.3190424242425,691.8315818181819,61.8198545454546,1663.6205580028084,1393
1393_2,True,41.0,0.5365853658536586,0.5121951219512195,0.3902439024390244,0.3170731707317073,0.3797663895915949,0.17000936813576936,0.12128445790290043,-961.2926536585364,618.9429414634146,-463.3637804878049,-779.7529568483701,34.0,0.6470588235294118,0.6176470588235294,0.47058823529411764,0.38235294117647056,0.424601858876387,0.19008078575483633,0.1356033806303068,-1010.2856823529411,667.5598205882352,-98.87946764705882,1521.7152607240953,1393
1393_3,True,40.0,0.575,0.575,0.35,0.35,0.35544768095999707,0.13281283412578737,0.13281283412578737,-929.7725399999999,620.2052474999999,-449.567775,-475.36921810567145,34.0,0.6764705882352942,0.6764705882352942,0.4117647058823529,0.4117647058823529,0.4019485506960032,0.15018785900222786,0.15018785900222786,-980.0073676470589,645.2406529411764,-156.49533235294106,1173.607997445024,1393
1394_1,True,39.0,0.41025641025641024,0.41025641025641024,0.28205128205128205,0.28205128205128205,0.27381879891208294,0.16014220334174728,0.16014220334174728,-1718.8224076923077,1373.3248717948718,-1635.8838897435896,-466.0641418911512,39.0,0.41025641025641024,0.41025641025641024,0.28205128205128205,0.28205128205128205,0.27381879891208294,0.16014220334174728,0.16014220334174728,-1718.8224076923077,1373.3248717948718,-1635.8838897435896,-466.0641418911512,1394
1394_2,True,41.0,0.4146341463414634,0.4146341463414634,0.3170731707317073,0.3170731707317073,0.2688532015590092,0.17614034585701074,0.17614034585701074,-1672.345473170732,1295.9243902439025,-1319.4843317073169,-509.5213134353767,41.0,0.4146341463414634,0.4146341463414634,0.3170731707317073,0.3170731707317073,0.2688532015590092,0.17614034585701074,0.17614034585701074,-1672.345473170732,1295.9243902439025,-1319.4843317073169,-509.5213134353767,1394
1394_3,True,41.0,0.4146341463414634,0.4146341463414634,0.36585365853658536,0.36585365853658536,0.24566683944781556,0.19760671765536597,0.19760671765536597,-1653.6816731707315,1319.6636658536586,-1234.509419512195,-309.9582546130724,41.0,0.4146341463414634,0.4146341463414634,0.36585365853658536,0.36585365853658536,0.24566683944781556,0.19760671765536597,0.19760671765536597,-1653.6816731707315,1319.6636658536586,-1234.509419512195,-309.9582546130724,1394
1403_1,True,34.0,0.6176470588235294,0.6176470588235294,0.7941176470588235,0.5882352941176471,0.4633341396335922,0.6757788318985241,0.4257284535106665,-973.5768294117648,741.112005882353,1729.7418911764707,1886.1997574905647,34.0,0.6176470588235294,0.6176470588235294,0.7941176470588235,0.5882352941176471,0.4633341396335922,0.6757788318985241,0.4257284535106665,-973.5768294117648,741.112005882353,1729.7418911764707,1886.1997574905647,1403
1403_2,True,33.0,0.6060606060606061,0.6060606060606061,0.7272727272727273,0.5757575757575758,0.45674668935539314,0.602075344542912,0.4156843641540588,-965.5751727272727,719.4424333333334,1639.819021212121,1622.7416891471269,33.0,0.6060606060606061,0.6060606060606061,0.7272727272727273,0.5757575757575758,0.45674668935539314,0.602075344542912,0.4156843641540588,-965.5751727272727,719.4424333333334,1639.819021212121,1622.7416891471269,1403
1403_3,True,31.0,0.6129032258064516,0.6129032258064516,0.6451612903225806,0.5161290322580645,0.494787751007872,0.531321096870894,0.376809453022631,-1044.9192483870968,769.0637258064517,1699.5836258064514,1399.371085276908,31.0,0.6129032258064516,0.6129032258064516,0.6451612903225806,0.5161290322580645,0.494787751007872,0.531321096870894,0.376809453022631,-1044.9192483870968,769.0637258064517,1699.5836258064514,1399.371085276908,1403
1561_1,True,19.0,0.42105263157894735,0.42105263157894735,0.0,0.0,0.36084141877653975,0.0,0.0,-2571.3190578947365,1982.680536842105,-1786.1775157894735,-2976.8533904667893,19.0,0.42105263157894735,0.42105263157894735,0.0,0.0,0.36084141877653975,0.0,0.0,-2571.3190578947365,1982.680536842105,-1786.1775157894735,-2976.8533904667893,1561
1561_2,True,18.0,0.3888888888888889,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.32704452096868125,0.22644352413177052,0.22644352413177052,-2587.5195,2059.2491833333333,-755.6150888888889,-3222.5399328856747,18.0,0.3888888888888889,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.32704452096868125,0.22644352413177052,0.22644352413177052,-2587.5195,2059.2491833333333,-755.6150888888889,-3222.5399328856747,1561
1561_3,True,19.0,0.42105263157894735,0.42105263157894735,0.0,0.0,0.3574914645144542,0.0,0.0,-2648.4467736842107,2101.8259421052635,-1366.0853421052632,-2739.570718980621,19.0,0.42105263157894735,0.42105263157894735,0.0,0.0,0.3574914645144542,0.0,0.0,-2648.4467736842107,2101.8259421052635,-1366.0853421052632,-2739.570718980621,1561
1562_1,True,15.0,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.45939099923212634,0.32738766617745674,0.32738766617745674,-2174.2052200000003,1720.751893333333,1075.4455333333328,1888.8729459784556,15.0,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.5333333333333333,0.45939099923212634,0.32738766617745674,0.32738766617745674,-2174.2052200000003,1720.751893333333,1075.4455333333328,1888.8729459784556,1562
1562_2,True,15.0,0.6,0.6,0.8,0.6,0.40519337171103265,0.6480770006037891,0.40519337171103265,-2205.5610533333333,1666.0890933333335,2643.555153333334,1723.6388648751483,15.0,0.6,0.6,0.8,0.6,0.40519337171103265,0.6480770006037891,0.40519337171103265,-2205.5610533333333,1666.0890933333335,2643.555153333334,1723.6388648751483,1562
1562_3,True,15.0,0.6,0.6,0.6,0.6,0.36323717742185424,0.36323717742185424,0.36323717742185424,-2159.6954200000005,1657.6102199999998,1317.2934466666663,1061.8618371573316,15.0,0.6,0.6,0.6,0.6,0.36323717742185424,0.36323717742185424,0.36323717742185424,-2159.6954200000005,1657.6102199999998,1317.2934466666663,1061.8618371573316,1562
