session_pitch,eligible_arm_limited,all_frame_n,all_torso_accelerating_fraction,all_torso_accelerating_raw_fraction,all_thorax_net_positive_fraction,all_both_accel_and_net_positive_fraction,all_stp_weighted_accelerating_fraction,all_stp_weighted_net_positive_fraction,all_stp_weighted_both_fraction,all_mean_thorax_shoulder_stp_w,all_mean_arm_shoulder_stp_w,all_mean_thorax_net_seg_pwr_w,all_mean_torso_accel_deg_s2,pre_mer_frame_n,pre_mer_torso_accelerating_fraction,pre_mer_torso_accelerating_raw_fraction,pre_mer_thorax_net_positive_fraction,pre_mer_both_accel_and_net_positive_fraction,pre_mer_stp_weighted_accelerating_fraction,pre_mer_stp_weighted_net_positive_fraction,pre_mer_stp_weighted_both_fraction,pre_mer_mean_thorax_shoulder_stp_w,pre_mer_mean_arm_shoulder_stp_w,pre_mer_mean_thorax_net_seg_pwr_w,pre_mer_mean_torso_accel_deg_s2,session
1574_1,True,18.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.39266778369017197,0.18290290509094953,0.0,-860.3648499999999,543.3918722222221,-441.94471111111113,-2665.22590094724,18.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.39266778369017197,0.18290290509094953,0.0,-860.3648499999999,543.3918722222221,-441.94471111111113,-2665.22590094724,1574
1574_2,True,23.0,0.391304347826087,0.391304347826087,0.08695652173913043,0.0,0.22581042872980156,0.12052297377074045,0.0,-1176.3428565217391,973.4863478260867,-1074.4295608695652,-2111.108204443773,23.0,0.391304347826087,0.391304347826087,0.08695652173913043,0.0,0.22581042872980156,0.12052297377074045,0.0,-1176.3428565217391,973.4863478260867,-1074.4295608695652,-2111.108204443773,1574
1574_3,True,22.0,0.4090909090909091,0.4090909090909091,0.0,0.0,0.26085306861104546,0.0,0.0,-1182.1097181818184,945.4573454545455,-1270.0407181818182,-1456.0066698838432,22.0,0.4090909090909091,0.4090909090909091,0.0,0.0,0.26085306861104546,0.0,0.0,-1182.1097181818184,945.4573454545455,-1270.0407181818182,-1456.0066698838432,1574
1581_1,True,21.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.20078898601506634,0.718028786852353,0.20078898601506634,-1684.378566666667,1270.6882285714285,712.9662904761905,-1126.4710213840106,21.0,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.20078898601506634,0.718028786852353,0.20078898601506634,-1684.378566666667,1270.6882285714285,712.9662904761905,-1126.4710213840106,1581
1581_2,True,19.0,0.3157894736842105,0.3157894736842105,0.631578947368421,0.2631578947368421,0.2844417163991871,0.645195686267443,0.22983765812876095,-1880.5932052631576,1375.0437105263159,732.1684263157895,-3749.9153681190983,19.0,0.3157894736842105,0.3157894736842105,0.631578947368421,0.2631578947368421,0.2844417163991871,0.645195686267443,0.22983765812876095,-1880.5932052631576,1375.0437105263159,732.1684263157895,-3749.9153681190983,1581
1581_3,True,20.0,0.3,0.3,0.75,0.3,0.2384972066333133,0.7451725347525231,0.2384972066333133,-1748.31521,1274.8362200000001,874.6944300000001,-1510.0275145104868,20.0,0.3,0.3,0.75,0.3,0.2384972066333133,0.7451725347525231,0.2384972066333133,-1748.31521,1274.8362200000001,874.6944300000001,-1510.0275145104868,1581
1601_1,True,33.0,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.30303030303030304,0.12962782251571645,0.5725185049076137,0.10994981999862138,-1872.3634878787877,1179.3705606060607,903.2303727272728,-1605.2269331065604,33.0,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.30303030303030304,0.12962782251571645,0.5725185049076137,0.10994981999862138,-1872.3634878787877,1179.3705606060607,903.2303727272728,-1605.2269331065604,1601
1601_2,True,39.0,0.41025641025641024,0.41025641025641024,0.7435897435897436,0.41025641025641024,0.13527487850570902,0.51380080731717,0.13527487850570902,-1708.6173948717949,1061.6664487179487,1150.0508846153843,-604.8492059822968,39.0,0.41025641025641024,0.41025641025641024,0.7435897435897436,0.41025641025641024,0.13527487850570902,0.51380080731717,0.13527487850570902,-1708.6173948717949,1061.6664487179487,1150.0508846153843,-604.8492059822968,1601
1601_3,True,33.0,0.3939393939393939,0.3939393939393939,0.6666666666666666,0.3333333333333333,0.1612376237086416,0.4718956377700649,0.10970423726986363,-1766.0194787878786,1086.0002181818181,870.0440484848485,-1036.452310703753,33.0,0.3939393939393939,0.3939393939393939,0.6666666666666666,0.3333333333333333,0.1612376237086416,0.4718956377700649,0.10970423726986363,-1766.0194787878786,1086.0002181818181,870.0440484848485,-1036.452310703753,1601
1603_1,True,19.0,0.2631578947368421,0.2631578947368421,1.0,0.2631578947368421,0.2613180171968285,1.0,0.2613180171968285,-2124.96282631579,1418.4457315789473,1459.197642105263,-7062.910774414038,18.0,0.2777777777777778,0.2777777777777778,1.0,0.2777777777777778,0.27818150218511717,1.0,0.27818150218511717,-2144.2883388888895,1406.4844166666667,1503.9706999999999,-6673.488057470385,1603
1603_2,True,19.0,0.21052631578947367,0.21052631578947367,1.0,0.21052631578947367,0.20234402707469482,1.0,0.20234402707469482,-2098.5884947368418,1446.5478736842106,2075.3233421052632,-7358.484648374183,18.0,0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,0.21588298604540632,1.0,0.21588298604540632,-2114.074044444444,1431.152388888889,2135.007916666667,-6966.311938022065,1603
1603_3,True,16.0,0.125,0.125,1.0,0.125,0.10518297072985429,1.0,0.10518297072985429,-2382.0460625,1524.586875,990.4687312500001,-8294.560954063974,16.0,0.125,0.125,1.0,0.125,0.10518297072985429,1.0,0.10518297072985429,-2382.0460625,1524.586875,990.4687312500001,-8294.560954063974,1603
1612_1,True,26.0,0.5,0.5,1.0,0.5,0.3337902000840265,1.0,0.3337902000840265,-1363.8234346153845,1187.8765307692308,2542.777596153846,-703.9421335309453,26.0,0.5,0.5,1.0,0.5,0.3337902000840265,1.0,0.3337902000840265,-1363.8234346153845,1187.8765307692308,2542.777596153846,-703.9421335309453,1612
1612_2,True,34.0,0.35294117647058826,0.35294117647058826,1.0,0.35294117647058826,0.21052750578754142,1.0,0.21052750578754142,-1609.938094117647,1470.200326470588,2047.7254823529413,-2171.51504652993,34.0,0.35294117647058826,0.35294117647058826,1.0,0.35294117647058826,0.21052750578754142,1.0,0.21052750578754142,-1609.938094117647,1470.200326470588,2047.7254823529413,-2171.51504652993,1612
1612_3,True,30.0,0.3333333333333333,0.3333333333333333,0.9333333333333333,0.3333333333333333,0.16710528387648219,0.8982113980336027,0.16710528387648219,-1534.13698,1358.64103,2066.011293333333,-2036.0498173368512,30.0,0.3333333333333333,0.3333333333333333,0.9333333333333333,0.3333333333333333,0.16710528387648219,0.8982113980336027,0.16710528387648219,-1534.13698,1358.64103,2066.011293333333,-2036.0498173368512,1612
1615_1,True,21.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.3905028259939087,0.5510812232974157,0.3905028259939087,-1769.4667333333334,1357.0783904761904,121.28294285714277,-3626.1224682715365,21.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.3905028259939087,0.5510812232974157,0.3905028259939087,-1769.4667333333334,1357.0783904761904,121.28294285714277,-3626.1224682715365,1615
1615_2,True,24.0,0.375,0.375,0.16666666666666666,0.041666666666666664,0.34531802996667843,0.19198918688266756,0.03997391192867546,-1833.8611125,1435.7839458333335,-70.79489166666663,-3741.8318118490256,24.0,0.375,0.375,0.16666666666666666,0.041666666666666664,0.34531802996667843,0.19198918688266756,0.03997391192867546,-1833.8611125,1435.7839458333335,-70.79489166666663,-3741.8318118490256,1615
1620_1,True,24.0,0.5833333333333334,0.5833333333333334,0.75,0.4166666666666667,0.5012138732293155,0.7324337552587471,0.32435793743446373,-1443.4746749999997,1154.0435,1179.6889416666668,-65.43577063973741,24.0,0.5833333333333334,0.5833333333333334,0.75,0.4166666666666667,0.5012138732293155,0.7324337552587471,0.32435793743446373,-1443.4746749999997,1154.0435,1179.6889416666668,-65.43577063973741,1620
1620_3,True,22.0,0.5,0.5,1.0,0.5,0.4207036499308013,1.0,0.4207036499308013,-1504.4410636363637,1171.7284409090908,1533.892468181818,-906.5595248741818,22.0,0.5,0.5,1.0,0.5,0.4207036499308013,1.0,0.4207036499308013,-1504.4410636363637,1171.7284409090908,1533.892468181818,-906.5595248741818,1620
1623_1,True,18.0,0.4444444444444444,0.4444444444444444,0.5,0.4444444444444444,0.2036138571394848,0.24323260186592502,0.2036138571394848,-1433.4585944444445,1301.67845,394.1519,-1557.1938951834786,15.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.23971433494633185,0.23971433494633185,0.23971433494633185,-1448.93222,1326.7780733333336,500.91408666666666,46.649922743840335,1623
1623_2,True,16.0,0.3125,0.3125,0.625,0.3125,0.1305332154381751,0.4859525449242833,0.1305332154381751,-1540.2419875,1498.4782500000001,992.1604625,-2740.496142929962,14.0,0.35714285714285715,0.35714285714285715,0.7142857142857143,0.35714285714285715,0.1513946404020103,0.5636160156194048,0.1513946404020103,-1517.5858928571429,1476.5662142857143,1235.9866285714286,-1747.5001666534101,1623
1623_3,True,15.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.2109459586035096,0.2109459586035096,0.2109459586035096,-1360.45682,1254.5288933333331,110.9091733333332,-1402.755512104421,12.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.26969597864503186,0.26969597864503186,0.26969597864503186,-1323.1494,1226.5561083333332,292.86659999999983,622.70658032827,1623
1665_1,True,33.0,0.30303030303030304,0.30303030303030304,0.8787878787878788,0.30303030303030304,0.26865613575272485,0.7892101692671154,0.26865613575272485,-2011.2187696969697,1601.276487878788,1689.8158424242422,-2319.1123514258575,33.0,0.30303030303030304,0.30303030303030304,0.8787878787878788,0.30303030303030304,0.26865613575272485,0.7892101692671154,0.26865613575272485,-2011.2187696969697,1601.276487878788,1689.8158424242422,-2319.1123514258575,1665
1665_2,True,29.0,0.2413793103448276,0.2413793103448276,0.8620689655172413,0.2413793103448276,0.23705979817342873,0.78926112458555,0.23705979817342873,-2056.498072413793,1580.5177517241382,1710.9947103448278,-3716.466475768136,29.0,0.2413793103448276,0.2413793103448276,0.8620689655172413,0.2413793103448276,0.23705979817342873,0.78926112458555,0.23705979817342873,-2056.498072413793,1580.5177517241382,1710.9947103448278,-3716.466475768136,1665
1665_3,True,32.0,0.28125,0.28125,0.75,0.21875,0.24906629976375602,0.6283879580925017,0.18851733799198325,-2108.9982250000003,1595.7628125,1249.763296875,-2558.895060885421,31.0,0.2903225806451613,0.2903225806451613,0.7419354838709677,0.22580645161290322,0.25956360992583116,0.6127257554277286,0.1964627122546099,-2107.4741290322586,1580.6211451612903,1234.9972677419353,-2545.165894143166,1665
1668_1,True,21.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3564391674292003,1.0,0.3564391674292003,-1534.791161904762,1026.4757523809524,1554.6266333333333,-3732.673432890384,21.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3564391674292003,1.0,0.3564391674292003,-1534.791161904762,1026.4757523809524,1554.6266333333333,-3732.673432890384,1668
1668_2,True,21.0,0.38095238095238093,0.38095238095238093,1.0,0.38095238095238093,0.34857849001882235,1.0,0.34857849001882235,-1529.8770571428572,1127.9027238095239,1816.774223809524,-2725.0265016311205,21.0,0.38095238095238093,0.38095238095238093,1.0,0.38095238095238093,0.34857849001882235,1.0,0.34857849001882235,-1529.8770571428572,1127.9027238095239,1816.774223809524,-2725.0265016311205,1668
1668_3,True,25.0,0.4,0.4,1.0,0.4,0.3690248735922678,1.0,0.3690248735922678,-1381.777584,1016.5652240000001,2163.177808,-2872.4701528618393,25.0,0.4,0.4,1.0,0.4,0.3690248735922678,1.0,0.3690248735922678,-1381.777584,1016.5652240000001,2163.177808,-2872.4701528618393,1668
1688_1,True,17.0,0.058823529411764705,0.058823529411764705,1.0,0.058823529411764705,0.033383715785983425,1.0,0.033383715785983425,-1989.1500000000005,1684.2816000000003,3886.3241,-3642.752248749334,17.0,0.058823529411764705,0.058823529411764705,1.0,0.058823529411764705,0.033383715785983425,1.0,0.033383715785983425,-1989.1500000000005,1684.2816000000003,3886.3241,-3642.752248749334,1688
1688_2,True,16.0,0.1875,0.1875,1.0,0.1875,0.18471596281599897,1.0,0.18471596281599897,-2016.9681687500001,1708.3234187500002,3363.2258312500003,-5585.417590146333,16.0,0.1875,0.1875,1.0,0.1875,0.18471596281599897,1.0,0.18471596281599897,-2016.9681687500001,1708.3234187500002,3363.2258312500003,-5585.417590146333,1688
1717_1,True,25.0,0.12,0.08,0.28,0.12,0.1488911099787919,0.3233146459780481,0.1488911099787919,-1463.7310320000001,939.3346519999999,-242.64417199999997,-2557.2668452331327,25.0,0.12,0.08,0.28,0.12,0.1488911099787919,0.3233146459780481,0.1488911099787919,-1463.7310320000001,939.3346519999999,-242.64417199999997,-2557.2668452331327,1717
1717_3,True,27.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.4568149375761219,0.0,-1304.208959259259,901.5454333333332,327.01441851851854,-3052.7860429767143,27.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.4568149375761219,0.0,-1304.208959259259,901.5454333333332,327.01441851851854,-3052.7860429767143,1717
1718_1,True,35.0,0.5428571428571428,0.5428571428571428,0.34285714285714286,0.3142857142857143,0.4905164889674076,0.3598050524311241,0.3204864231077169,-1793.4032828571426,1294.96856,-726.2684885714285,-432.92474469118,33.0,0.5757575757575758,0.5757575757575758,0.3333333333333333,0.3333333333333333,0.5302171310904363,0.3464254426417461,0.3464254426417461,-1779.2012424242423,1270.6126727272729,-776.7651363636363,106.29777332334902,1718
1718_2,True,39.0,0.5128205128205128,0.5128205128205128,0.3333333333333333,0.20512820512820512,0.4317607738767472,0.38635174108439496,0.22165123460376895,-1657.828587179487,1208.0118820512819,-862.4654205128204,495.83574999640143,37.0,0.5405405405405406,0.5405405405405406,0.32432432432432434,0.21621621621621623,0.46147931129246317,0.3771883828865902,0.23690771668218064,-1641.6918270270269,1191.3106864864862,-897.384781081081,974.9023159676211,1718
1718_3,True,33.0,0.48484848484848486,0.48484848484848486,0.3333333333333333,0.2727272727272727,0.42347538329024753,0.3442893422786497,0.2768243758887244,-1854.9085363636364,1323.5240666666668,-864.929803030303,-1049.8712705065361,31.0,0.5161290322580645,0.5161290322580645,0.3548387096774194,0.2903225806451613,0.45793498327486276,0.3723053108143154,0.29935049578972006,-1838.5380096774195,1302.892058064516,-868.4395451612903,-466.1056478492608,1718
1729_1,True,20.0,0.45,0.45,0.7,0.45,0.2870891536011066,0.5739714030563117,0.2870891536011066,-2038.8826600000004,1787.3493999999998,905.9220550000002,1379.5353152937691,20.0,0.45,0.45,0.7,0.45,0.2870891536011066,0.5739714030563117,0.2870891536011066,-2038.8826600000004,1787.3493999999998,905.9220550000002,1379.5353152937691,1729
1729_2,True,22.0,0.4090909090909091,0.4090909090909091,0.6818181818181818,0.4090909090909091,0.24235163914216523,0.5528162036723023,0.24235163914216523,-2004.5363636363638,1789.5813,929.4625227272729,748.956021114906,22.0,0.4090909090909091,0.4090909090909091,0.6818181818181818,0.4090909090909091,0.24235163914216523,0.5528162036723023,0.24235163914216523,-2004.5363636363638,1789.5813,929.4625227272729,748.956021114906,1729
1729_3,True,17.0,0.35294117647058826,0.35294117647058826,0.7058823529411765,0.35294117647058826,0.21514635348865704,0.650871218750659,0.21514635348865704,-2133.2648235294114,1910.7344176470588,1014.5489529411763,-643.4523145348323,17.0,0.35294117647058826,0.35294117647058826,0.7058823529411765,0.35294117647058826,0.21514635348865704,0.650871218750659,0.21514635348865704,-2133.2648235294114,1910.7344176470588,1014.5489529411763,-643.4523145348323,1729
1759_1,True,34.0,0.5,0.5,1.0,0.5,0.4363570584105924,1.0,0.4363570584105924,-1374.9113529411766,1153.7405970588234,933.9196264705884,-2580.4955257302586,24.0,0.7083333333333334,0.7083333333333334,1.0,0.7083333333333334,0.5738131063682116,1.0,0.5738131063682116,-1432.5644916666668,1242.9320666666665,994.8859041666668,1247.1606552947658,1759
1759_2,True,32.0,0.53125,0.53125,0.875,0.53125,0.450965330475728,0.8016902194293564,0.450965330475728,-1361.7070375,1152.503434375,630.6987999999999,-1880.9237400582115,25.0,0.68,0.68,0.92,0.68,0.5456014361349603,0.8656041006888271,0.5456014361349603,-1369.03996,1219.326056,635.442564,634.8016281608457,1759
1759_3,True,33.0,0.6060606060606061,0.6060606060606061,0.7878787878787878,0.3939393939393939,0.4994925647957281,0.8194933989902833,0.3189859637860113,-1213.1250696969698,1020.7632454545455,598.0687181818183,29.94115010221801,27.0,0.7407407407407407,0.7407407407407407,0.7407407407407407,0.48148148148148145,0.5957113282618358,0.7847218664976467,0.38043319475948245,-1207.974525925926,1046.0883518518517,481.87222222222226,2444.8889750816784,1759
1778_1,True,32.0,0.6875,0.6875,0.65625,0.34375,0.5772015951984681,0.6612814096225598,0.23848300482102766,-1416.1861625000001,1199.984690625,853.674559375,2611.930738239669,32.0,0.6875,0.6875,0.65625,0.34375,0.5772015951984681,0.6612814096225598,0.23848300482102766,-1416.1861625000001,1199.984690625,853.674559375,2611.930738239669,1778
1778_2,True,35.0,0.7142857142857143,0.7142857142857143,0.6857142857142857,0.4,0.6056411283569941,0.6982103050446988,0.303851433401693,-1410.0565514285715,1185.3020714285715,980.0772342857144,2589.1107293474197,35.0,0.7142857142857143,0.7142857142857143,0.6857142857142857,0.4,0.6056411283569941,0.6982103050446988,0.303851433401693,-1410.0565514285715,1185.3020714285715,980.0772342857144,2589.1107293474197,1778
1779_1,True,25.0,0.88,0.88,1.0,0.88,0.8313217462151523,1.0,0.8313217462151523,-1408.382592,1186.318332,1864.4555719999998,4765.186103025087,25.0,0.88,0.88,1.0,0.88,0.8313217462151523,1.0,0.8313217462151523,-1408.382592,1186.318332,1864.4555719999998,4765.186103025087,1779
1779_2,True,27.0,0.7407407407407407,0.7407407407407407,1.0,0.7407407407407407,0.6481547872460899,1.0,0.6481547872460899,-1519.516825925926,1288.5797037037037,1911.136114814815,4022.5487658894326,27.0,0.7407407407407407,0.7407407407407407,1.0,0.7407407407407407,0.6481547872460899,1.0,0.6481547872460899,-1519.516825925926,1288.5797037037037,1911.136114814815,4022.5487658894326,1779
1779_3,True,27.0,0.9259259259259259,0.9259259259259259,1.0,0.9259259259259259,0.8923982676023609,1.0,0.8923982676023609,-1403.261448148148,1179.0313259259258,1569.1755481481482,5069.97671593312,27.0,0.9259259259259259,0.9259259259259259,1.0,0.9259259259259259,0.8923982676023609,1.0,0.8923982676023609,-1403.261448148148,1179.0313259259258,1569.1755481481482,5069.97671593312,1779
