session_pitch,fp_mer_duration_s,positive_total_j,gated_stp_j,gated_jfp_j,conservation_error_j,stp_positive_j,stp_negative_j,jfp_positive_j,jfp_negative_j,mean_force_n,mean_shoulder_jc_speed_m_s,mean_force_velocity_alignment,official_jfp_vs_force_velocity_r,official_jfp_force_velocity_mae_w,thorax_limited_fraction,arm_limited_fraction,max_torso_rotational_velo,max_rotation_hip_shoulder_separation,rotation_hip_shoulder_separation_fp,session,session_mass_kg
1346_1,0.11119999999999997,246.08117789500002,106.75362713999999,139.32755075500003,0.0,106.75362713999999,0.0,142.97788908,-3.650338324999982,389.92388139215046,4.600407046848742,-0.2661290796538779,-0.8276057759442763,2089.6058690363006,0.21951219512195122,0.7804878048780488,1152.9967,40.9342,40.9342,1346,72.1224
1346_2,0.1137999999999999,248.12286861499987,109.10237245499992,139.02049615999996,-2.842170943040401e-14,109.10237245499992,0.0,143.63014438499994,-4.609648224999984,394.7156990969637,4.552205379377931,-0.2724383456131402,-0.847647034995798,2143.3046557273124,0.30952380952380953,0.6904761904761905,1158.6598,41.5219,41.4364,1346,72.1224
1346_3,0.11669999999999991,247.44895518999985,107.63169584999993,139.81725933999996,-5.684341886080802e-14,107.63169584999993,0.0,144.54960230999995,-4.732342970000002,398.9407852433985,4.5439046914996695,-0.28782112328805143,-0.8119074841633579,2182.981202956643,0.3488372093023256,0.6511627906976745,1150.8842,43.4676,43.4178,1346,72.1224
1370_1,0.11109999999999998,376.54928004,115.85746763999998,260.6918124,0.0,115.85746763999998,0.0,260.69535482000003,-0.0035424200000000313,654.1545525968422,4.854728535245539,-0.749777334404117,-0.5215469624291779,4786.940582823941,0.1951219512195122,0.8048780487804879,1152.4505,28.4991,28.4991,1370,104.328
1370_2,0.13049999999999995,385.40777220000007,123.94260324499997,261.4651689550001,0.0,123.94260324499997,0.0,261.54878066500004,-0.08361171000000112,597.1414732153827,4.552925227754541,-0.7236399072882446,-0.6726406580684857,4113.033784759496,0.25,0.75,1128.4979,29.2075,28.0158,1370,104.328
1370_3,0.10830000000000006,374.6353800050002,117.27540679500011,257.3599732100001,0.0,117.27540679500011,0.0,257.4641158500001,-0.10414264000000506,677.1007121584937,4.79624315597531,-0.7474591096254647,-0.4646647210250939,4863.901660829365,0.2,0.8,1180.0418,28.6646,28.586,1370,104.328
1371_2,0.11660000000000004,365.71975229500015,157.87824643500005,207.84150586000007,2.842170943040401e-14,157.87824643500005,0.0,210.12592224500008,-2.284416384999995,536.459646083986,4.484140795510293,0.06837589865732384,-0.5141396935355709,2206.2331859829737,0.6046511627906976,0.3953488372093023,1036.2166,31.2807,30.2469,1371,99.3384
1371_3,0.125,372.67660804999997,163.42810725000004,209.2485008,-5.684341886080802e-14,163.42810725000004,0.0,212.09892403999996,-2.8504232400000085,555.0703376323793,4.504713630025157,0.05719893980456904,-0.5187466618527565,2306.565595649603,0.6521739130434783,0.34782608695652173,1049.9827,29.8457,29.6719,1371,99.3384
1393_1,0.11949999999999994,234.90999930999993,104.83162630499994,130.07837300499997,2.842170943040401e-14,104.83162630499994,0.0,132.38300295,-2.3046299449999985,426.3200408746219,3.9375284366310694,0.1749675340587465,-0.41307031549445633,1392.3178347711962,0.25,0.75,994.3276,16.1937,16.0902,1393,88.9056
1393_2,0.12499999999999989,225.7651686049999,101.86600808999995,123.89916051499995,0.0,101.86600808999995,0.0,125.15191577999994,-1.2527552649999998,392.69467321210954,3.9083934264620552,0.11703355705377448,-0.47065655600592443,1281.8490882694962,0.2608695652173913,0.7391304347826086,947.3004,13.1602,13.1602,1393,88.9056
1393_3,0.11389999999999989,220.5674119949998,95.42180444999988,125.1456075449999,0.0,95.42180444999988,0.0,125.1456075449999,0.0,402.53611380193513,4.033615979844287,0.10304211136388888,-0.33584069243927445,1339.2917617791295,0.19047619047619047,0.8095238095238095,968.5634,15.9429,15.2234,1393,88.9056
1394_1,0.10829999999999995,353.4857215499998,150.5998861399999,202.88583540999994,-2.842170943040401e-14,150.5998861399999,0.0,203.49273007499994,-0.606894664999999,602.8369995011933,4.251491730893879,-0.39959163761914807,-0.7906645325370415,3041.7028667824084,0.025,0.975,1041.423,27.8676,27.7378,1394,94.3488
1394_2,0.11109999999999998,343.53616426999986,144.58952490499993,198.94663936499992,0.0,144.58952490499993,0.0,201.33137839499994,-2.3847390300000026,585.0592435859402,4.283161070828356,-0.30587390985782303,-0.783832389746565,2827.0130402698296,0.0,1.0,1034.0795,28.2601,28.2601,1394,94.3488
1394_3,0.11670000000000003,354.35914275000005,156.45798267,197.90116007999993,1.1368683772161603e-13,156.45798267,0.0,201.56171279499995,-3.660552715000005,586.3904624372822,4.223061575441719,-0.2869117004148677,-0.6565014622251244,2762.332180178222,0.046511627906976744,0.9534883720930233,1032.7659,27.8057,27.764,1394,94.3488
1403_1,0.10829999999999995,222.72144060499994,97.17545601499995,125.54598458999996,2.842170943040401e-14,97.17545601499995,0.0,126.22488997999997,-0.678905389999997,361.8777340342931,4.094718898216087,-0.5266164503835121,-0.9517477551013153,2109.8570115262146,0.15,0.85,985.7907,28.9473,28.9139,1403,70.308
1403_2,0.10829999999999995,219.96802558499996,96.42979364999998,123.538231935,-1.4210854715202004e-14,96.42979364999998,0.0,123.63956113,-0.10132919499999822,362.4676353998308,4.097207300819093,-0.5172236196779798,-0.9110995647738699,2040.2162772451004,0.175,0.825,1006.9553,31.9787,31.5161,1403,70.308
1403_3,0.1028,225.12208137000016,97.19308618000004,127.92899519000008,4.263256414560601e-14,97.19308618000004,0.0,128.43023930500007,-0.5012441149999926,391.395516586522,4.116488931098596,-0.5527448360759515,-0.9046735791583191,2258.4386752519554,0.18421052631578946,0.8157894736842105,1013.7085,31.0139,30.2814,1403,70.308
1561_1,0.11389999999999989,412.6148631449998,182.99819071499985,229.61667242999994,0.0,182.99819071499985,0.0,229.62967684499992,-0.013004414999999636,692.8825134784992,4.312074071524094,-0.5512332535901981,-0.8456056437022692,3869.5703498870216,0.5476190476190477,0.4523809523809524,1074.3927,33.7945,32.9814,1561,118.3896
1561_2,0.12770000000000015,427.7003382650002,200.66365335500015,227.03668491000005,0.0,200.66365335500015,0.0,229.88100283500003,-2.844317925000022,659.6577656445974,4.1407271763979665,-0.48849512262394706,-0.9471805037059093,3602.1303745536393,0.6170212765957447,0.3829787234042553,1057.3928,33.5608,33.3169,1561,118.3896
1561_3,0.11939999999999995,440.34931869499997,198.611429555,241.73788913999996,0.0,198.611429555,0.0,242.108932725,-0.3710435849999968,692.1620191171202,4.354460830102106,-0.5352020248756809,-0.8541082624036874,3942.5526085410934,0.5681818181818182,0.4318181818181818,1060.4802,33.2989,32.8861,1561,118.3896
1562_1,0.06659999999999999,300.78651233999994,134.41184291000002,166.37466942999998,-5.684341886080802e-14,134.41184291000002,0.0,166.37466942999998,0.0,766.7469168907014,4.499763935547541,-0.8224818269405395,-0.16112731063622418,5285.179521705577,0.4,0.6,1067.5775,32.138,30.8269,1562,95.7096
1562_2,0.07220000000000004,305.5551482950002,132.75999337500008,172.7951549200001,2.842170943040401e-14,132.75999337500008,0.0,172.7951549200001,0.0,779.734007747862,4.3998911766857765,-0.8078505505012222,-0.754117753822547,5148.307905459671,0.4444444444444444,0.5555555555555556,1087.3926,34.9612,33.1154,1562,95.7096
1562_3,0.07499999999999996,315.4519305499999,136.70216706499994,178.74976348499996,-2.842170943040401e-14,136.70216706499994,0.0,178.74976348499996,0.0,794.8857421692263,4.360979697633394,-0.7869276022282632,-0.45171502918098916,5070.9268994943895,0.4642857142857143,0.5357142857142857,1075.4321,33.5415,32.8626,1562,95.7096
1574_1,0.125,270.70211162499993,94.96784711,175.73426451500004,-8.526512829121202e-14,94.96784711,0.0,175.92203125500004,-0.18776674000000212,536.4980015892409,4.348633835680087,-0.7189931872033237,-0.6496288996658444,3242.7635470490873,0.6086956521739131,0.391304347826087,1015.8496,27.5131,27.3298,1574,87.0912
1574_2,0.12219999999999986,309.50932512499986,125.78200146499992,183.72732365999994,0.0,125.78200146499992,0.0,183.72768807999995,-0.00036441999999998874,510.5664764145465,4.2624496551414675,-0.6493767185753784,-0.7393217700089372,3035.267147404171,0.4888888888888889,0.5111111111111111,1006.1249,27.8371,27.4952,1574,87.0912
1574_3,0.125,322.64282578,129.44290707500002,193.199918705,0.0,129.44290707500002,0.0,193.41899504499997,-0.21907633999999815,533.966463109188,4.322358604413691,-0.6298622306535083,-0.7169147504143564,3197.21919985889,0.5217391304347826,0.4782608695652174,1023.9771,27.6326,27.4592,1574,87.0912
1581_1,0.09440000000000004,305.30281267000026,127.54963258500014,177.7531800850001,0.0,127.54963258500014,0.0,177.7531800850001,0.0,599.5889791695752,4.0826003760845335,-0.6688958490046123,-0.5994014365857856,3552.7405288284886,0.4,0.6,1063.3883,27.2202,22.249,1581,94.8024
1581_2,0.08609999999999984,292.2225198049997,117.18083243999982,175.0416873649999,0.0,117.18083243999982,0.0,175.0416873649999,0.0,605.2920951135617,4.1756381514466,-0.733792163173624,-0.6234859489250564,3865.0010826991293,0.40625,0.59375,1128.1505,28.4361,20.9208,1581,94.8024
1581_3,0.09170000000000011,300.1487652200001,121.7640192650001,178.38474595500003,-5.684341886080802e-14,121.7640192650001,0.0,178.38474595500003,0.0,595.0092390748457,4.0860797316933635,-0.678198934428393,-0.7225925007296172,3627.5554955691005,0.4117647058823529,0.5882352941176471,1081.1519,28.3802,23.1185,1581,94.8024
1601_1,0.11940000000000017,373.7468967900004,131.62649555500025,242.12040123500012,2.842170943040401e-14,131.62649555500025,0.0,242.12040123500012,0.0,573.4687738968593,4.704559727829755,-0.2469425754580444,-0.47543768832392314,3056.5449442831027,0.10810810810810811,0.8918918918918919,1054.8767,35.827,34.7344,1601,103.8744
1601_2,0.13339999999999996,371.5677019300002,132.5672213900001,239.00048054000007,5.684341886080802e-14,132.5672213900001,0.0,239.33313764000005,-0.33265710000000015,557.2215261058075,4.740510437171981,-0.2491553432233546,-0.6189061462314729,3069.2097947400543,0.07142857142857142,0.9285714285714286,1017.7234,33.2345,33.0766,1601,103.8744
1601_3,0.11390000000000011,371.70265867500024,124.50537800000015,247.1972806750001,0.0,124.50537800000015,0.0,247.1972806750001,0.0,566.0301790498829,4.705696399187268,-0.2695755184032273,-0.503323483855792,3144.6599266551407,0.10810810810810811,0.8918918918918919,1030.0709,36.4173,33.2958,1601,103.8744
1603_1,0.04720000000000013,165.65065289000043,66.16382733500019,99.48682555500021,2.842170943040401e-14,66.16382733500019,0.0,99.48682555500021,0.0,611.7071179894615,5.199918135847603,-0.2083730916318735,0.9560498291019817,2683.516778035982,0.0,1.0,1020.316,24.9238,10.4376,1603,91.1736
1603_2,0.04730000000000012,166.7603185850004,67.39909749000019,99.36122109500019,1.4210854715202004e-14,67.39909749000019,0.0,99.36122109500019,0.0,616.2422522322713,5.163591464025475,-0.163637269130529,0.9863878235736827,2531.7987753076386,0.0,1.0,1036.0217,24.3157,10.6593,1603,91.1736
1603_3,0.04169999999999985,154.92714640999955,63.57203650999976,91.35510989999979,0.0,63.57203650999976,0.0,91.35510989999979,0.0,623.3560294408765,5.257760999184396,-0.26826533172911426,0.9401033122996801,2950.7662036123156,0.0,1.0,1037.927,25.0372,8.4043,1603,91.1736
1612_1,0.09719999999999995,344.9974417599999,143.98147151499992,201.01597024499998,0.0,143.98147151499992,0.0,201.13484462999995,-0.11887438499999668,584.5344209353668,4.5772676299118675,-0.5469274978300653,-0.6322299340062921,3713.955057140755,0.2777777777777778,0.7222222222222222,1082.9732,26.5117,24.6679,1612,91.1736
1612_2,0.09450000000000003,338.81575312000024,140.54481463000013,198.27093849000008,2.842170943040401e-14,140.54481463000013,0.0,198.27093849000008,0.0,606.2037694947621,4.6187424453430665,-0.6126517664311372,-0.5563433179653517,3965.091810327491,0.02857142857142857,0.9714285714285714,1086.5615,27.6116,24.5432,1612,91.1736
1612_3,0.09730000000000005,340.4051462050002,143.23930315500016,197.16584305000012,-5.684341886080802e-14,143.23930315500016,0.0,197.2949895500001,-0.12914650000000114,593.1373823458376,4.512015045609881,-0.541596883165258,-0.6631819370615614,3670.328223376822,0.16666666666666666,0.8333333333333334,1077.8302,28.1411,25.3362,1612,91.1736
1615_1,0.09719999999999995,290.91215380999995,123.5973022099999,167.31485160000005,0.0,123.5973022099999,0.0,167.36859242000006,-0.05374081999999834,629.6480437600104,4.39998064152278,-0.5265669459124445,-0.29382248759648194,3121.257718811262,0.4166666666666667,0.5833333333333334,1096.8716,48.4828,44.6766,1615,87.5448
1615_2,0.07500000000000018,266.83465460500037,107.23149094000026,159.60316366500018,-5.684341886080802e-14,107.23149094000026,0.0,159.60316366500018,0.0,690.597592916591,4.882034870815983,-0.5144218393320287,0.645141632997091,3696.56592063668,0.14285714285714285,0.8571428571428571,1132.3194,47.9364,39.6772,1615,87.5448
1620_1,0.10000000000000009,324.63356908000026,120.5587177100001,204.07485137000012,2.842170943040401e-14,120.5587177100001,0.0,204.07485137000012,0.0,536.4434900203361,4.850258936571172,-0.38917470059554027,0.0323983529085902,3172.677622633185,0.35135135135135137,0.6486486486486487,956.676,24.6874,22.1879,1620,92.0808
1620_3,0.09999999999999987,335.71882225499974,120.10432002999985,215.61450222499988,0.0,120.10432002999985,0.0,215.61450222499988,0.0,538.7100538192406,4.886549371863097,-0.35795168157980617,-0.07745140931945961,3208.5607141165838,0.40540540540540543,0.5945945945945946,993.2766,24.9623,22.1546,1620,92.0808
1623_1,0.11390000000000011,324.42429650500026,154.12195997500015,170.30233653000013,-2.842170943040401e-14,154.12195997500015,0.0,175.57884163000014,-5.276505100000001,484.9601437216052,4.593780586713398,-0.3624043829015166,-0.8633213985528275,2876.9364423102897,0.6428571428571429,0.35714285714285715,994.4683,22.041,21.8695,1623,81.648
1623_2,0.10829999999999984,326.9006520849997,151.56189699499978,175.33875508999992,0.0,151.56189699499978,0.0,178.94231287499989,-3.6035577849999587,491.18639002059297,4.639517512291791,-0.3986390614545237,-0.8698897163699736,2970.3741762152777,0.65,0.35,1002.4684,22.442,22.442,1623,81.648
1623_3,0.11390000000000011,323.4973809100003,149.39088572500015,174.10649518500017,-2.842170943040401e-14,149.39088572500015,0.0,178.57173923500014,-4.465244050000002,476.6523065441106,4.693169746307287,-0.39663754613473384,-0.8659448345267328,2949.0234468775047,0.7142857142857143,0.2857142857142857,1006.1412,21.0338,20.6279,1623,81.648
1665_1,0.11109999999999998,434.88766286,160.87946782500003,274.00819503499997,0.0,160.87946782500003,0.0,274.00819503499997,0.0,636.301333873647,5.008064473604398,-0.47870456327083066,-0.3430326265554227,4163.549116719196,0.1951219512195122,0.8048780487804879,1021.2634,34.7762,33.6404,1665,106.596
1665_2,0.1028,415.713901135,146.93739264500005,268.77650848999997,0.0,146.93739264500005,0.0,268.77650848999997,0.0,656.4986688119166,5.133051770371523,-0.4661827497632029,-0.1898087200368196,4351.718723505894,0.23684210526315788,0.7631578947368421,1031.1986,35.9357,34.587,1665,106.596
1665_3,0.10830000000000006,427.4857000050002,148.6983835900001,278.78731641500013,-5.684341886080802e-14,148.6983835900001,0.0,278.78731641500013,0.0,625.44517518158,4.999244339381498,-0.485092274843797,-0.5796903627729153,4278.3296761033835,0.225,0.775,1034.7382,35.878,35.0832,1665,106.596
1668_1,0.09170000000000011,263.2855036550003,94.73055999000016,168.5549436650001,2.842170943040401e-14,94.73055999000016,0.0,168.5549436650001,0.0,486.5845515923646,5.001188088148988,-0.7109027548945113,-0.7990979775619979,3538.211503743526,0.38235294117647056,0.6176470588235294,1095.3551,37.0796,29.4175,1668,81.648
1668_2,0.0915999999999999,268.87550727999985,98.69031004999994,170.1851972299999,2.842170943040401e-14,98.69031004999994,0.0,170.1851972299999,0.0,491.8199923334402,5.141631926802487,-0.7307281308520972,-0.6606790140309403,3663.5140643761856,0.38235294117647056,0.6176470588235294,1084.1197,37.8798,31.213,1668,81.648
1668_3,0.1028,287.06637242,103.02997493500006,184.03639748499998,-2.842170943040401e-14,103.02997493500006,0.0,184.03639748499998,0.0,483.42804531389953,5.0212117739228,-0.6986032711923811,-0.6234001519345622,3467.4104761102553,0.34210526315789475,0.6578947368421053,1083.083,36.6162,34.6148,1668,81.648
1688_1,0.1111000000000002,441.2735762200003,175.84075385500032,265.432822365,0.0,175.84075385500032,0.0,266.094168925,-0.66134656000002,738.9957443415092,4.899207992446016,-0.6615895169662468,-0.66936226986608,5023.555279088855,0.5853658536585366,0.4146341463414634,969.0852,29.0828,27.9238,1688,106.596
1688_2,0.09730000000000016,430.8088873700003,156.5935904750002,274.2152968950001,0.0,156.5935904750002,0.0,274.2152968950001,0.0,769.4262494833047,5.331080451921691,-0.7675706919892993,-0.35852672828599,6005.405894347809,0.5555555555555556,0.4444444444444444,1027.9336,29.0198,26.5812,1688,106.596
1717_1,0.09719999999999995,223.1406759049999,87.0703818349999,136.07029407000002,-2.842170943040401e-14,87.0703818349999,0.0,136.07029407000002,0.0,536.651114280937,4.542988889637465,-0.2729534435809481,0.6032921092598652,2121.0095173483182,0.3055555555555556,0.6944444444444444,848.3836,31.3037,24.2661,1717,103.4208
1717_3,0.09450000000000003,203.81959015500004,83.71881421500005,120.10077593999998,1.4210854715202004e-14,83.71881421500005,0.0,120.10077593999998,0.0,535.2634206533166,4.747757302016325,-0.2871397683788266,0.72294308689246,2020.9238899034576,0.22857142857142856,0.7714285714285715,864.7959,29.0237,20.2664,1717,103.4208
1718_1,0.08889999999999998,337.3819599449998,113.3348648249999,224.04709511999985,2.842170943040401e-14,113.3348648249999,0.0,224.04709511999985,0.0,621.875234979315,5.028733789895681,-0.16689559553449715,-0.25433701129475345,3246.9145742906703,0.0,1.0,1122.2729,35.4,32.244,1718,97.524
1718_2,0.09999999999999987,345.7476471449998,119.66476232499987,226.08288481999986,8.526512829121202e-14,119.66476232499987,0.0,226.08288481999986,0.0,593.7095842584432,4.807687107401433,-0.08642352407073699,-0.31447362583681243,2789.8661791586096,0.0,1.0,1097.2378,36.7362,35.3847,1718,97.524
1718_3,0.0889000000000002,335.50705761500046,114.45464182000022,221.05241579500026,-2.842170943040401e-14,114.45464182000022,0.0,221.05241579500026,0.0,614.846340087423,4.874639103799339,-0.14230311820836147,-0.32941519738133374,3098.944819952919,0.06060606060606061,0.9393939393939394,1138.4905,36.4401,32.9968,1718,97.524
1729_1,0.11390000000000011,407.361151565,208.6201953100001,198.74095625499993,-2.842170943040401e-14,208.6201953100001,0.0,200.05985274499994,-1.3188964900000282,613.9327065186578,4.142607965013556,-0.4778217199038409,-0.7058261411578597,3171.793724596734,0.5238095238095238,0.47619047619047616,1031.5702,34.2213,33.7742,1729,105.6888
1729_2,0.11660000000000004,413.5082812500001,208.59041297500005,204.91786827500005,0.0,208.59041297500005,0.0,206.50686457000006,-1.5889962950000014,612.0557669551381,4.166332321061167,-0.5092699140456485,-0.7295532278734876,3287.109210219108,0.4883720930232558,0.5116279069767442,1058.2512,34.9412,34.659,1729,105.6888
1729_3,0.11109999999999975,410.12150007499963,203.9450174849996,206.17648259,2.842170943040401e-14,203.9450174849996,0.0,206.488643285,-0.3121606949999905,641.2408471650101,4.2470109799583815,-0.5031738523494279,-0.4770427808144804,3408.3453563718535,0.5853658536585366,0.4146341463414634,1056.2402,34.8563,34.8563,1729,105.6888
1759_1,0.09440000000000004,294.77292141000004,120.61276226499997,174.16015914499997,1.1368683772161603e-13,120.61276226499997,0.0,174.16015914499997,0.0,488.9372869024629,5.039347045664383,-0.67468469367524,-0.9570371029987812,3524.5866175158058,0.3142857142857143,0.6857142857142857,1059.2147,26.0232,23.4178,1759,79.38
1759_2,0.09440000000000004,300.9197231200002,125.73185454000006,175.18786858000007,5.684341886080802e-14,125.73185454000006,0.0,175.18786858000007,0.0,510.1165101480372,5.080233569051215,-0.6817146223938045,-0.9338539990070659,3656.4367042645163,0.2857142857142857,0.7142857142857143,1063.5172,26.4069,23.4578,1759,79.38
1759_3,0.09719999999999995,305.1751594450003,129.14410127000016,176.03105817500014,0.0,129.14410127000016,0.0,176.03105817500014,0.0,491.46030168963676,4.908343879627504,-0.6647314124046825,-0.8889664341213412,3426.3077399291187,0.25,0.75,1052.1824,27.5029,25.5306,1759,79.38
1778_1,0.10560000000000003,335.73382938500015,148.84312792500003,186.89070146000003,8.526512829121202e-14,148.84312792500003,0.0,186.89070146000003,0.0,574.4377922991375,4.1098584756757175,-0.546581085589228,-0.8377416420422518,3141.9188195822085,0.1794871794871795,0.8205128205128205,1161.7748,38.8262,35.5512,1778,88.452
1778_2,0.11109999999999998,333.2070078249999,149.73787052499995,183.46913729999994,0.0,149.73787052499995,0.0,183.67238259499996,-0.20324529500000027,572.1902285265527,3.9631142872093754,-0.5344158100380714,-0.8874015571711265,2967.5383146860895,0.14634146341463414,0.8536585365853658,1173.0085,39.0618,36.6529,1778,88.452
1779_1,0.125,412.4841223549999,208.90797558499992,203.57614677,-2.842170943040401e-14,208.90797558499992,0.0,203.57614677,0.0,586.6123459171453,4.614339545547597,-0.0905012711426451,-0.2592088163114442,2202.4910480342774,0.45652173913043476,0.5434782608695652,997.7476,28.87,28.8473,1779,103.4208
1779_2,0.11950000000000005,415.6515731050001,208.40713588000008,207.24443722500007,-2.842170943040401e-14,208.40713588000008,0.0,207.24443722500007,0.0,610.669908709378,4.595794180698377,-0.07017916541530299,-0.28573738236053575,2235.3603754122378,0.38636363636363635,0.6136363636363636,1027.4042,29.7245,29.4965,1779,103.4208
1779_3,0.13049999999999995,417.25923604499985,214.0153391449999,203.24389689999998,-2.842170943040401e-14,214.0153391449999,0.0,203.24389689999998,0.0,595.0848809661209,4.573507756170704,-0.05727787761075396,-0.26085382412233,2188.3147132605586,0.4375,0.5625,1013.8102,30.4804,30.4804,1779,103.4208
1782_1,0.08889999999999998,257.13109331499993,113.04272212499993,144.08837118999998,2.842170943040401e-14,113.04272212499993,0.0,144.08837118999998,0.0,649.4797915554361,4.294692417598512,0.1165517854173731,-0.031363550958496654,1493.5694225515629,0.30303030303030304,0.696969696969697,1001.1339,21.9465,19.1413,1782,97.524
1782_2,0.09169999999999989,254.77356596999988,117.39585827499992,137.377707695,-2.842170943040401e-14,117.39585827499992,0.0,137.64141071499998,-0.26370301999999185,658.2721677270343,4.409910084747747,0.11723415588460713,-0.026245483147493195,1415.15373229547,0.23529411764705882,0.7647058823529411,960.137,22.6311,20.4093,1782,97.524
1782_3,0.09719999999999995,260.39383672999986,118.3188915699999,142.0749451599999,5.684341886080802e-14,118.3188915699999,0.0,142.61329597999992,-0.538350819999998,635.2353028560628,4.37922517810885,0.1565894449156847,0.036448361934864296,1426.64502844296,0.2222222222222222,0.7777777777777778,957.2934,22.0737,20.0343,1782,97.524
1782_4,0.09169999999999989,266.6565380599999,118.37411361499991,148.282424445,-2.842170943040401e-14,118.37411361499991,0.0,148.282424445,0.0,666.2418622090661,4.383485170105141,0.18558963687573962,0.23872149776986937,1333.5882220189271,0.14705882352941177,0.8529411764705882,999.367,24.0099,21.5743,1782,97.524
1783_2,0.14440000000000008,313.92448206499995,145.25979218,168.664689885,-5.684341886080802e-14,145.25979218,0.0,170.01356571,-1.3488758250000021,446.92482827368923,3.7878994532819736,-0.463478094972289,-0.9619463501140454,2168.743398514988,0.09433962264150944,0.9056603773584906,1027.4269,28.2834,27.6237,1783,90.2664
1783_3,0.14169999999999994,316.7225886199997,141.72951095499985,174.99307766499984,2.842170943040401e-14,141.72951095499985,0.0,175.38406390499983,-0.39098624000000065,423.1894872040616,3.898018807562202,-0.4665739836062087,-0.9158520817664131,2149.379485385758,0.09615384615384616,0.9038461538461539,1024.9545,28.0211,27.835,1783,90.2664
1783_4,0.14449999999999996,313.765235115,143.96106576500003,169.80416935000002,-5.684341886080802e-14,143.96106576500003,0.0,172.014316385,-2.2101470349999985,440.24190048102855,3.842840598233703,-0.47828497834295486,-0.9540288846987028,2212.7816409781353,0.07547169811320754,0.9245283018867925,1018.6888,28.7584,28.4592,1783,90.2664
1783_5,0.14440000000000008,309.5333347800005,145.34797038500022,164.1853643950002,5.684341886080802e-14,145.34797038500022,0.0,165.4594312500002,-1.2740668550000018,439.7943195603256,3.77591910067467,-0.41744983089955945,-0.9445496323442362,2063.160362777316,0.09433962264150944,0.9056603773584906,1036.5796,27.0269,26.5437,1783,90.2664
1808_1,0.08620000000000005,281.02205510000016,120.02386745500007,160.9981876450001,0.0,120.02386745500007,0.0,160.9981876450001,0.0,698.3031841074516,4.346143587715477,-0.7638478982749044,0.17310629514664394,4122.278939964867,0.25,0.75,1103.4559,25.7179,17.7344,1808,98.4312
1808_2,0.08339999999999992,281.91819188499977,122.24332521499996,159.67486666999991,-1.1368683772161603e-13,122.24332521499996,0.0,159.67486666999991,0.0,735.3738131381172,4.408893023394398,-0.759126741331247,0.31655740168820545,4314.284186215733,0.1935483870967742,0.8064516129032258,1100.012,27.4708,17.8876,1808,98.4312
1808_3,0.0777000000000001,267.7875688950002,110.3843203500001,157.40324854500005,5.684341886080802e-14,110.3843203500001,0.0,157.40324854500005,0.0,713.9315884349724,4.57731729226528,-0.7745074453821307,0.27383140710888826,4498.827353749936,0.13793103448275862,0.8620689655172413,1072.1819,26.7585,15.8052,1808,98.4312
1808_4,0.07780000000000009,261.2087107950002,112.88885801000012,148.31985278500002,2.842170943040401e-14,112.88885801000012,0.0,148.31985278500002,0.0,694.8998000880681,4.45267666562982,-0.7465204551545344,0.34283420221199645,4159.124103712742,0.13793103448275862,0.8620689655172413,1106.216,26.0,14.2968,1808,98.4312
1808_5,0.07219999999999982,248.4226415549996,107.18430683999975,141.23833471499984,0.0,107.18430683999975,0.0,141.23833471499984,0.0,726.402616096992,4.679180529369233,-0.7558352924730635,0.3950884874589376,4473.474264924999,0.14814814814814814,0.8518518518518519,1086.8808,27.0232,13.2356,1808,98.4312
1826_1,0.11660000000000004,352.3774200350002,138.0750087450001,214.3024112900001,2.842170943040401e-14,138.0750087450001,0.0,214.9436031100001,-0.6411918199999933,583.9180807758639,4.4236663124109645,-0.6776655968106696,-0.8772922534677062,3744.982651036249,0.4883720930232558,0.5116279069767442,1165.8554,33.9563,33.5662,1826,91.1736
1826_2,0.1028,348.7198820849999,132.14483194999994,216.57505013499997,-2.842170943040401e-14,132.14483194999994,0.0,216.57505013499997,0.0,603.4769190092255,4.474942704734448,-0.7461462543060001,-0.7149494419835212,4103.966522632685,0.42105263157894735,0.5789473684210527,1207.0944,35.0855,32.8085,1826,91.1736
1826_3,0.11109999999999998,358.8715366250001,134.683138385,224.18839824000005,2.842170943040401e-14,134.683138385,0.0,224.35390736000005,-0.1655091199999949,571.8426778787089,4.468038974705438,-0.6619737808308176,-0.8492790891111879,3750.1156467643045,0.4146341463414634,0.5853658536585366,1204.4006,34.672,33.4699,1826,91.1736
1826_4,0.11389999999999989,368.14521240499977,144.33046088999984,223.81475151499995,-2.842170943040401e-14,144.33046088999984,0.0,224.55567337499997,-0.7409218599999917,578.2225086822307,4.505107585599519,-0.6202183350066406,-0.8714115030522336,3725.27960331833,0.4523809523809524,0.5476190476190477,1200.3848,33.8101,33.3075,1826,91.1736
1826_5,0.10830000000000006,368.4391861600002,137.87395489000008,230.56523127000003,8.526512829121202e-14,137.87395489000008,0.0,230.56523127000003,0.0,588.0588193847518,4.589892742791472,-0.6908656358917409,-0.7932691403370256,4011.6723502363193,0.425,0.575,1215.3875,34.4955,33.3542,1826,91.1736
1830_1,0.11660000000000004,284.41416405499996,135.95977427,148.454389785,-2.842170943040401e-14,135.95977427,0.0,148.454389785,0.0,479.557912316329,3.877216513535156,-0.4858638969998782,-0.8467501896798143,2359.982907776213,0.5116279069767442,0.4883720930232558,959.3769,23.0931,21.769,1830,84.3696
