session,session_mass_kg,pitch_n,fp_mer_duration_s,positive_total_j,gated_stp_j,gated_jfp_j,conservation_error_j,stp_positive_j,stp_negative_j,jfp_positive_j,jfp_negative_j,mean_force_n,mean_shoulder_jc_speed_m_s,mean_force_velocity_alignment,official_jfp_vs_force_velocity_r,official_jfp_force_velocity_mae_w,thorax_limited_fraction,arm_limited_fraction,max_torso_rotational_velo,max_rotation_hip_shoulder_separation,rotation_hip_shoulder_separation_fp
2999,96.1632,5,0.13610000000000003,383.50099237200004,142.74703901000004,240.753953362,1.7053025658242404e-14,142.74703901000004,0.0,240.753953362,0.0,520.7884512759924,5.191312253679614,-0.7740467586365039,-0.5733958843008647,4144.922700558468,0.5146940418679549,0.48530595813204513,1017.23858,34.288,34.080920000000006
3034,93.8952,5,0.12777999999999995,271.2300379249999,135.15999428999993,136.070043635,5.684341886080802e-15,135.15999428999993,0.0,138.241762131,-2.1717184960000004,434.1247472825238,3.7707098860267068,-0.4925765799343802,-0.7686101644697408,2118.5175924315936,0.6067067373693513,0.3932932626306486,939.77998,32.03996,31.751260000000002
3035,92.5344,5,0.10447999999999999,388.3499833779999,168.51334386499997,219.83663951299997,5.684341886080802e-15,168.51334386499997,0.0,220.19918171799995,-0.3625422050000004,576.9172869084017,4.945877812110775,-0.316194022664122,-0.5088944239746562,3091.0945080713705,0.39440221351004406,0.605597786489956,1069.3253200000001,40.557280000000006,32.280919999999995
3036,90.72,4,0.10620000000000007,299.9955706625001,138.59671696000004,161.3988537025,1.4210854715202004e-14,138.59671696000004,0.0,161.4227509675,-0.023897264999999265,613.8389972003613,4.288373120302454,0.129188996158193,-0.015040031686247467,1807.7815687742786,0.3001893939393939,0.6998106060606061,1016.1865,35.92575,35.204425
3037,94.3488,5,0.09775999999999999,354.75367308500006,162.75695845200002,191.99671463300004,-3.410605131648481e-14,162.75695845200002,0.0,191.99671463300004,0.0,608.5961649860571,4.900468149462752,-0.7291611659245575,-0.4414174119693713,4222.041872817348,0.9034181240063592,0.0965818759936407,990.89254,24.81636,20.99252
3043,107.0496,5,0.1189,381.685808494,158.812148521,222.87365997299997,0.0,158.812148521,0.0,225.622843639,-2.749183666000003,603.8693152103485,4.645782427989408,-0.4286315171318688,-0.8773888433232075,3589.300613523353,0.6173016821399026,0.38269831786009745,964.97848,25.36798,24.95548
3044,114.7608,5,0.12668000000000007,449.779798594,196.12227674600007,253.657521848,-2.2737367544323207e-14,196.12227674600007,0.0,254.179814352,-0.5222925040000069,802.136256982941,4.4532539413491135,-0.7556152666980631,-0.6741443217347938,4969.632582646083,0.3364840503151349,0.663515949684865,1067.47052,34.17274,31.5776
3046,78.9264,4,0.11945,282.99699695124997,117.48954934374997,165.50744760749998,2.842170943040401e-14,117.48954934374997,0.0,165.55485083874999,-0.047403231250000476,490.4303672951439,4.338200459891366,-0.49095393459380665,-0.9309318484550285,2772.733172875835,0.3386457766197402,0.6613542233802598,1110.780025,28.890775,28.317700000000002
3053,93.8952,5,0.11107999999999993,291.9191948419999,144.73607263099996,147.18312221099998,1.1368683772161604e-14,144.73607263099996,0.0,147.232492132,-0.04936992099999858,504.2179874587488,4.341807009637315,-0.13825991924848563,0.36832179609583204,1726.4585662784607,0.34021090697919965,0.6597890930208004,1160.52032,38.18266,32.22912
3055,93.4416,5,0.10553999999999997,245.788635813,85.89231173900002,159.896324074,0.0,85.89231173900002,0.0,160.011262479,-0.11493840500000056,448.94941467596243,4.186387607971584,-0.26739191914248994,-0.7468458147899127,2180.0957429420278,0.1389039039039039,0.861096096096096,911.8066999999999,31.163580000000003,28.50544
3065,82.5552,5,0.09388,284.30486785899996,119.04779109599997,165.257076763,5.684341886080802e-15,119.04779109599997,0.0,165.257076763,0.0,478.53815482147985,4.727791498147561,-0.3915174800322367,-0.8779622149889045,2719.8189599243815,0.06844155844155844,0.9315584415584416,1150.26568,32.3531,26.742520000000003
3132,97.9776,5,0.10112000000000002,380.03564956,156.593116836,223.44253272400002,-5.684341886080802e-15,156.593116836,0.0,223.44253272400002,0.0,665.606636438538,4.79737238460074,-0.13067468813300426,-0.003407068826658552,2784.3958627547718,0.5295874822190612,0.4704125177809388,1109.0002399999998,28.263060000000003,24.6087
3140,83.916,5,0.09334,307.85417621399995,135.51735671,172.336819504,-5.684341886080802e-14,135.51735671,0.0,172.405277114,-0.06845761000000068,577.8269851615655,4.438816235090908,-0.6794459101812433,-0.7425327491589416,3679.9753870885797,0.26830429732868755,0.7316957026713125,1166.91718,29.493240000000004,24.60292
3172,73.4832,5,0.10164,214.318752227,58.545712876999985,155.77303934999998,4.5474735088646414e-14,58.545712876999985,0.0,155.77303934999998,0.0,388.32456452429494,5.002431249879147,-0.6034283849398874,-0.7474199170608861,2710.667252341079,0.046153846153846156,0.9538461538461538,1042.50808,35.50834,29.6832
3222,87.5448,5,0.09609999999999999,268.119381842,109.374133132,158.74524870999997,2.842170943040401e-14,109.374133132,0.0,158.74524870999997,0.0,571.2174180164222,4.259763010378661,-0.6988482329412299,-0.3503073763021595,3346.6282656882286,0.5020691470691471,0.49793085293085293,1060.59152,20.149160000000002,18.227899999999998
3228,93.8952,5,0.12607999999999991,396.8346505799998,209.09551181599986,187.73913876399996,-5.684341886080802e-15,209.09551181599986,0.0,193.14118371099994,-5.402044946999997,633.9448743631852,4.03386289563259,-0.5057188653461594,-0.9295666190179601,3260.9275585516616,0.29914033110964056,0.7008596688903594,1220.51836,40.7538,39.97312
3232,85.2768,5,0.08890000000000002,309.357261438,134.767729737,174.589531701,-5.684341886080802e-15,134.767729737,0.0,174.589531701,0.0,524.1039469953702,4.822385226172439,-0.5242613634903149,-0.5854278013406939,3313.8221635388763,0.19469696969696967,0.8053030303030303,1129.72432,32.67526,27.563119999999998
3233,80.7408,5,0.11668000000000003,295.931448784,122.14756300200001,173.783885782,1.1368683772161604e-14,122.14756300200001,0.0,174.565341716,-0.7814559340000071,506.6442146784734,4.580192726321,-0.45685745538702893,-0.388471880128605,2567.307823530329,0.07327310370788631,0.9267268962921136,1166.8303,37.27022,34.95026
3247,87.9984,5,0.10945999999999997,322.2932043879999,143.9659507079999,178.32725367999996,0.0,143.9659507079999,0.0,178.32725367999996,0.0,492.81445420667006,4.4238798314703685,-0.3495262675105611,-0.6741789321556659,2497.4072586362345,0.1827606539801662,0.817239346019834,1204.10808,30.738580000000002,29.481659999999998
3248,81.1944,5,0.10166,352.851053874,171.276730719,181.57432315499995,3.410605131648481e-14,171.276730719,0.0,184.95707990899996,-3.3827567540000083,674.3381056657634,4.53610900733816,-0.5434709022982467,-0.577036078811777,3834.099172295857,0.5644594594594594,0.43554054054054053,1111.33618,33.3649,32.232079999999996
3250,83.4624,4,0.12570000000000003,354.08568050250017,138.93719104875004,215.14848945375005,4.973799150320701e-14,138.93786000750003,-0.0006689587499999814,215.14848945375005,0.0,430.9788033749825,4.97726902775541,-0.374507782494174,-0.9535609321210372,2840.8288040959005,0.052943860526740286,0.9470561394732597,1046.449,34.730450000000005,32.201100000000004
3252,88.452,5,0.12276000000000006,348.81365232400015,139.0434712740001,209.77018105000008,0.0,139.0434712740001,0.0,210.38541068300006,-0.615229633000002,520.8080972996803,4.21617924096998,-0.7243936542101059,-0.8490973077173052,3605.5280738836473,0.06604157072242178,0.9339584292775782,1122.29908,43.023360000000004,41.67488
